Variable:,tas
,Peru,Amazonas,Ancash,Apurímac,Arequipa,Ayacucho,Cajamarca,Callao,Cusco,Huancavelica,Huánuco,Ica,Junín,"La Libertad",Lambayeque,Lima,Loreto,"Madre de Dios",Moquegua,Pasco,Piura,Puno,"San Martín",Tacna,Tumbes,Ucayali
2041,21.08,19.55,18.45,9.01,16.83,13.78,20.20,11.62,12.34,13.00,14.58,19.73,13.52,18.78,22.76,18.39,27.39,22.37,17.44,15.49,23.69,8.95,19.50,18.64,24.41,25.75
2042,21.33,19.75,18.58,9.13,17.02,13.90,20.38,11.88,12.53,13.17,14.83,19.93,13.76,19.05,23.07,18.51,27.69,22.60,17.57,15.73,23.87,9.21,19.75,18.74,24.55,26.05
2043,21.64,20.10,18.86,9.40,17.41,14.27,20.69,12.15,12.68,13.51,15.07,20.31,13.95,19.23,23.11,18.91,28.08,22.85,17.99,15.94,23.99,9.45,20.03,19.22,24.67,26.31
2044,21.46,19.88,18.69,9.23,17.01,13.99,20.49,11.91,12.51,13.23,14.94,19.91,13.83,19.01,22.92,18.63,27.97,22.65,17.54,15.85,23.79,9.18,19.90,18.74,24.55,26.12
2045,21.34,19.76,18.57,9.06,17.04,13.89,20.35,11.71,12.47,13.19,14.72,20.17,13.70,18.97,22.90,18.67,27.78,22.60,17.53,15.66,23.77,9.08,19.73,18.77,24.50,26.03
2046,21.69,19.99,18.88,9.49,17.45,14.28,20.59,12.14,12.88,13.51,15.06,20.25,14.02,19.25,23.18,18.86,28.09,23.08,18.01,15.97,24.05,9.52,20.00,19.25,24.94,26.43
2047,21.63,20.00,18.59,9.43,17.43,14.21,20.44,12.15,12.73,13.40,15.00,20.19,13.98,18.95,22.84,18.68,28.10,22.87,18.02,15.94,23.87,9.46,19.97,19.26,24.63,26.35
2048,21.68,20.17,18.80,9.39,17.26,14.14,20.71,12.05,12.72,13.42,15.06,20.07,13.95,19.20,23.13,18.77,28.19,22.77,17.88,15.96,24.00,9.40,20.11,19.11,24.71,26.47
2049,21.58,19.92,18.77,9.35,17.23,14.10,20.49,11.97,12.73,13.36,15.07,20.04,13.93,19.09,23.00,18.71,28.03,22.82,17.87,15.90,23.87,9.44,19.97,19.06,24.58,26.30
2050,21.72,20.12,18.99,9.56,17.43,14.34,20.78,12.35,12.89,13.57,15.13,20.34,14.12,19.40,23.39,19.03,28.12,23.02,17.99,16.03,24.22,9.58,20.08,19.15,24.98,26.45
2051,21.72,20.10,18.84,9.57,17.39,14.25,20.70,12.27,12.92,13.52,15.18,20.21,14.06,19.24,23.15,18.81,28.11,22.99,18.01,16.10,24.01,9.68,20.09,19.18,24.75,26.41
2052,21.66,19.99,18.80,9.45,17.25,14.14,20.62,12.07,12.89,13.37,15.05,20.16,13.90,19.20,23.12,18.74,28.09,23.03,17.83,15.86,24.05,9.53,19.97,19.06,24.82,26.36
2053,21.73,20.16,18.80,9.43,17.41,14.18,20.68,12.06,12.76,13.41,15.16,20.16,13.97,19.21,23.13,18.75,28.19,23.02,17.95,16.05,24.08,9.51,20.18,19.17,24.82,26.55
2054,21.67,19.99,18.69,9.46,17.30,14.17,20.53,12.16,12.86,13.41,15.07,20.04,14.09,19.09,23.10,18.68,28.12,22.96,17.89,15.99,23.95,9.61,20.02,19.08,24.62,26.39
2055,21.75,20.18,18.84,9.50,17.33,14.20,20.72,12.05,12.89,13.46,15.17,20.03,14.04,19.24,23.16,18.72,28.23,23.00,17.94,16.06,24.12,9.47,20.11,19.12,24.85,26.44
2056,21.84,20.20,18.89,9.64,17.46,14.31,20.73,12.21,12.97,13.53,15.23,20.14,14.12,19.23,23.11,18.83,28.31,23.07,18.04,16.12,24.03,9.68,20.15,19.20,24.76,26.60
2057,21.64,20.02,18.89,9.37,17.26,14.13,20.63,12.02,12.78,13.41,15.05,20.16,13.95,19.24,23.18,18.78,28.07,22.93,17.82,15.91,24.09,9.43,19.99,19.04,24.80,26.39
2058,21.87,20.41,19.14,9.72,17.65,14.53,21.00,12.36,12.96,13.79,15.30,20.60,14.17,19.51,23.55,19.16,28.29,23.00,18.18,16.13,24.47,9.62,20.33,19.36,25.09,26.50
2059,21.93,20.32,19.34,9.83,17.61,14.52,20.99,12.49,13.17,13.79,15.34,20.62,14.30,19.77,24.04,19.34,28.28,23.19,18.20,16.27,24.68,9.89,20.34,19.35,25.34,26.66
2060,21.70,20.08,18.90,9.42,17.33,14.17,20.75,12.18,12.80,13.38,15.06,20.14,13.92,19.34,23.33,18.83,28.18,22.96,17.97,15.95,24.28,9.50,20.05,19.11,25.10,26.43
2061,21.60,19.89,18.64,9.33,17.29,14.18,20.48,12.00,12.72,13.32,14.99,20.10,13.87,19.03,23.01,18.70,28.06,22.92,17.82,15.86,23.89,9.36,19.95,19.10,24.61,26.41
2062,21.80,20.11,18.83,9.65,17.41,14.31,20.62,12.29,13.04,13.59,15.17,20.14,14.17,19.20,23.09,18.85,28.22,23.11,18.02,16.15,24.03,9.72,20.09,19.16,24.81,26.48
2063,21.98,20.37,19.07,9.71,17.77,14.57,20.94,12.31,13.12,13.76,15.38,20.64,14.27,19.47,23.47,19.08,28.37,23.29,18.30,16.24,24.37,9.78,20.36,19.48,25.26,26.74
2064,21.79,20.14,19.04,9.68,17.34,14.33,20.70,12.22,12.94,13.62,15.16,20.17,14.16,19.40,23.36,18.97,28.28,23.03,17.97,16.10,24.19,9.62,20.12,19.11,24.97,26.47
2065,21.62,20.01,18.84,9.50,17.36,14.22,20.62,12.20,12.87,13.43,15.06,20.24,14.00,19.22,23.17,18.82,27.98,22.97,17.92,15.97,23.91,9.55,20.01,19.10,24.70,26.37
2066,21.81,20.12,18.85,9.58,17.47,14.33,20.66,12.22,12.92,13.53,15.19,20.34,14.12,19.29,23.14,18.91,28.27,23.10,18.03,16.10,24.08,9.59,20.15,19.30,24.85,26.62
2067,21.75,20.12,18.95,9.50,17.37,14.26,20.80,12.23,12.81,13.53,15.19,20.23,14.09,19.40,23.33,18.90,28.12,23.09,17.99,16.10,24.22,9.51,20.18,19.15,25.08,26.63
2068,21.92,20.29,18.97,9.63,17.50,14.39,20.81,12.26,12.97,13.62,15.29,20.35,14.16,19.38,23.39,18.94,28.40,23.23,18.07,16.15,24.23,9.67,20.25,19.28,24.94,26.64
2069,21.96,20.15,19.04,9.62,17.62,14.39,20.69,12.16,12.95,13.61,15.27,20.42,14.15,19.35,23.21,18.90,28.64,23.06,18.09,16.14,24.15,9.56,20.19,19.25,24.98,26.58
2070,21.80,20.27,18.85,9.69,17.46,14.33,20.79,12.38,13.04,13.54,15.20,20.17,14.17,19.30,23.16,18.81,28.12,23.14,18.10,16.17,24.21,9.77,20.28,19.24,24.94,26.60
2071,21.66,20.05,18.66,9.49,17.27,14.13,20.53,12.15,12.88,13.37,15.04,20.11,13.95,19.09,22.92,18.66,28.09,23.02,17.82,15.94,23.80,9.55,20.05,19.00,24.56,26.41
2072,21.74,20.00,18.94,9.58,17.54,14.40,20.54,12.31,12.90,13.67,15.16,20.53,14.06,19.27,23.05,19.06,28.18,23.05,18.04,16.00,24.14,9.54,20.08,19.30,24.91,26.45
2073,22.08,20.41,19.18,9.67,17.73,14.51,20.90,12.51,13.13,13.75,15.54,20.70,14.36,19.59,23.41,19.13,28.52,23.46,18.32,16.46,24.35,9.88,20.52,19.49,25.18,26.96
2074,21.81,20.19,18.77,9.65,17.51,14.33,20.75,12.20,12.97,13.47,15.17,20.24,14.14,19.21,23.21,18.76,28.28,23.04,18.08,16.11,24.12,9.61,20.18,19.30,24.88,26.53
2075,21.74,20.05,18.75,9.36,17.26,14.09,20.60,11.99,12.80,13.40,14.98,20.11,13.99,19.17,22.98,18.71,28.34,22.98,17.83,15.92,23.94,9.47,20.03,19.01,24.73,26.45
2076,21.81,20.01,18.89,9.45,17.36,14.18,20.72,12.19,12.86,13.47,15.08,20.33,13.98,19.30,23.44,18.89,28.40,23.10,17.95,15.98,24.20,9.54,20.00,19.10,24.91,26.54
2077,21.71,20.15,19.06,9.60,17.48,14.39,20.76,12.22,12.96,13.62,15.35,20.40,14.19,19.38,23.33,18.97,28.00,23.01,17.92,16.20,24.22,9.64,20.21,19.13,24.85,26.46
2078,22.08,20.44,19.29,9.78,17.81,14.61,20.98,12.41,13.07,13.87,15.51,20.73,14.29,19.59,23.43,19.26,28.59,23.24,18.41,16.31,24.29,9.79,20.46,19.60,25.03,26.83
2079,21.94,20.28,19.11,9.69,17.64,14.47,20.85,12.28,13.02,13.67,15.39,20.43,14.26,19.43,23.30,19.03,28.39,23.20,18.18,16.20,24.21,9.73,20.27,19.35,25.05,26.71
2080,21.79,19.98,18.76,9.51,17.38,14.20,20.55,12.14,12.98,13.41,15.07,20.16,14.02,19.06,23.07,18.74,28.32,23.16,17.93,16.06,23.96,9.60,19.99,19.14,24.74,26.65
2081,21.77,20.29,18.92,9.58,17.52,14.43,20.74,12.34,12.98,13.67,15.25,20.48,14.22,19.28,23.18,18.92,28.11,23.08,18.08,16.12,24.10,9.61,20.19,19.31,24.80,26.55
2082,21.87,20.16,18.98,9.64,17.54,14.40,20.76,12.36,13.04,13.64,15.22,20.52,14.20,19.40,23.27,19.03,28.34,23.20,18.08,16.17,24.20,9.78,20.18,19.26,25.04,26.55
2083,21.71,19.97,18.76,9.42,17.33,14.10,20.56,12.07,12.81,13.33,15.01,20.09,13.93,19.12,23.07,18.71,28.20,23.03,17.89,15.93,23.95,9.55,19.93,19.01,24.75,26.45
2084,21.97,20.21,18.96,9.66,17.67,14.51,20.72,12.29,13.04,13.66,15.24,20.64,14.29,19.31,23.24,19.01,28.50,23.24,18.18,16.21,24.22,9.70,20.17,19.44,25.14,26.77
2085,22.12,20.33,19.17,9.71,17.86,14.57,21.00,12.43,13.00,13.72,15.32,20.68,14.23,19.59,23.64,19.19,28.69,23.38,18.40,16.19,24.57,9.70,20.41,19.65,25.30,26.79
2086,22.17,20.46,19.29,10.14,18.01,14.83,21.00,12.69,13.46,13.89,15.44,20.84,14.40,19.61,23.54,19.25,28.52,23.66,18.56,16.31,24.36,10.13,20.43,19.80,25.21,26.99
2087,22.08,20.42,19.16,9.75,17.79,14.59,20.99,12.42,13.19,13.79,15.54,20.60,14.40,19.53,23.48,19.16,28.51,23.44,18.34,16.41,24.41,9.86,20.42,19.56,25.21,26.89
2088,21.71,20.06,18.79,9.60,17.45,14.27,20.60,12.26,13.01,13.48,15.14,20.24,14.03,19.15,23.00,18.80,28.07,23.04,17.94,16.07,23.90,9.70,20.14,19.17,24.67,26.49
2089,21.86,20.22,19.07,9.87,17.69,14.58,20.83,12.38,13.13,13.70,15.25,20.41,14.21,19.37,23.31,19.02,28.17,23.20,18.18,16.15,24.16,9.81,20.18,19.38,24.93,26.55
2090,21.92,20.45,19.00,9.68,17.44,14.35,20.89,12.07,13.06,13.61,15.40,20.07,14.24,19.35,23.28,18.84,28.36,23.15,18.07,16.23,24.25,9.68,20.37,19.19,25.20,26.67
2091,21.80,20.26,18.96,9.61,17.46,14.38,20.80,12.23,12.95,13.66,15.21,20.33,14.18,19.36,23.42,18.97,28.23,22.99,18.00,16.08,24.22,9.58,20.22,19.21,24.85,26.47
2092,21.90,20.23,18.98,9.68,17.53,14.40,20.83,12.41,13.03,13.61,15.25,20.34,14.20,19.35,23.32,19.00,28.33,23.27,18.08,16.17,24.15,9.79,20.15,19.30,24.97,26.64
2093,21.96,20.41,19.02,9.68,17.46,14.40,20.91,12.38,13.02,13.66,15.38,20.18,14.32,19.41,23.48,18.92,28.43,23.19,18.08,16.28,24.39,9.69,20.35,19.33,25.16,26.77
2094,21.70,20.08,18.94,9.56,17.42,14.25,20.68,12.24,12.96,13.52,15.19,20.24,14.08,19.28,23.20,18.83,28.09,22.94,18.03,16.04,24.05,9.61,20.10,19.10,24.74,26.34
2095,21.72,20.19,18.93,9.50,17.39,14.24,20.75,12.23,12.87,13.53,15.23,20.28,14.08,19.32,23.25,18.90,28.14,22.96,18.05,16.07,24.16,9.59,20.16,19.21,24.91,26.44
2096,21.89,20.40,19.05,9.67,17.54,14.37,21.00,12.29,12.99,13.61,15.20,20.38,14.17,19.53,23.47,18.98,28.36,23.11,18.06,16.15,24.32,9.59,20.37,19.24,25.10,26.60
2097,21.84,20.27,19.12,9.74,17.63,14.50,20.83,12.35,13.07,13.78,15.33,20.47,14.28,19.44,23.38,19.11,28.12,23.11,18.19,16.25,24.35,9.79,20.26,19.38,25.13,26.61
2098,21.59,20.01,18.81,9.51,17.29,14.20,20.59,12.13,12.87,13.45,15.11,20.21,14.02,19.13,23.11,18.79,27.92,22.91,17.83,16.03,23.97,9.50,19.97,19.00,24.64,26.33
2099,21.85,20.24,18.99,9.57,17.49,14.35,20.85,12.18,12.96,13.59,15.20,20.36,14.17,19.43,23.44,18.99,28.25,23.18,18.03,16.13,24.32,9.63,20.14,19.24,25.12,26.70
2100,21.87,20.28,19.00,9.70,17.57,14.39,20.79,12.38,13.02,13.62,15.22,20.39,14.15,19.37,23.34,19.02,28.32,23.07,18.14,16.13,24.18,9.70,20.21,19.35,24.93,26.56
