Variable:,tas
,Iran,Kermanshah,Bushehr,"Chaharmahal-o bakhtiyar","East Azarbayejan",Esfahan,Fars,Gilan,Hamedan,Khorasan,Hormozgan,Ilam,Kerman,Khuzestan,"Kohgiluyeh va boyerahma",Kordestan,"Administrative unit not available",Lorestan,Markazi,Mazandaran,Semnan,"Sistan-o baluchestan",Tehran,"West Azarbayejan",Yazd,Zanjan,Ardebil,Golestan,Ghazvin,Ghom
2061,20.55,20.65,28.09,20.31,13.64,18.48,23.22,14.18,14.56,20.76,28.04,26.58,21.90,27.77,25.57,15.85,18.38,20.96,15.22,15.96,21.96,26.24,19.35,14.33,19.55,13.57,13.37,19.07,14.51,16.68
2062,20.85,20.96,28.27,20.54,14.26,18.87,23.50,14.91,14.93,20.93,28.26,26.75,22.01,28.02,25.82,16.24,18.86,21.29,15.50,16.42,22.41,26.40,20.03,14.73,19.86,14.12,14.06,19.27,15.00,17.13
2063,21.00,21.06,28.34,20.71,14.26,19.07,23.56,14.95,15.29,21.27,28.25,26.82,22.13,28.20,25.94,16.38,18.91,21.41,15.83,16.49,22.63,26.37,20.32,14.75,20.11,14.21,14.02,19.44,15.29,17.52
2064,20.78,20.82,28.30,20.61,13.94,18.72,23.57,14.27,14.67,21.03,28.35,26.71,22.07,28.03,25.90,15.96,18.56,21.19,15.32,16.13,22.10,26.48,19.55,14.68,19.87,13.52,13.55,19.19,14.46,16.89
2065,20.48,20.39,27.80,20.15,13.26,18.38,23.10,13.99,14.25,20.91,27.90,26.26,21.75,27.53,25.35,15.42,18.37,20.79,14.98,15.87,22.00,26.16,19.42,13.91,19.48,13.07,13.04,18.98,14.21,16.62
2066,20.63,20.62,28.11,20.29,13.60,18.56,23.24,14.33,14.57,20.90,28.13,26.51,21.93,27.74,25.56,15.78,18.58,20.93,15.22,16.10,22.04,26.39,19.61,14.23,19.64,13.40,13.50,19.01,14.50,16.89
2067,20.71,20.95,27.98,20.46,13.83,18.67,23.25,14.48,14.71,20.99,28.01,26.77,21.94,27.86,25.56,15.99,18.59,21.25,15.32,16.23,22.21,26.35,19.68,14.42,19.73,13.67,13.65,19.06,14.69,16.88
2068,21.01,21.19,28.49,20.87,14.23,19.12,23.52,14.96,15.23,21.28,28.24,27.00,22.02,28.27,26.11,16.47,19.01,21.48,15.93,16.78,22.80,26.28,20.40,14.78,20.01,14.25,14.03,19.71,15.32,17.51
2069,20.79,20.47,28.07,20.34,13.73,18.77,23.41,14.63,14.64,21.02,28.30,26.33,22.07,27.77,25.64,15.77,18.85,20.92,15.30,16.43,22.31,26.54,19.87,14.17,19.86,13.70,13.66,19.40,14.76,17.00
2070,20.60,20.46,28.05,20.23,13.73,18.59,23.33,14.50,14.57,20.77,28.16,26.29,21.87,27.57,25.48,15.68,18.56,20.81,15.26,16.17,22.13,26.31,19.70,14.23,19.69,13.62,13.62,19.03,14.74,16.85
2071,20.73,20.85,28.00,20.60,13.79,18.80,23.37,14.41,14.85,20.99,28.09,26.67,21.88,27.93,25.77,15.98,18.57,21.24,15.51,16.23,22.32,26.29,19.95,14.34,19.76,13.63,13.58,19.16,14.76,17.20
2072,20.66,20.75,28.17,20.36,13.95,18.68,23.30,14.79,14.76,20.83,28.02,26.60,21.68,27.84,25.57,16.12,19.06,21.01,15.30,16.40,22.23,26.10,19.81,14.45,19.62,13.86,13.79,19.34,14.82,16.97
2073,20.69,20.76,28.16,20.33,13.95,18.70,23.22,14.61,14.52,21.00,28.00,26.72,21.81,27.81,25.66,15.86,18.68,20.95,15.20,16.24,22.35,26.20,19.90,14.56,19.70,13.60,13.82,19.33,14.64,16.96
2074,20.59,20.66,28.01,20.33,13.82,18.65,23.26,14.23,14.58,20.79,28.12,26.51,21.79,27.71,25.57,15.77,18.46,20.94,15.23,16.01,22.14,26.21,19.62,14.40,19.70,13.49,13.46,19.05,14.49,16.89
2075,20.70,20.74,28.11,20.48,13.65,18.75,23.45,14.30,14.61,20.90,28.14,26.67,21.93,27.90,25.74,15.83,18.63,21.09,15.37,16.17,22.32,26.27,19.78,14.32,19.75,13.49,13.45,19.24,14.54,17.05
2076,20.81,20.79,28.13,20.52,13.96,18.88,23.41,14.54,14.86,21.02,28.25,26.67,22.00,27.95,25.69,16.10,18.76,21.15,15.58,16.36,22.34,26.43,19.93,14.55,19.80,13.80,13.55,19.31,14.85,17.24
2077,20.68,20.69,28.09,20.25,13.84,18.65,23.17,14.55,14.59,20.93,28.06,26.40,21.93,27.71,25.47,15.96,18.79,20.92,15.25,16.20,22.21,26.25,19.62,14.57,19.76,13.60,13.96,19.12,14.52,16.90
2078,20.57,20.56,28.24,20.25,13.81,18.52,23.34,14.16,14.55,20.70,28.30,26.43,21.84,27.65,25.55,15.74,18.60,20.81,15.11,15.98,22.11,26.25,19.46,14.34,19.53,13.38,13.59,19.12,14.27,16.73
2079,20.53,20.52,27.76,20.25,13.76,18.61,23.08,14.32,14.74,20.77,27.96,26.24,21.73,27.52,25.39,15.76,18.44,20.74,15.30,15.97,22.05,26.17,19.50,14.24,19.62,13.74,13.52,18.97,14.68,16.81
2080,20.69,20.67,28.07,20.41,13.60,18.76,23.41,14.32,14.71,21.02,28.17,26.49,21.94,27.92,25.71,15.84,18.43,21.07,15.39,16.05,22.20,26.22,19.72,14.18,19.74,13.54,13.45,19.08,14.59,17.10
2081,20.72,20.79,28.19,20.45,13.86,18.70,23.37,14.53,14.71,20.91,28.20,26.59,21.93,27.93,25.73,15.90,18.78,21.08,15.40,16.24,22.21,26.37,19.73,14.35,19.67,13.58,13.75,19.26,14.66,17.05
2082,20.73,20.73,28.07,20.48,13.64,18.83,23.47,14.37,14.56,21.02,28.13,26.69,21.99,27.91,25.72,15.70,18.60,21.12,15.29,16.14,22.34,26.27,19.72,14.19,19.95,13.44,13.44,19.19,14.54,16.98
2083,20.77,20.81,28.14,20.53,13.75,18.92,23.38,14.37,14.81,21.03,28.10,26.67,21.93,27.98,25.70,15.97,18.64,21.09,15.44,16.15,22.39,26.36,19.74,14.48,19.95,13.69,13.57,19.20,14.67,17.12
2084,20.69,20.90,28.02,20.63,14.16,18.91,23.22,14.62,15.11,20.85,27.91,26.81,21.69,27.96,25.67,16.17,18.60,21.31,15.77,16.37,22.37,26.00,20.16,14.66,19.69,14.04,13.85,19.28,15.05,17.48
2085,20.78,20.77,28.35,20.64,14.02,18.86,23.37,14.51,14.82,20.97,28.11,26.73,21.95,28.05,25.81,16.01,18.65,21.22,15.54,16.33,22.36,26.37,19.89,14.62,19.79,13.88,13.75,19.30,14.89,17.18
2086,20.94,21.13,28.41,20.70,14.27,18.92,23.45,14.74,14.90,21.29,28.25,26.99,22.00,28.14,25.94,16.25,19.01,21.40,15.56,16.41,22.46,26.36,19.96,14.87,19.85,14.05,13.92,19.54,14.91,17.23
2087,20.90,20.89,28.30,20.43,14.02,18.72,23.43,14.71,14.80,21.23,28.36,26.84,22.02,28.02,25.81,16.00,19.07,21.18,15.46,16.52,22.54,26.47,20.06,14.59,19.72,13.76,13.93,19.64,14.88,17.14
2088,20.69,20.83,28.32,20.52,13.90,18.70,23.51,14.28,14.57,20.97,28.22,26.80,21.96,28.05,25.89,15.95,18.49,21.20,15.20,15.84,22.10,26.22,19.34,14.60,19.83,13.58,13.61,19.01,14.46,16.74
2089,20.62,20.78,28.25,20.37,13.85,18.70,23.36,14.38,14.88,20.73,28.20,26.50,21.79,27.81,25.72,16.04,18.45,21.13,15.43,16.04,22.11,26.29,19.67,14.46,19.63,13.78,13.59,19.08,14.64,17.01
2090,21.08,20.73,28.17,20.50,14.00,19.09,23.45,14.52,14.65,21.67,28.27,26.56,22.39,27.91,25.71,15.97,18.87,21.08,15.46,16.43,22.67,26.66,19.97,14.61,20.30,13.53,13.80,19.50,14.68,17.25
2091,20.73,20.70,28.25,20.48,13.76,18.77,23.41,14.44,14.49,21.01,28.26,26.65,21.89,27.93,25.77,15.66,18.76,21.09,15.32,16.26,22.31,26.29,19.77,14.33,19.68,13.47,13.74,19.40,14.52,17.03
2092,20.55,20.39,27.99,20.22,13.25,18.52,23.30,13.89,14.42,20.92,28.11,26.31,21.92,27.79,25.60,15.46,18.37,20.89,15.05,15.75,22.02,26.29,19.24,13.89,19.70,13.00,13.17,18.95,14.04,16.71
2093,20.89,21.24,28.28,20.74,14.16,18.95,23.55,14.79,15.15,21.02,28.48,26.94,22.08,28.16,25.89,16.47,18.72,21.58,15.70,16.42,22.40,26.45,19.92,14.97,19.87,14.04,13.96,19.17,15.05,17.27
2094,20.75,20.91,28.13,20.55,13.71,18.79,23.35,14.45,14.76,21.00,28.25,26.78,21.99,27.94,25.69,15.96,18.75,21.21,15.47,16.32,22.18,26.43,19.73,14.42,19.77,13.47,13.61,19.23,14.57,17.01
2095,20.39,20.60,28.12,20.29,13.53,18.52,23.12,14.16,14.68,20.49,27.93,26.59,21.51,27.79,25.55,15.76,18.43,20.93,15.33,15.99,21.90,26.00,19.53,14.15,19.39,13.41,13.28,18.84,14.52,16.85
2096,20.44,20.74,27.90,20.05,13.80,18.42,23.04,14.34,14.62,20.57,28.02,26.43,21.61,27.56,25.30,15.95,18.56,20.89,15.11,15.86,21.94,26.02,19.38,14.55,19.45,13.51,13.72,18.98,14.43,16.71
2097,20.50,20.62,28.18,20.32,13.72,18.47,23.32,14.08,14.59,20.65,28.15,26.48,21.85,27.84,25.65,15.85,18.17,20.95,15.26,15.63,21.74,26.26,19.39,14.32,19.55,13.52,13.35,18.65,14.47,16.79
2098,20.54,20.87,28.03,20.34,13.69,18.60,23.17,14.16,14.65,20.73,27.96,26.63,21.73,27.76,25.49,15.93,18.46,21.09,15.24,15.96,22.10,26.10,19.62,14.41,19.60,13.42,13.37,19.09,14.43,16.89
2099,20.56,20.67,27.95,20.48,13.75,18.64,23.20,14.23,14.66,20.78,27.96,26.55,21.62,27.82,25.63,15.98,18.68,21.09,15.31,16.18,22.23,26.00,19.61,14.44,19.47,13.56,13.42,19.27,14.45,16.92
2100,20.78,20.68,28.17,20.51,14.23,18.81,23.34,14.89,14.83,21.09,28.02,26.66,21.79,27.98,25.82,16.14,18.84,21.01,15.45,16.15,22.31,26.08,19.84,14.81,19.82,14.12,14.04,19.37,15.05,17.10
