Variable:,tasmin
,Ecuador,Azuay,Bolivar,Canar,Carchi,Chimborazo,Cotopaxi,"El Oro",Esmeraldas,Galapagos,Imbabura,Loja,"Los Rios",Manabi,"Morona Santiago",Napo,Orellana,Pastaza,Sucumbios,Tungurahua,"Zamora Chinchipe","Zona No Delimitada",Guayas,Pichincha,"Santa Elena","Santo Domingo de los Tsachilas"
2025,16.00,14.22,17.99,12.82,12.92,8.85,13.07,15.97,19.36,20.84,14.87,15.78,20.05,20.38,11.69,10.84,18.67,17.00,16.91,9.98,12.14,19.61,19.77,12.89,20.62,18.40
2026,16.01,14.22,18.01,12.86,12.94,8.90,13.08,15.91,19.33,20.74,14.90,15.71,20.05,20.36,11.69,10.84,18.69,17.02,16.96,10.04,12.12,19.60,19.77,12.90,20.56,18.38
2027,15.87,14.07,17.91,12.71,12.79,8.73,12.96,15.83,19.31,20.86,14.74,15.64,20.01,20.37,11.51,10.67,18.52,16.85,16.77,9.85,11.95,19.58,19.73,12.77,20.65,18.38
2028,16.06,14.27,18.07,12.89,12.98,8.96,13.14,16.00,19.40,21.03,14.93,15.83,20.12,20.44,11.73,10.88,18.71,17.04,16.97,10.11,12.17,19.68,19.84,12.95,20.71,18.48
2029,16.11,14.35,18.15,12.98,13.01,9.00,13.19,16.07,19.46,21.03,14.95,15.90,20.21,20.52,11.80,10.91,18.76,17.07,17.02,10.12,12.26,19.74,19.94,12.99,20.81,18.53
2030,16.04,14.24,18.04,12.85,12.98,8.84,13.09,16.00,19.45,20.96,14.91,15.81,20.13,20.53,11.66,10.89,18.71,17.04,16.98,9.96,12.12,19.70,19.89,12.93,20.82,18.49
2031,16.11,14.35,18.15,12.98,13.02,9.01,13.19,16.08,19.47,20.95,14.96,15.88,20.20,20.49,11.80,10.94,18.78,17.11,17.04,10.14,12.23,19.73,19.94,12.99,20.82,18.51
2032,16.07,14.33,18.06,12.95,12.99,8.98,13.15,16.07,19.44,20.93,14.91,15.83,20.11,20.45,11.74,10.93,18.72,17.04,16.98,10.09,12.18,19.70,19.86,12.97,20.68,18.49
2033,16.23,14.49,18.25,13.14,13.15,9.14,13.32,16.19,19.64,21.20,15.14,16.01,20.31,20.65,11.90,11.02,18.88,17.21,17.13,10.24,12.31,19.91,20.05,13.14,20.87,18.68
2034,16.14,14.36,18.12,12.98,13.05,9.01,13.18,16.09,19.46,21.17,14.98,15.88,20.18,20.46,11.83,10.95,18.82,17.12,17.10,10.12,12.30,19.73,19.90,13.00,20.75,18.52
2035,16.16,14.38,18.14,13.01,13.08,9.02,13.20,16.11,19.47,21.05,15.00,15.90,20.19,20.58,11.85,11.02,18.86,17.18,17.11,10.13,12.27,19.75,19.99,13.02,20.92,18.53
2036,16.37,14.60,18.40,13.25,13.34,9.28,13.46,16.32,19.75,21.29,15.29,16.13,20.45,20.82,12.05,11.21,19.00,17.35,17.28,10.41,12.49,20.01,20.21,13.29,21.08,18.79
2037,16.25,14.42,18.23,13.05,13.20,9.11,13.32,16.11,19.64,21.09,15.17,15.93,20.29,20.59,11.91,11.06,18.92,17.28,17.19,10.25,12.38,19.84,19.97,13.16,20.80,18.64
2038,16.22,14.47,18.26,13.11,13.12,9.03,13.27,16.17,19.61,21.12,15.05,15.98,20.32,20.65,11.84,11.06,18.89,17.21,17.14,10.13,12.31,19.87,20.10,13.09,20.93,18.61
2039,16.26,14.50,18.23,13.12,13.18,9.13,13.30,16.23,19.58,21.20,15.09,16.05,20.28,20.59,11.98,11.13,18.94,17.28,17.21,10.24,12.42,19.83,20.04,13.13,20.88,18.60
2040,16.13,14.40,18.13,13.02,13.06,9.03,13.18,16.10,19.50,20.99,14.97,15.97,20.19,20.49,11.84,10.95,18.77,17.12,17.05,10.13,12.34,19.76,19.91,13.00,20.70,18.54
2041,16.24,14.48,18.22,13.11,13.15,9.14,13.27,16.20,19.58,21.25,15.07,15.98,20.25,20.70,11.92,11.08,18.91,17.26,17.17,10.26,12.36,19.82,20.11,13.09,21.07,18.58
2042,16.39,14.62,18.41,13.24,13.27,9.26,13.45,16.39,19.75,21.33,15.20,16.23,20.48,20.83,12.08,11.19,19.04,17.39,17.29,10.37,12.57,20.05,20.22,13.25,21.12,18.84
2043,16.29,14.49,18.26,13.13,13.22,9.12,13.33,16.18,19.70,21.32,15.18,16.02,20.33,20.71,11.97,11.09,18.96,17.30,17.21,10.23,12.39,19.94,20.11,13.17,20.99,18.71
2044,16.24,14.49,18.23,13.14,13.18,9.17,13.32,16.22,19.64,21.20,15.14,16.04,20.27,20.63,11.93,11.06,18.89,17.20,17.15,10.28,12.39,19.85,20.06,13.16,20.96,18.61
2045,16.35,14.62,18.34,13.26,13.26,9.29,13.43,16.33,19.69,21.28,15.22,16.12,20.38,20.71,12.07,11.16,19.02,17.34,17.27,10.39,12.49,19.96,20.14,13.25,20.98,18.74
2046,16.54,14.77,18.58,13.40,13.48,9.42,13.61,16.48,19.90,21.43,15.42,16.32,20.63,20.90,12.20,11.37,19.23,17.55,17.48,10.54,12.71,20.16,20.34,13.43,21.15,18.94
2047,16.30,14.53,18.30,13.14,13.23,9.19,13.35,16.27,19.63,21.22,15.14,16.10,20.33,20.68,11.99,11.16,18.97,17.30,17.25,10.34,12.47,19.88,20.11,13.16,21.00,18.66
2048,16.43,14.64,18.45,13.29,13.35,9.32,13.51,16.31,19.71,21.37,15.30,16.13,20.51,20.73,12.15,11.26,19.10,17.44,17.36,10.42,12.57,20.04,20.18,13.32,20.98,18.84
2049,16.51,14.72,18.53,13.38,13.39,9.42,13.54,16.42,19.84,21.48,15.31,16.29,20.58,20.87,12.24,11.32,19.19,17.50,17.45,10.52,12.69,20.09,20.30,13.34,21.15,18.87
2050,16.57,14.76,18.54,13.40,13.48,9.43,13.64,16.43,19.88,21.36,15.44,16.29,20.59,20.88,12.26,11.40,19.28,17.58,17.53,10.54,12.74,20.15,20.32,13.47,21.16,18.94
2051,16.45,14.69,18.46,13.33,13.42,9.35,13.55,16.40,19.84,21.34,15.34,16.19,20.53,20.83,12.15,11.31,19.08,17.41,17.37,10.45,12.56,20.10,20.25,13.37,21.09,18.90
2052,16.35,14.57,18.37,13.20,13.20,9.23,13.33,16.29,19.61,21.32,15.11,16.09,20.42,20.77,12.08,11.13,19.03,17.45,17.30,10.34,12.47,19.93,20.18,13.11,21.09,18.70
2053,16.42,14.63,18.40,13.29,13.33,9.32,13.43,16.30,19.72,21.28,15.27,16.18,20.44,20.71,12.15,11.23,19.12,17.47,17.38,10.42,12.59,19.97,20.16,13.25,20.96,18.73
2054,16.27,14.57,18.35,13.20,13.21,9.16,13.36,16.29,19.66,21.30,15.16,16.13,20.40,20.74,11.92,11.07,18.87,17.22,17.14,10.29,12.48,19.95,20.20,13.17,21.04,18.70
2055,16.32,14.56,18.28,13.20,13.18,9.22,13.32,16.30,19.61,21.31,15.10,16.10,20.32,20.68,12.00,11.10,19.04,17.35,17.29,10.32,12.42,19.88,20.12,13.13,21.01,18.64
2056,16.48,14.71,18.51,13.31,13.38,9.36,13.54,16.47,19.84,21.46,15.29,16.30,20.54,20.91,12.10,11.32,19.17,17.46,17.44,10.55,12.61,20.08,20.33,13.34,21.23,18.84
2057,16.39,14.64,18.40,13.24,13.35,9.23,13.44,16.39,19.77,21.42,15.30,16.21,20.48,20.83,12.02,11.20,19.06,17.36,17.32,10.33,12.54,20.05,20.21,13.27,21.06,18.83
2058,16.42,14.70,18.48,13.34,13.35,9.33,13.51,16.38,19.79,21.34,15.30,16.20,20.53,20.77,12.11,11.25,19.03,17.38,17.32,10.45,12.59,20.06,20.24,13.32,21.01,18.82
2059,16.36,14.63,18.39,13.22,13.26,9.24,13.42,16.38,19.72,21.53,15.21,16.28,20.46,20.78,12.04,11.13,18.98,17.33,17.25,10.35,12.57,20.00,20.21,13.23,21.10,18.78
2060,16.48,14.73,18.45,13.37,13.42,9.34,13.51,16.44,19.84,21.34,15.36,16.29,20.50,20.86,12.15,11.27,19.16,17.46,17.44,10.41,12.61,20.08,20.29,13.36,21.16,18.84
2061,16.43,14.62,18.44,13.26,13.37,9.29,13.49,16.35,19.76,21.39,15.30,16.18,20.49,20.85,12.06,11.26,19.10,17.42,17.37,10.43,12.58,20.03,20.26,13.31,21.15,18.81
2062,16.32,14.55,18.37,13.19,13.22,9.17,13.40,16.27,19.77,21.50,15.20,16.10,20.47,20.84,11.98,11.07,18.95,17.25,17.19,10.26,12.48,20.03,20.18,13.22,21.04,18.82
2063,16.36,14.62,18.30,13.22,13.30,9.24,13.37,16.36,19.71,21.47,15.23,16.20,20.34,20.60,12.06,11.15,19.00,17.33,17.30,10.36,12.55,19.93,20.10,13.21,20.93,18.69
2064,16.43,14.54,18.31,13.17,13.32,9.21,13.35,16.24,19.67,21.23,15.20,16.08,20.36,20.72,12.12,11.26,19.24,17.58,17.50,10.31,12.49,19.90,20.13,13.18,21.07,18.68
2065,16.29,14.51,18.27,13.13,13.17,9.16,13.30,16.25,19.58,21.31,15.09,16.12,20.31,20.62,12.00,11.09,18.98,17.34,17.23,10.28,12.50,19.84,20.07,13.10,20.95,18.62
2066,16.56,14.80,18.55,13.40,13.46,9.36,13.59,16.57,19.88,21.78,15.40,16.48,20.62,20.99,12.21,11.35,19.24,17.56,17.50,10.46,12.77,20.17,20.40,13.41,21.29,18.95
2067,16.54,14.76,18.42,13.32,13.45,9.38,13.55,16.53,19.82,21.34,15.36,16.34,20.45,20.83,12.25,11.41,19.27,17.60,17.53,10.50,12.75,20.02,20.25,13.40,21.16,18.80
2068,16.53,14.81,18.53,13.42,13.44,9.43,13.61,16.51,19.85,21.52,15.40,16.34,20.58,20.91,12.26,11.35,19.17,17.53,17.42,10.55,12.76,20.17,20.33,13.42,21.16,18.96
2069,16.55,14.79,18.57,13.44,13.46,9.42,13.60,16.50,19.88,21.52,15.40,16.33,20.63,20.94,12.25,11.36,19.22,17.56,17.48,10.52,12.71,20.17,20.41,13.41,21.32,18.94
2070,16.58,14.88,18.56,13.57,13.47,9.52,13.63,16.60,19.96,21.48,15.42,16.37,20.62,20.96,12.29,11.35,19.24,17.52,17.49,10.51,12.70,20.19,20.42,13.46,21.27,18.94
2071,16.50,14.77,18.51,13.37,13.43,9.40,13.58,16.49,19.79,21.41,15.35,16.27,20.57,20.81,12.21,11.32,19.14,17.48,17.43,10.49,12.70,20.10,20.26,13.39,21.05,18.91
2072,16.38,14.70,18.38,13.26,13.31,9.25,13.45,16.47,19.68,21.46,15.25,16.26,20.42,20.69,12.03,11.18,19.01,17.31,17.32,10.37,12.58,19.97,20.18,13.27,21.00,18.75
2073,16.56,14.82,18.55,13.42,13.46,9.42,13.59,16.55,19.85,21.48,15.38,16.34,20.60,20.90,12.24,11.40,19.25,17.57,17.51,10.54,12.71,20.14,20.37,13.40,21.23,18.91
2074,16.49,14.70,18.41,13.31,13.46,9.31,13.56,16.42,19.87,21.46,15.41,16.21,20.48,20.85,12.16,11.34,19.15,17.46,17.44,10.42,12.63,20.09,20.24,13.43,21.08,18.88
2075,16.42,14.68,18.47,13.38,13.31,9.34,13.40,16.30,19.75,21.18,15.23,16.15,20.50,20.79,12.19,11.20,19.10,17.43,17.36,10.40,12.62,20.01,20.28,13.21,21.09,18.74
2076,16.45,14.62,18.40,13.27,13.38,9.33,13.49,16.32,19.80,21.42,15.36,16.16,20.46,20.79,12.16,11.23,19.12,17.46,17.37,10.42,12.62,20.03,20.17,13.33,21.04,18.83
2077,16.56,14.81,18.56,13.44,13.47,9.49,13.61,16.52,19.92,21.41,15.45,16.39,20.60,21.01,12.30,11.35,19.22,17.59,17.46,10.61,12.72,20.16,20.42,13.43,21.37,18.92
2078,16.64,14.81,18.63,13.45,13.55,9.53,13.68,16.55,19.99,21.65,15.49,16.37,20.69,21.05,12.32,11.45,19.32,17.65,17.60,10.65,12.69,20.24,20.42,13.49,21.36,19.04
2079,16.55,14.82,18.53,13.44,13.43,9.40,13.57,16.54,19.91,21.43,15.35,16.32,20.61,21.02,12.23,11.33,19.22,17.54,17.48,10.44,12.75,20.18,20.39,13.39,21.30,18.95
2080,16.38,14.67,18.39,13.28,13.28,9.29,13.43,16.41,19.73,21.47,15.21,16.27,20.43,20.90,12.11,11.16,18.97,17.36,17.25,10.38,12.60,19.98,20.27,13.24,21.22,18.74
2081,16.49,14.81,18.51,13.39,13.35,9.38,13.53,16.57,19.82,21.58,15.28,16.43,20.57,20.92,12.19,11.26,19.12,17.45,17.38,10.47,12.76,20.12,20.33,13.32,21.18,18.89
2082,16.71,14.96,18.71,13.56,13.62,9.57,13.76,16.68,20.01,21.53,15.54,16.48,20.76,21.03,12.40,11.54,19.43,17.71,17.69,10.67,12.93,20.28,20.47,13.58,21.28,19.06
2083,16.47,14.71,18.48,13.34,13.38,9.33,13.51,16.42,19.81,21.47,15.30,16.24,20.54,20.87,12.14,11.26,19.13,17.47,17.41,10.44,12.62,20.10,20.29,13.31,21.13,18.87
2084,16.44,14.69,18.45,13.36,13.42,9.30,13.47,16.32,19.81,21.36,15.36,16.20,20.52,20.77,12.19,11.21,19.04,17.32,17.38,10.31,12.67,20.04,20.23,13.33,21.02,18.80
2085,16.42,14.69,18.38,13.33,13.26,9.26,13.40,16.40,19.72,21.45,15.21,16.21,20.43,20.81,12.14,11.20,19.10,17.45,17.33,10.31,12.58,20.02,20.28,13.22,21.17,18.76
2086,16.52,14.77,18.48,13.32,13.40,9.32,13.51,16.57,19.93,21.76,15.35,16.43,20.55,21.00,12.14,11.27,19.18,17.49,17.43,10.43,12.80,20.11,20.34,13.35,21.26,18.87
2087,16.39,14.58,18.35,13.19,13.32,9.30,13.44,16.31,19.74,21.27,15.25,16.13,20.40,20.74,12.10,11.27,19.07,17.37,17.33,10.44,12.55,19.96,20.10,13.26,20.96,18.76
2088,16.32,14.59,18.34,13.20,13.27,9.22,13.40,16.32,19.68,21.32,15.18,16.12,20.38,20.76,11.99,11.15,18.93,17.24,17.26,10.35,12.50,19.95,20.18,13.21,21.07,18.72
2089,16.22,14.42,18.14,13.05,13.09,9.05,13.19,16.12,19.60,21.27,15.02,16.05,20.20,20.64,11.92,10.99,18.90,17.23,17.17,10.12,12.46,19.78,19.99,13.03,20.88,18.54
2090,16.39,14.59,18.27,13.20,13.32,9.23,13.40,16.28,19.69,21.43,15.24,16.10,20.32,20.76,12.08,11.22,19.09,17.43,17.36,10.35,12.54,19.94,20.12,13.24,21.01,18.73
2091,16.57,14.85,18.63,13.45,13.45,9.47,13.64,16.57,19.93,21.43,15.41,16.36,20.68,20.98,12.25,11.36,19.23,17.54,17.48,10.60,12.74,20.21,20.41,13.44,21.24,18.99
2092,16.34,14.62,18.35,13.21,13.27,9.21,13.35,16.36,19.68,21.49,15.18,16.19,20.39,20.72,12.03,11.14,18.97,17.30,17.26,10.32,12.60,19.92,20.17,13.17,21.04,18.67
2093,16.37,14.51,18.37,13.18,13.31,9.22,13.40,16.21,19.69,21.46,15.24,16.00,20.41,20.78,12.03,11.19,19.08,17.40,17.33,10.35,12.42,19.92,20.18,13.23,21.11,18.70
2094,16.41,14.73,18.46,13.34,13.32,9.32,13.47,16.47,19.76,21.39,15.25,16.31,20.51,20.81,12.10,11.19,19.03,17.32,17.33,10.41,12.68,20.04,20.30,13.28,21.18,18.80
2095,16.37,14.63,18.42,13.24,13.28,9.24,13.41,16.36,19.76,21.43,15.19,16.19,20.48,20.87,12.01,11.11,19.01,17.30,17.29,10.36,12.58,20.01,20.24,13.21,21.12,18.77
2096,16.27,14.47,18.23,13.09,13.23,9.11,13.32,16.21,19.66,21.21,15.15,16.06,20.29,20.66,11.90,11.06,18.96,17.23,17.22,10.22,12.44,19.88,20.04,13.16,20.91,18.67
2097,16.35,14.58,18.40,13.18,13.30,9.15,13.38,16.33,19.71,21.60,15.23,16.18,20.45,20.83,11.98,11.17,18.99,17.31,17.29,10.28,12.54,19.94,20.26,13.22,21.20,18.69
2098,16.50,14.79,18.54,13.42,13.46,9.43,13.57,16.52,19.91,21.70,15.40,16.36,20.58,20.97,12.20,11.30,19.04,17.40,17.37,10.53,12.72,20.12,20.40,13.40,21.35,18.88
2099,16.43,14.63,18.28,13.23,13.44,9.28,13.45,16.36,19.81,21.34,15.40,16.16,20.31,20.80,12.14,11.26,19.10,17.39,17.40,10.39,12.61,19.95,20.17,13.35,21.14,18.72
2100,16.48,14.76,18.51,13.39,13.38,9.38,13.53,16.47,19.76,21.47,15.29,16.27,20.55,20.81,12.18,11.27,19.14,17.44,17.41,10.48,12.63,20.07,20.30,13.32,21.13,18.84
