Variable:,tasmin
,France,Alsace,Aquitaine,Auvergne,Basse-Normandie,Bourgogne,Bretagne,Centre,Champagne-Ardenne,Corse,Franche-Comte,Haute-Normandie,Ile-de-France,Languedoc-Rousillon,Limousin,Lorraine,Midi-Pyrenees,Nord-Pas-de-Calais,Pays-de-la-Loire,Picardie,Poitou-Charentes,Provence-Alpes-Cote-d'Azur,Rhone-Alpes,Cayenne,Saint-laurent-du-maroni,"Administrative unit not available","Administrative unit not available",Arrondissement_du_vent,Arrondissement_souse_le_vent,Fort-de-France,"La Trinite","Le Marin",Saint-Pierre
2055,8.18,6.16,9.69,6.72,8.67,7.39,10.23,8.11,7.86,13.16,7.17,8.22,8.31,9.30,8.26,7.11,8.06,8.51,9.69,8.75,9.88,11.65,7.38,22.70,22.70,25.05,24.34,21.97,22.82,25.32,25.18,24.71,25.55
2056,8.12,6.13,9.65,6.69,8.42,7.43,10.02,8.01,7.87,13.10,7.20,7.98,8.23,9.33,8.23,7.12,8.07,8.37,9.50,8.64,9.80,11.60,7.31,22.83,22.87,25.05,24.44,22.09,22.93,25.39,25.25,24.78,25.61
2057,8.35,6.27,9.92,6.97,8.74,7.68,10.13,8.26,8.10,13.30,7.27,8.37,8.54,9.40,8.50,7.28,8.31,8.69,9.73,8.99,10.02,11.72,7.48,22.62,22.63,25.07,24.41,22.02,22.87,25.44,25.30,24.82,25.67
2058,8.33,6.35,9.87,6.81,8.76,7.63,10.24,8.32,8.21,13.08,7.27,8.28,8.57,9.31,8.50,7.42,8.25,8.80,9.82,8.97,10.05,11.56,7.27,22.81,22.78,24.98,24.42,22.06,22.91,25.39,25.25,24.78,25.62
2059,8.41,6.32,10.03,7.00,8.84,7.67,10.45,8.36,8.09,13.28,7.34,8.34,8.54,9.53,8.57,7.29,8.42,8.69,9.94,8.97,10.20,11.87,7.45,22.83,22.83,25.10,24.50,22.10,22.95,25.46,25.32,24.84,25.69
2060,8.40,6.43,9.91,6.91,8.70,7.69,10.24,8.34,8.27,13.32,7.40,8.28,8.58,9.46,8.54,7.47,8.32,8.68,9.80,9.05,10.10,11.84,7.51,22.94,22.92,25.13,24.48,22.09,22.95,25.42,25.28,24.79,25.66
2061,8.53,6.44,10.06,7.09,8.93,7.79,10.42,8.48,8.32,13.40,7.46,8.55,8.75,9.62,8.61,7.47,8.48,8.85,10.00,9.17,10.24,11.92,7.66,22.74,22.74,25.05,24.42,21.99,22.85,25.41,25.27,24.78,25.64
2062,8.23,6.18,9.83,6.76,8.72,7.51,10.19,8.24,7.98,13.07,7.18,8.30,8.42,9.23,8.35,7.17,8.14,8.66,9.69,8.88,9.96,11.60,7.26,22.70,22.70,25.08,24.42,22.02,22.85,25.43,25.29,24.82,25.66
2063,8.44,6.41,9.92,6.93,8.80,7.82,10.27,8.43,8.26,13.29,7.51,8.45,8.72,9.46,8.47,7.44,8.28,8.89,9.88,9.14,10.11,11.82,7.55,22.68,22.68,25.02,24.27,21.95,22.79,25.41,25.27,24.78,25.64
2064,8.25,6.15,9.78,6.76,8.61,7.54,10.12,8.31,8.07,13.18,7.18,8.30,8.51,9.32,8.44,7.24,8.15,8.55,9.73,8.87,10.01,11.59,7.27,22.72,22.71,25.03,24.45,21.97,22.82,25.37,25.23,24.76,25.60
2065,8.32,6.34,9.82,6.81,8.73,7.64,10.16,8.26,8.20,13.15,7.32,8.36,8.56,9.37,8.38,7.40,8.23,8.71,9.75,9.01,9.93,11.73,7.37,22.74,22.69,25.06,24.37,21.95,22.83,25.41,25.27,24.80,25.64
2066,8.44,6.30,10.13,6.99,8.92,7.69,10.43,8.46,8.17,13.35,7.25,8.47,8.63,9.51,8.62,7.38,8.45,8.68,10.02,8.97,10.27,11.76,7.45,22.91,22.93,25.12,24.42,21.89,22.73,25.50,25.36,24.89,25.72
2067,8.75,6.81,10.30,7.17,9.26,8.06,10.70,8.76,8.66,13.36,7.72,8.85,9.08,9.57,8.83,7.83,8.55,9.26,10.32,9.54,10.49,11.90,7.65,22.84,22.87,25.10,24.52,22.00,22.85,25.49,25.35,24.88,25.71
2068,8.40,6.53,9.86,6.90,8.80,7.73,10.38,8.33,8.17,13.38,7.50,8.42,8.52,9.36,8.49,7.44,8.15,8.76,9.90,9.00,10.13,11.78,7.48,22.83,22.87,25.18,24.47,22.03,22.88,25.57,25.43,24.95,25.80
2069,8.68,6.69,10.13,7.19,9.09,8.03,10.50,8.70,8.60,13.53,7.70,8.66,8.96,9.57,8.80,7.75,8.48,9.03,10.13,9.35,10.43,11.93,7.66,22.84,22.81,25.12,24.40,22.04,22.89,25.47,25.33,24.85,25.70
2070,8.47,6.45,10.07,7.00,8.86,7.73,10.33,8.37,8.18,13.58,7.49,8.43,8.57,9.64,8.59,7.40,8.48,8.72,9.88,9.03,10.16,11.96,7.59,22.91,22.93,25.06,24.50,22.06,22.91,25.51,25.37,24.90,25.74
2071,8.24,6.21,9.79,6.70,8.69,7.47,10.05,8.21,8.01,13.03,7.32,8.28,8.45,9.27,8.34,7.34,8.17,8.69,9.69,8.89,9.97,11.52,7.26,22.83,22.82,25.06,24.44,22.04,22.88,25.43,25.29,24.81,25.66
2072,8.41,6.42,9.95,6.88,8.86,7.75,10.35,8.40,8.27,13.26,7.37,8.48,8.67,9.40,8.51,7.43,8.31,8.86,9.86,9.13,10.12,11.66,7.33,22.72,22.75,24.97,24.38,21.91,22.77,25.33,25.19,24.72,25.55
2073,8.28,6.33,9.76,6.73,8.75,7.56,10.26,8.20,8.11,13.22,7.36,8.31,8.48,9.24,8.30,7.35,8.13,8.69,9.81,8.96,9.94,11.61,7.33,22.88,22.91,25.10,24.51,22.07,22.91,25.49,25.35,24.86,25.73
2074,8.22,6.03,9.97,6.74,8.69,7.47,10.21,8.18,7.99,13.09,7.01,8.25,8.37,9.35,8.41,7.08,8.30,8.58,9.78,8.80,10.03,11.59,7.16,22.87,22.91,25.26,24.50,22.19,23.06,25.59,25.45,24.97,25.82
2075,8.52,6.54,10.02,7.08,8.96,7.87,10.44,8.49,8.28,13.45,7.57,8.49,8.68,9.56,8.65,7.51,8.42,8.79,9.99,9.07,10.23,11.91,7.63,22.76,22.69,24.99,24.54,22.04,22.89,25.45,25.31,24.84,25.68
2076,8.46,6.41,10.00,7.02,8.89,7.74,10.24,8.45,8.25,13.27,7.41,8.54,8.72,9.55,8.62,7.39,8.39,8.88,9.92,9.16,10.14,11.81,7.50,22.84,22.88,25.03,24.51,22.04,22.88,25.44,25.30,24.82,25.67
2077,8.36,6.33,10.02,6.84,8.75,7.60,10.25,8.34,8.12,13.37,7.34,8.29,8.55,9.42,8.52,7.33,8.34,8.70,9.85,8.97,10.18,11.72,7.38,22.90,22.89,25.06,24.39,22.07,22.90,25.45,25.31,24.84,25.68
2078,8.29,6.31,9.89,6.84,8.64,7.65,10.24,8.24,8.13,13.12,7.27,8.21,8.47,9.32,8.43,7.35,8.30,8.58,9.70,8.88,10.00,11.60,7.32,22.90,22.94,25.14,24.56,21.99,22.84,25.53,25.38,24.89,25.76
2079,8.57,6.40,10.22,6.99,9.09,7.76,10.62,8.60,8.30,13.37,7.43,8.68,8.85,9.48,8.72,7.39,8.43,9.04,10.20,9.31,10.47,11.90,7.58,22.95,22.92,25.06,24.49,22.10,22.92,25.40,25.26,24.79,25.63
2080,8.39,6.34,9.97,6.88,8.95,7.62,10.55,8.37,8.19,13.11,7.28,8.52,8.62,9.41,8.49,7.36,8.33,8.77,10.03,9.11,10.22,11.56,7.29,22.84,22.79,25.06,24.46,22.12,22.98,25.42,25.28,24.81,25.65
2081,8.32,6.22,10.01,6.73,8.83,7.44,10.33,8.31,8.00,13.22,7.20,8.39,8.47,9.35,8.48,7.18,8.37,8.75,9.91,8.95,10.18,11.60,7.30,22.78,22.74,25.26,24.41,22.02,22.86,25.60,25.46,24.99,25.82
2082,8.35,6.30,9.83,6.92,8.73,7.73,10.26,8.28,8.12,13.41,7.42,8.30,8.51,9.43,8.49,7.34,8.25,8.71,9.83,8.90,10.03,11.71,7.45,23.05,23.12,25.25,24.40,22.13,22.98,25.57,25.43,24.95,25.80
2083,8.28,6.20,9.91,6.74,8.80,7.51,10.37,8.21,8.05,13.12,7.24,8.37,8.47,9.30,8.40,7.20,8.20,8.68,9.87,8.92,10.13,11.55,7.25,22.85,22.86,25.05,24.37,22.13,22.97,25.41,25.27,24.80,25.64
2084,8.33,6.46,9.85,6.84,8.76,7.68,10.32,8.25,8.14,13.23,7.45,8.40,8.53,9.33,8.42,7.40,8.21,8.74,9.79,8.98,9.99,11.63,7.32,22.85,22.86,25.16,24.43,22.03,22.87,25.54,25.40,24.93,25.76
2085,8.35,6.37,9.95,6.86,8.80,7.56,10.39,8.27,8.09,13.43,7.36,8.38,8.47,9.40,8.50,7.29,8.30,8.63,9.89,8.93,10.11,11.74,7.40,22.77,22.71,25.05,24.41,22.01,22.86,25.40,25.26,24.79,25.62
2086,8.72,6.72,10.25,7.36,9.10,8.11,10.56,8.73,8.54,13.61,7.78,8.62,8.94,9.71,8.96,7.70,8.57,8.87,10.19,9.25,10.49,12.06,7.81,22.78,22.70,24.99,24.54,22.06,22.89,25.37,25.22,24.73,25.60
2087,8.23,6.18,9.78,6.72,8.74,7.56,10.24,8.24,7.96,13.05,7.17,8.29,8.48,9.19,8.31,7.15,8.05,8.63,9.77,8.88,9.99,11.57,7.26,22.89,22.91,25.04,24.46,22.17,23.01,25.41,25.27,24.80,25.64
2088,8.36,6.23,10.00,6.76,8.98,7.64,10.53,8.46,8.17,13.06,7.23,8.49,8.68,9.26,8.50,7.33,8.24,8.69,10.08,9.02,10.27,11.57,7.18,22.64,22.64,25.07,24.48,22.03,22.87,25.40,25.26,24.77,25.63
2089,8.31,6.28,9.84,6.86,8.71,7.62,10.34,8.22,7.98,13.40,7.33,8.23,8.38,9.46,8.42,7.18,8.27,8.56,9.81,8.83,10.03,11.84,7.51,22.56,22.43,24.99,24.28,21.92,22.77,25.33,25.19,24.72,25.56
2090,8.66,6.52,10.35,7.32,8.87,8.01,10.38,8.66,8.42,13.58,7.57,8.45,8.82,9.77,8.89,7.58,8.68,8.75,10.06,9.15,10.47,12.12,7.85,22.71,22.72,25.08,24.34,22.03,22.88,25.47,25.33,24.85,25.70
2091,8.34,6.20,10.00,6.85,8.77,7.56,10.34,8.29,8.03,13.25,7.31,8.39,8.56,9.50,8.39,7.19,8.39,8.70,9.85,8.99,10.08,11.76,7.40,22.86,23.01,25.19,24.41,22.00,22.84,25.52,25.38,24.91,25.74
2092,8.28,6.17,9.79,6.77,8.76,7.53,10.36,8.15,8.02,13.23,7.29,8.36,8.47,9.36,8.40,7.20,8.15,8.73,9.75,8.94,9.93,11.71,7.38,22.73,22.71,25.10,24.33,22.00,22.84,25.47,25.33,24.86,25.69
2093,8.56,6.42,10.11,7.11,8.90,7.87,10.38,8.50,8.35,13.53,7.57,8.51,8.73,9.61,8.64,7.52,8.48,8.95,10.02,9.17,10.28,11.94,7.65,22.64,22.63,25.18,24.40,21.98,22.83,25.49,25.35,24.88,25.72
2094,8.48,6.40,10.06,6.95,8.91,7.76,10.33,8.50,8.28,13.36,7.44,8.54,8.72,9.48,8.69,7.47,8.35,8.86,10.01,9.16,10.36,11.76,7.43,22.72,22.68,25.05,24.46,22.05,22.91,25.42,25.28,24.81,25.65
2095,8.14,6.13,9.68,6.59,8.56,7.50,10.13,8.10,7.99,13.20,7.20,8.16,8.39,9.15,8.22,7.13,8.07,8.46,9.63,8.77,9.85,11.49,7.17,22.66,22.64,25.14,24.45,22.13,22.98,25.46,25.32,24.84,25.69
2096,8.39,6.28,9.96,6.88,8.92,7.57,10.43,8.39,8.15,13.21,7.24,8.46,8.65,9.39,8.53,7.32,8.33,8.85,9.97,9.04,10.15,11.67,7.35,22.61,22.52,24.88,24.46,21.97,22.84,25.19,25.05,24.58,25.42
2097,8.45,6.35,10.09,6.94,8.98,7.78,10.44,8.50,8.33,13.15,7.38,8.54,8.81,9.38,8.56,7.40,8.36,8.89,10.02,9.22,10.27,11.58,7.34,22.70,22.72,25.13,24.43,22.06,22.93,25.49,25.35,24.87,25.72
2098,8.38,6.39,9.92,6.83,8.83,7.60,10.24,8.38,8.13,13.33,7.28,8.45,8.59,9.42,8.52,7.35,8.30,8.80,9.89,9.05,10.15,11.80,7.36,22.69,22.67,24.95,24.35,21.97,22.80,25.34,25.20,24.72,25.57
2099,8.56,6.55,10.09,7.11,8.95,7.92,10.39,8.56,8.39,13.29,7.59,8.55,8.80,9.51,8.69,7.54,8.44,8.91,10.01,9.21,10.26,11.88,7.68,22.82,22.76,24.99,24.37,22.04,22.90,25.38,25.24,24.77,25.61
2100,8.14,6.10,9.73,6.59,8.75,7.39,10.35,8.12,7.81,13.23,7.07,8.26,8.33,9.07,8.23,7.07,7.97,8.48,9.86,8.74,10.04,11.45,7.08,22.75,22.74,24.98,24.43,22.04,22.89,25.38,25.24,24.75,25.62
