Variable:,tasmin
,Ecuador,Azuay,Bolivar,Canar,Carchi,Chimborazo,Cotopaxi,"El Oro",Esmeraldas,Galapagos,Imbabura,Loja,"Los Rios",Manabi,"Morona Santiago",Napo,Orellana,Pastaza,Sucumbios,Tungurahua,"Zamora Chinchipe","Zona No Delimitada",Guayas,Pichincha,"Santa Elena","Santo Domingo de los Tsachilas"
2060,17.02,15.27,18.92,13.87,13.91,9.89,14.04,16.98,20.28,21.81,15.84,16.79,20.95,21.25,12.74,11.85,19.76,18.04,18.00,10.99,13.20,20.55,20.73,13.87,21.54,19.33
2061,16.86,15.01,18.74,13.64,13.76,9.76,13.85,16.70,20.14,21.65,15.69,16.51,20.78,21.10,12.61,11.67,19.63,17.95,17.87,10.87,13.00,20.35,20.50,13.69,21.36,19.15
2062,16.89,15.01,18.90,13.69,13.79,9.73,14.01,16.69,20.19,21.92,15.74,16.60,20.99,21.31,12.58,11.73,19.61,17.92,17.85,10.86,13.01,20.54,20.68,13.80,21.56,19.38
2063,17.05,15.22,18.96,13.81,14.00,9.88,14.09,16.93,20.31,21.93,15.91,16.76,21.00,21.28,12.74,11.90,19.77,18.08,18.04,11.01,13.21,20.56,20.69,13.92,21.49,19.37
2064,16.97,15.19,18.94,13.81,13.90,9.88,14.04,16.88,20.18,21.59,15.81,16.72,20.99,21.17,12.71,11.81,19.70,18.01,17.96,10.98,13.19,20.51,20.65,13.84,21.43,19.33
2065,17.09,15.35,19.01,13.95,13.99,10.02,14.07,17.05,20.30,21.97,15.87,16.85,21.02,21.39,12.90,11.93,19.80,18.14,18.06,11.11,13.39,20.54,20.81,13.88,21.68,19.31
2066,17.10,15.30,19.03,13.92,14.03,10.01,14.15,17.02,20.40,21.79,15.95,16.85,21.07,21.36,12.82,11.97,19.80,18.13,18.08,11.12,13.28,20.64,20.77,13.97,21.57,19.44
2067,17.03,15.27,19.01,13.93,13.87,10.00,14.08,16.92,20.24,21.89,15.81,16.72,21.02,21.29,12.84,11.89,19.76,18.09,17.99,11.09,13.16,20.53,20.77,13.87,21.59,19.32
2068,17.06,15.32,19.04,13.94,14.03,9.95,14.10,17.04,20.36,22.13,15.93,16.86,21.06,21.36,12.70,11.89,19.75,18.03,18.05,11.07,13.26,20.60,20.84,13.93,21.67,19.36
2069,17.02,15.24,19.07,13.89,13.86,9.91,14.05,16.93,20.22,21.75,15.78,16.74,21.12,21.28,12.74,11.80,19.79,18.07,18.00,10.97,13.13,20.53,20.75,13.83,21.51,19.33
2070,16.97,15.21,18.90,13.82,13.84,9.80,13.92,16.95,20.23,22.02,15.73,16.82,20.95,21.29,12.69,11.74,19.70,18.00,17.95,10.85,13.19,20.50,20.75,13.74,21.66,19.26
2071,17.03,15.28,19.01,13.87,13.91,9.83,14.03,17.06,20.31,22.10,15.82,16.89,21.05,21.34,12.68,11.84,19.74,18.05,18.00,10.95,13.22,20.58,20.87,13.85,21.76,19.32
2072,17.14,15.42,19.15,14.04,14.08,10.08,14.22,17.15,20.46,22.00,16.04,16.99,21.20,21.50,12.86,11.95,19.79,18.09,18.05,11.18,13.35,20.75,20.93,14.03,21.77,19.54
2073,17.31,15.49,19.29,14.19,14.22,10.27,14.36,17.15,20.62,22.32,16.15,17.03,21.34,21.67,13.05,12.15,19.97,18.35,18.22,11.37,13.47,20.90,21.07,14.16,21.93,19.70
2074,17.16,15.45,19.11,14.08,14.10,10.12,14.21,17.09,20.42,21.93,16.05,16.94,21.13,21.40,12.94,12.01,19.83,18.18,18.11,11.19,13.42,20.70,20.87,14.05,21.64,19.47
2075,17.08,15.28,19.02,13.91,13.96,9.94,14.15,17.01,20.39,22.04,15.87,16.81,21.09,21.50,12.80,11.91,19.79,18.07,18.06,11.03,13.26,20.68,20.88,13.95,21.86,19.50
2076,17.30,15.56,19.26,14.15,14.22,10.16,14.29,17.32,20.60,22.41,16.17,17.17,21.31,21.59,13.05,12.09,20.00,18.32,18.24,11.24,13.55,20.86,21.06,14.12,21.92,19.63
2077,17.41,15.58,19.34,14.23,14.33,10.29,14.43,17.23,20.69,22.19,16.27,17.06,21.37,21.66,13.15,12.24,20.15,18.48,18.39,11.40,13.54,20.93,21.10,14.26,21.89,19.71
2078,17.23,15.42,19.21,14.05,14.12,10.12,14.24,17.14,20.51,22.13,16.06,16.95,21.23,21.56,13.00,12.11,19.94,18.22,18.16,11.27,13.41,20.74,21.01,14.06,21.92,19.50
2079,17.21,15.46,19.19,14.05,14.13,10.07,14.26,17.20,20.50,22.03,16.07,17.02,21.21,21.47,12.95,12.06,19.92,18.24,18.16,11.19,13.43,20.72,20.99,14.10,21.86,19.49
2080,17.30,15.48,19.19,14.08,14.10,10.12,14.24,17.21,20.56,22.32,16.05,17.04,21.24,21.68,13.07,12.04,20.02,18.42,18.25,11.21,13.51,20.80,21.06,14.06,22.02,19.58
2081,17.35,15.57,19.26,14.14,14.21,10.16,14.34,17.33,20.56,22.13,16.13,17.13,21.31,21.56,13.04,12.19,20.14,18.46,18.36,11.27,13.55,20.85,21.05,14.16,21.87,19.63
2082,17.22,15.50,19.15,14.12,14.09,10.16,14.24,17.20,20.41,21.99,15.98,17.00,21.15,21.46,13.01,12.08,19.97,18.27,18.21,11.26,13.43,20.71,20.96,14.03,21.81,19.48
2083,17.36,15.63,19.37,14.26,14.26,10.24,14.41,17.36,20.66,22.34,16.22,17.24,21.41,21.73,13.06,12.18,20.04,18.37,18.30,11.32,13.55,20.93,21.20,14.24,22.07,19.70
2084,17.35,15.49,19.34,14.13,14.31,10.21,14.41,17.19,20.69,22.16,16.28,17.04,21.39,21.60,13.05,12.21,20.09,18.36,18.32,11.34,13.50,20.90,21.03,14.26,21.85,19.70
2085,17.27,15.54,19.21,14.12,14.24,10.07,14.27,17.28,20.60,22.13,16.19,17.14,21.27,21.60,12.91,12.06,19.97,18.28,18.25,11.15,13.55,20.86,21.05,14.13,21.88,19.61
2086,17.30,15.53,19.23,14.20,14.20,10.18,14.28,17.19,20.65,22.22,16.13,17.07,21.25,21.67,13.03,12.08,20.02,18.30,18.26,11.29,13.51,20.86,21.14,14.13,22.02,19.58
2087,17.33,15.56,19.32,14.16,14.24,10.23,14.39,17.30,20.55,22.00,16.16,17.12,21.36,21.58,13.05,12.17,20.09,18.39,18.33,11.37,13.51,20.87,21.04,14.19,21.83,19.67
2088,17.35,15.59,19.26,14.19,14.16,10.22,14.31,17.31,20.48,22.26,16.08,17.18,21.27,21.60,13.05,12.18,20.16,18.44,18.37,11.31,13.55,20.79,21.09,14.12,21.97,19.56
2089,17.45,15.58,19.30,14.19,14.36,10.22,14.40,17.29,20.72,22.29,16.27,17.17,21.35,21.68,13.14,12.26,20.26,18.57,18.48,11.36,13.59,20.97,21.11,14.24,21.96,19.76
2090,17.36,15.52,19.21,14.10,14.29,10.14,14.34,17.29,20.58,22.48,16.21,17.10,21.25,21.82,13.03,12.17,20.10,18.39,18.36,11.26,13.53,20.81,21.15,14.19,22.20,19.60
2091,17.57,15.78,19.49,14.39,14.44,10.46,14.57,17.47,20.78,22.32,16.33,17.25,21.51,21.82,13.32,12.41,20.33,18.66,18.57,11.59,13.74,21.08,21.27,14.37,22.11,19.87
2092,17.38,15.60,19.30,14.22,14.31,10.22,14.42,17.33,20.57,22.47,16.25,17.24,21.34,21.65,13.00,12.19,20.16,18.41,18.41,11.35,13.60,20.93,21.16,14.24,22.03,19.72
2093,17.51,15.74,19.48,14.41,14.37,10.40,14.56,17.43,20.80,22.50,16.29,17.22,21.54,21.92,13.22,12.37,20.18,18.52,18.45,11.47,13.65,21.12,21.32,14.36,22.18,19.91
2094,17.54,15.73,19.46,14.36,14.41,10.36,14.50,17.43,20.78,22.57,16.32,17.25,21.50,21.80,13.29,12.31,20.29,18.59,18.54,11.46,13.68,21.05,21.26,14.32,22.08,19.81
2095,17.56,15.74,19.44,14.39,14.44,10.45,14.59,17.40,20.78,22.47,16.38,17.29,21.48,21.80,13.33,12.37,20.29,18.62,18.52,11.56,13.76,21.11,21.23,14.39,22.05,19.92
2096,17.45,15.69,19.40,14.31,14.33,10.34,14.49,17.40,20.75,22.41,16.29,17.25,21.44,21.83,13.21,12.23,20.13,18.46,18.37,11.43,13.67,21.00,21.23,14.32,22.12,19.78
2097,17.42,15.59,19.26,14.19,14.40,10.22,14.41,17.34,20.76,22.16,16.33,17.22,21.29,21.70,13.08,12.25,20.20,18.44,18.48,11.33,13.60,20.88,21.10,14.31,21.98,19.64
2098,17.44,15.59,19.31,14.21,14.35,10.23,14.39,17.29,20.70,22.25,16.29,17.13,21.33,21.63,13.09,12.26,20.27,18.51,18.50,11.35,13.57,20.90,21.08,14.25,21.86,19.66
2099,17.46,15.62,19.39,14.25,14.39,10.28,14.48,17.33,20.76,22.50,16.35,17.17,21.44,21.75,13.15,12.27,20.16,18.44,18.43,11.40,13.69,20.99,21.22,14.33,22.15,19.78
2100,17.55,15.71,19.44,14.37,14.40,10.43,14.54,17.38,20.70,22.31,16.30,17.23,21.46,21.74,13.29,12.41,20.38,18.67,18.63,11.52,13.70,21.01,21.18,14.35,21.96,19.80
