Variable:,tas
,Namibia,Caprivi,Erongo,Hardap,Karas,Kavango,Khomas,Kunene,Ohangwena,Omaheke,Omusati,Oshana,Oshikoto,Otjozondjupa
2069,21.42,24.24,20.11,20.71,19.40,23.88,21.59,18.51,23.80,21.91,19.62,21.21,23.36,22.39
2070,21.23,24.06,20.03,20.53,19.30,23.80,21.32,18.39,23.60,21.63,19.25,20.81,23.13,22.11
2071,21.39,24.69,20.10,20.74,19.43,23.81,21.51,18.50,23.62,21.86,19.47,21.04,23.23,22.28
2072,21.07,23.88,19.97,20.42,19.27,23.38,21.16,18.26,23.34,21.51,19.25,20.83,22.96,21.95
2073,21.05,24.17,20.05,20.62,19.44,23.32,21.11,18.20,22.96,21.30,18.99,20.41,22.69,21.70
2074,21.32,24.06,20.13,20.75,19.47,23.66,21.59,18.42,23.36,21.73,19.37,20.89,23.08,22.23
2075,21.00,24.19,19.85,20.33,19.20,23.50,20.99,18.18,23.19,21.42,19.00,20.47,22.81,21.85
2076,21.20,24.24,20.12,20.62,19.48,23.50,21.28,18.43,23.21,21.58,19.36,20.82,22.79,21.98
2077,21.58,24.81,20.06,20.81,19.42,24.17,21.68,18.42,23.97,22.15,19.71,21.26,23.58,22.60
2078,21.29,24.21,20.23,20.66,19.49,23.67,21.44,18.48,23.28,21.72,19.24,20.78,23.01,22.23
2079,21.17,24.41,20.00,20.45,19.23,23.76,21.19,18.35,23.32,21.46,19.37,20.81,22.97,22.05
2080,21.29,24.30,19.99,20.56,19.36,23.83,21.35,18.31,24.01,21.58,19.54,21.21,23.38,22.22
2081,20.90,23.77,19.68,20.17,19.12,23.41,20.95,18.03,23.23,21.35,18.92,20.50,22.76,21.85
2082,20.89,24.10,19.83,20.25,19.21,23.44,20.88,18.19,23.04,21.03,19.05,20.52,22.57,21.67
2083,21.46,24.39,19.97,20.71,19.42,24.03,21.46,18.36,23.51,22.06,19.63,21.22,23.34,22.50
2084,21.21,24.53,19.96,20.44,19.23,23.81,21.37,18.27,23.47,21.62,19.32,20.88,23.13,22.22
2085,20.88,24.04,19.91,20.31,19.24,23.27,20.98,18.17,22.76,21.14,18.85,20.33,22.43,21.58
2086,21.34,24.09,20.03,20.53,19.31,23.84,21.40,18.38,23.45,21.99,19.42,21.09,23.27,22.49
2087,21.23,24.31,19.81,20.59,19.27,23.69,21.33,18.24,23.61,21.61,19.49,21.08,23.21,22.01
2088,21.10,24.18,19.84,20.51,19.23,23.12,21.17,18.19,23.49,21.57,19.38,20.91,22.85,21.95
2089,20.96,23.86,19.75,20.34,19.13,23.47,21.03,17.99,23.22,21.45,18.93,20.50,22.81,21.86
2090,21.27,24.26,20.12,20.71,19.49,23.59,21.41,18.33,23.39,21.64,19.33,20.84,22.99,22.10
2091,21.36,24.30,20.13,20.72,19.53,23.78,21.48,18.41,23.53,21.76,19.46,20.99,23.14,22.24
2092,21.01,23.95,19.90,20.42,19.20,23.38,21.24,18.12,23.17,21.50,19.06,20.57,22.71,21.79
2093,20.76,23.91,19.89,20.01,19.05,23.19,20.66,18.13,23.05,21.04,19.05,20.40,22.54,21.52
2094,21.29,24.45,19.99,20.67,19.39,23.69,21.46,18.34,23.79,21.54,19.48,20.99,23.24,22.13
2095,21.20,24.38,20.00,20.43,19.24,23.69,21.33,18.32,23.57,21.58,19.38,20.84,23.04,22.08
2096,21.02,23.80,20.13,20.67,19.32,23.16,21.48,18.29,22.93,21.32,18.96,20.47,22.62,21.79
2097,21.01,23.70,19.78,20.29,19.12,23.44,21.05,18.14,23.09,21.54,19.06,20.55,22.85,21.99
2098,21.04,23.83,19.84,20.45,19.22,23.52,21.26,18.12,23.40,21.24,19.21,20.73,23.00,21.89
2099,21.02,23.83,19.75,20.37,19.08,23.31,21.16,18.09,22.93,21.61,19.17,20.69,22.84,22.09
2100,21.47,23.95,20.11,20.80,19.36,23.72,21.77,18.44,23.85,21.99,19.82,21.39,23.46,22.40
