Variable:,tasmin
,Bulgaria,Blagoevgrad,Burgas,Dobrich,Gabrovo,Haskovo,Jambol,Kardzhali,Kustendil,Lovech,Montana,Pazardzhik,Pernik,Pleven,Plovdiv,Razgrad,Ruse,Shumen,Silistra,Sliven,Smoljan,Sofia,Sofia-city,"Stara Zagora",Targovishte,Varna,"Veliko Tarnovo",Vidin,Vratca
2030,7.39,9.03,9.33,9.27,6.56,9.36,8.59,9.99,6.37,5.92,6.10,6.49,6.49,6.45,6.34,6.94,6.55,7.85,7.83,8.30,9.14,5.45,5.27,6.95,6.95,8.58,6.45,6.66,6.10
2031,7.29,8.79,9.34,9.16,6.44,9.21,8.61,9.75,6.31,5.82,6.08,6.35,6.43,6.35,6.21,6.82,6.46,7.79,7.72,8.29,8.90,5.39,5.21,6.82,6.84,8.55,6.37,6.63,6.05
2032,7.25,8.69,9.28,9.18,6.36,9.10,8.55,9.64,6.26,5.80,5.84,6.25,6.38,6.40,6.10,6.81,6.45,7.76,7.72,8.24,8.82,5.26,5.10,6.72,6.83,8.50,6.34,6.32,5.88
2033,7.23,8.64,9.23,9.19,6.30,9.07,8.51,9.60,6.16,5.77,5.90,6.22,6.27,6.35,6.07,6.83,6.47,7.77,7.71,8.19,8.75,5.25,5.08,6.63,6.85,8.51,6.34,6.43,5.92
2034,7.35,8.95,9.25,9.18,6.53,9.35,8.65,9.95,6.44,5.94,6.20,6.45,6.56,6.51,6.30,6.86,6.53,7.79,7.72,8.34,9.07,5.46,5.27,6.90,6.88,8.50,6.46,6.75,6.19
2035,7.47,9.01,9.46,9.32,6.58,9.41,8.78,9.98,6.49,6.00,6.16,6.56,6.61,6.51,6.40,7.05,6.64,7.96,7.93,8.46,9.12,5.56,5.39,6.96,7.07,8.67,6.51,6.70,6.15
2036,7.38,9.01,9.37,9.25,6.47,9.30,8.66,9.88,6.47,5.89,6.16,6.45,6.60,6.44,6.27,6.89,6.54,7.87,7.85,8.34,9.05,5.49,5.33,6.82,6.91,8.63,6.44,6.74,6.13
2037,7.11,8.66,9.12,9.08,6.24,9.06,8.29,9.65,6.09,5.59,5.94,6.20,6.21,6.11,6.04,6.64,6.26,7.61,7.54,7.99,8.86,5.20,5.02,6.62,6.65,8.38,6.15,6.48,5.90
2038,7.22,8.76,9.00,9.20,6.22,8.92,8.23,9.50,6.33,5.76,6.12,6.25,6.45,6.32,6.05,6.81,6.43,7.75,7.77,7.93,8.74,5.37,5.20,6.51,6.82,8.49,6.27,6.65,6.10
2039,7.15,8.68,9.08,9.03,6.24,8.97,8.36,9.56,6.15,5.74,6.01,6.20,6.27,6.33,6.03,6.67,6.31,7.62,7.57,8.06,8.76,5.23,5.04,6.58,6.69,8.36,6.20,6.59,6.00
2040,7.41,8.95,9.38,9.37,6.46,9.23,8.66,9.79,6.51,5.92,6.26,6.47,6.63,6.44,6.29,6.83,6.45,7.87,7.87,8.35,9.00,5.55,5.38,6.85,6.85,8.66,6.36,6.90,6.21
2041,7.27,8.92,9.28,9.21,6.41,9.24,8.49,9.83,6.40,5.81,6.06,6.40,6.52,6.34,6.22,6.78,6.39,7.76,7.68,8.19,9.03,5.43,5.27,6.80,6.80,8.53,6.28,6.57,6.04
2042,7.23,8.80,9.22,9.10,6.33,9.11,8.48,9.69,6.32,5.76,6.02,6.29,6.45,6.32,6.11,6.73,6.38,7.68,7.62,8.16,8.85,5.34,5.18,6.69,6.75,8.43,6.28,6.64,6.00
2043,7.49,8.98,9.20,9.33,6.55,9.31,8.53,9.85,6.65,6.04,6.48,6.48,6.77,6.66,6.29,6.98,6.63,7.89,7.91,8.24,9.03,5.68,5.52,6.89,6.99,8.59,6.52,6.97,6.47
2044,7.25,8.71,9.27,9.17,6.35,9.12,8.54,9.68,6.29,5.75,6.10,6.19,6.41,6.37,6.04,6.73,6.36,7.76,7.70,8.23,8.75,5.32,5.15,6.74,6.75,8.55,6.26,6.64,6.09
2045,7.31,8.96,9.23,9.17,6.46,9.18,8.44,9.80,6.44,5.92,6.17,6.47,6.56,6.44,6.30,6.86,6.48,7.81,7.73,8.15,9.00,5.50,5.32,6.81,6.87,8.56,6.36,6.68,6.16
2046,7.73,9.11,9.69,9.65,6.86,9.62,8.95,10.22,6.68,6.27,6.50,6.72,6.80,6.86,6.59,7.32,6.97,8.24,8.20,8.64,9.31,5.77,5.59,7.20,7.33,8.96,6.85,7.03,6.50
2047,7.40,9.05,9.23,9.33,6.48,9.22,8.56,9.83,6.44,5.96,6.29,6.47,6.56,6.55,6.28,6.92,6.56,7.88,7.86,8.25,9.09,5.52,5.34,6.82,6.93,8.61,6.45,6.79,6.28
2048,7.69,9.32,9.61,9.53,6.82,9.59,8.98,10.15,6.81,6.27,6.54,6.77,6.93,6.84,6.59,7.22,6.86,8.17,8.11,8.66,9.31,5.86,5.70,7.19,7.24,8.89,6.77,7.13,6.52
2049,7.86,9.33,9.73,9.77,6.95,9.72,9.09,10.29,6.84,6.44,6.73,6.91,6.96,6.99,6.76,7.37,7.01,8.34,8.28,8.77,9.43,5.96,5.77,7.30,7.39,9.08,6.90,7.19,6.73
2050,7.49,9.00,9.42,9.19,6.74,9.46,8.83,10.01,6.64,6.16,6.33,6.66,6.76,6.69,6.53,6.97,6.67,7.85,7.74,8.52,9.13,5.71,5.54,7.12,6.99,8.52,6.64,6.86,6.33
2051,7.53,9.19,9.51,9.40,6.65,9.42,8.77,10.00,6.76,6.12,6.41,6.68,6.89,6.65,6.48,7.00,6.67,7.95,7.88,8.46,9.26,5.77,5.62,7.00,7.02,8.70,6.59,6.98,6.38
2052,7.80,9.42,9.79,9.72,6.87,9.72,8.98,10.29,6.88,6.38,6.78,6.96,7.01,6.87,6.78,7.29,6.92,8.30,8.21,8.67,9.56,5.89,5.65,7.21,7.31,9.08,6.80,7.47,6.71
2053,7.71,9.20,9.58,9.57,6.74,9.59,8.77,10.20,6.66,6.26,6.51,6.75,6.77,6.83,6.58,7.26,6.86,8.20,8.22,8.47,9.31,5.80,5.63,7.07,7.27,8.95,6.71,6.98,6.52
2054,7.73,9.31,9.74,9.67,6.81,9.62,8.99,10.20,6.85,6.27,6.47,6.84,6.97,6.77,6.67,7.26,6.87,8.24,8.20,8.67,9.35,5.89,5.73,7.17,7.28,9.01,6.74,6.98,6.46
2055,7.41,8.94,9.36,9.44,6.42,9.21,8.59,9.80,6.44,5.95,6.22,6.46,6.56,6.49,6.28,6.96,6.56,7.95,7.90,8.27,8.98,5.52,5.34,6.75,6.97,8.71,6.40,6.74,6.21
2056,7.68,9.22,9.63,9.47,6.83,9.55,8.83,10.13,6.82,6.36,6.67,6.80,6.94,6.93,6.64,7.14,6.83,8.05,7.98,8.53,9.26,5.89,5.70,7.17,7.16,8.79,6.76,7.13,6.67
2057,7.68,9.31,9.55,9.49,6.72,9.48,8.81,10.05,6.98,6.28,6.71,6.82,7.11,6.80,6.60,7.11,6.76,8.05,8.02,8.50,9.29,5.99,5.84,7.05,7.13,8.79,6.66,7.30,6.66
2058,7.80,9.28,9.78,9.64,6.97,9.71,9.16,10.28,6.87,6.38,6.60,6.89,6.99,6.92,6.75,7.30,6.93,8.27,8.18,8.85,9.43,5.93,5.75,7.37,7.32,9.00,6.85,7.08,6.60
2059,7.51,9.14,9.44,9.37,6.58,9.36,8.75,9.96,6.64,6.11,6.32,6.62,6.76,6.66,6.43,7.00,6.65,7.96,7.94,8.43,9.16,5.67,5.51,6.92,7.02,8.71,6.54,6.83,6.32
2060,7.62,9.25,9.53,9.52,6.72,9.52,8.80,10.15,6.78,6.27,6.53,6.78,6.90,6.81,6.60,7.07,6.74,8.03,7.96,8.49,9.31,5.82,5.64,7.05,7.09,8.77,6.65,7.03,6.53
2061,7.96,9.63,9.98,9.90,7.01,9.86,9.22,10.49,7.04,6.51,6.71,7.10,7.15,7.04,6.89,7.46,7.09,8.45,8.39,8.89,9.73,6.10,5.95,7.35,7.48,9.22,6.98,7.23,6.71
2062,7.81,9.43,9.79,9.69,6.90,9.70,9.01,10.29,6.98,6.41,6.62,6.90,7.10,7.01,6.70,7.31,6.98,8.27,8.20,8.70,9.53,5.95,5.79,7.24,7.33,9.02,6.89,7.19,6.62
2063,7.60,9.32,9.44,9.53,6.61,9.32,8.58,9.92,6.77,6.24,6.51,6.78,6.89,6.71,6.57,6.98,6.67,7.98,8.00,8.28,9.11,5.85,5.68,6.91,6.99,8.77,6.57,7.04,6.49
2064,7.80,9.28,9.66,9.63,6.92,9.60,8.95,10.21,6.77,6.41,6.63,6.86,6.89,6.98,6.71,7.32,6.97,8.23,8.24,8.66,9.41,5.85,5.64,7.27,7.33,8.94,6.87,7.18,6.63
2065,7.41,8.91,9.39,9.28,6.45,9.25,8.64,9.83,6.48,6.00,6.29,6.46,6.60,6.58,6.29,6.89,6.53,7.85,7.81,8.32,9.05,5.51,5.31,6.79,6.91,8.59,6.42,6.82,6.29
2066,7.70,9.41,9.66,9.50,6.85,9.63,9.00,10.22,6.97,6.31,6.61,6.88,7.09,6.84,6.69,7.14,6.82,8.10,8.01,8.68,9.44,5.99,5.85,7.23,7.16,8.83,6.76,7.16,6.59
2067,7.58,9.16,9.55,9.49,6.60,9.40,8.89,9.97,6.68,6.09,6.36,6.59,6.80,6.68,6.40,7.08,6.72,8.07,8.06,8.56,9.17,5.68,5.52,6.95,7.10,8.82,6.60,6.97,6.34
2068,7.99,9.45,10.05,9.99,7.15,9.95,9.33,10.55,6.93,6.44,6.55,7.04,7.05,6.96,6.90,7.64,7.25,8.59,8.52,9.01,9.69,5.99,5.83,7.53,7.66,9.33,7.13,7.10,6.55
2069,8.10,9.64,10.02,10.03,7.10,9.86,9.24,10.44,7.14,6.67,6.86,7.15,7.25,7.26,6.95,7.70,7.33,8.65,8.61,8.92,9.68,6.22,6.07,7.39,7.71,9.39,7.17,7.40,6.87
2070,7.68,9.20,9.67,9.57,6.75,9.56,9.00,10.12,6.78,6.23,6.48,6.76,6.90,6.76,6.60,7.15,6.80,8.13,8.10,8.68,9.29,5.79,5.61,7.11,7.17,8.89,6.71,7.13,6.44
2071,7.72,9.14,9.66,9.57,6.80,9.59,8.93,10.18,6.61,6.25,6.45,6.71,6.72,6.82,6.57,7.28,6.91,8.19,8.20,8.62,9.28,5.72,5.53,7.14,7.30,8.91,6.79,6.92,6.47
2072,7.73,9.22,9.61,9.68,6.86,9.47,8.86,10.04,6.71,6.32,6.44,6.80,6.82,6.88,6.64,7.27,6.90,8.21,8.20,8.58,9.35,5.81,5.64,7.21,7.28,8.95,6.79,6.92,6.47
2073,7.59,9.07,9.54,9.50,6.72,9.46,8.85,10.04,6.55,6.14,6.30,6.64,6.66,6.70,6.49,7.15,6.78,8.09,8.04,8.55,9.20,5.65,5.48,7.08,7.17,8.81,6.67,6.83,6.30
2074,7.75,9.13,9.68,9.70,6.81,9.53,8.94,10.07,6.70,6.29,6.55,6.72,6.81,6.90,6.56,7.27,6.92,8.23,8.23,8.63,9.27,5.80,5.62,7.15,7.29,8.98,6.81,7.02,6.56
2075,8.11,9.57,10.04,10.05,7.12,9.84,9.26,10.40,7.09,6.61,6.89,7.06,7.21,7.26,6.86,7.71,7.35,8.63,8.60,8.94,9.71,6.12,5.94,7.43,7.72,9.35,7.20,7.45,6.90
2076,7.78,9.26,9.69,9.72,6.88,9.55,8.94,10.09,6.73,6.34,6.66,6.78,6.84,6.93,6.62,7.26,6.94,8.25,8.22,8.64,9.28,5.88,5.70,7.22,7.28,9.01,6.85,7.09,6.66
2077,7.91,9.43,9.76,9.73,7.05,9.75,9.17,10.31,6.84,6.47,6.66,7.00,6.95,7.00,6.84,7.50,7.15,8.39,8.39,8.87,9.51,5.99,5.82,7.40,7.52,9.07,7.04,7.22,6.64
2078,7.78,9.21,9.81,9.76,6.88,9.64,9.03,10.19,6.72,6.24,6.57,6.76,6.83,6.80,6.62,7.34,6.94,8.34,8.28,8.72,9.34,5.81,5.63,7.26,7.36,9.11,6.81,7.00,6.57
2079,7.71,9.25,9.49,9.51,6.87,9.60,8.93,10.21,6.86,6.30,6.57,6.78,6.98,6.88,6.62,7.24,6.91,8.11,8.07,8.64,9.32,5.88,5.72,7.23,7.26,8.78,6.82,7.13,6.56
2080,7.76,9.24,9.67,9.54,6.87,9.75,9.10,10.36,6.75,6.30,6.46,6.80,6.87,6.89,6.64,7.35,7.00,8.23,8.21,8.77,9.50,5.81,5.65,7.21,7.37,8.90,6.89,7.01,6.47
2081,7.60,9.01,9.54,9.43,6.77,9.56,8.88,10.16,6.62,6.21,6.43,6.67,6.74,6.78,6.55,7.11,6.78,8.04,7.95,8.57,9.28,5.69,5.50,7.13,7.13,8.76,6.70,6.92,6.44
2082,7.51,9.03,9.40,9.41,6.57,9.34,8.66,9.94,6.65,6.08,6.33,6.57,6.77,6.65,6.38,7.02,6.66,7.98,7.97,8.35,9.10,5.69,5.55,6.90,7.03,8.73,6.55,6.96,6.31
2083,7.43,9.07,9.41,9.39,6.47,9.37,8.57,9.98,6.60,6.03,6.31,6.57,6.72,6.57,6.36,6.89,6.54,7.89,7.83,8.26,9.16,5.63,5.47,6.80,6.91,8.68,6.43,6.83,6.29
2084,7.74,9.32,9.69,9.63,6.84,9.66,9.05,10.23,6.85,6.28,6.53,6.81,6.97,6.83,6.64,7.29,6.91,8.23,8.17,8.73,9.35,5.90,5.75,7.21,7.31,8.95,6.79,7.08,6.52
2085,7.97,9.63,9.83,9.95,7.08,9.85,9.19,10.41,7.09,6.50,6.69,7.14,7.20,6.97,6.94,7.54,7.10,8.49,8.46,8.89,9.66,6.17,6.03,7.46,7.55,9.22,6.96,7.24,6.67
2086,8.06,9.55,9.92,9.82,7.16,9.82,9.20,10.38,7.15,6.69,6.95,7.11,7.27,7.29,6.93,7.59,7.25,8.46,8.46,8.90,9.59,6.21,6.03,7.48,7.60,9.15,7.14,7.49,6.95
2087,7.78,9.24,9.76,9.71,6.86,9.63,9.05,10.18,6.74,6.35,6.51,6.84,6.86,6.90,6.68,7.39,6.95,8.33,8.28,8.74,9.44,5.81,5.62,7.22,7.40,9.05,6.79,6.98,6.53
2088,7.67,9.27,9.63,9.57,6.71,9.46,8.82,10.03,6.75,6.31,6.43,6.82,6.86,6.83,6.62,7.22,6.87,8.16,8.11,8.50,9.26,5.84,5.68,7.00,7.23,8.90,6.74,6.88,6.45
2089,7.66,9.10,9.63,9.61,6.79,9.55,9.02,10.09,6.56,6.10,6.31,6.63,6.69,6.65,6.51,7.31,6.85,8.26,8.22,8.71,9.24,5.61,5.42,7.21,7.33,8.98,6.69,6.88,6.30
2090,8.02,9.45,9.94,9.82,7.18,9.89,9.24,10.48,6.97,6.61,6.83,7.05,7.09,7.18,6.93,7.59,7.20,8.45,8.43,8.94,9.59,6.04,5.83,7.55,7.60,9.13,7.09,7.43,6.82
2091,7.69,9.16,9.69,9.60,6.78,9.58,8.97,10.18,6.72,6.20,6.41,6.69,6.84,6.77,6.54,7.26,6.86,8.21,8.15,8.66,9.26,5.77,5.62,7.16,7.28,8.95,6.73,7.03,6.40
2092,7.79,9.23,9.67,9.64,6.88,9.57,8.98,10.15,6.83,6.37,6.65,6.83,6.95,6.93,6.67,7.36,6.99,8.28,8.24,8.68,9.31,5.91,5.73,7.22,7.37,8.98,6.87,7.14,6.64
2093,7.93,9.39,9.74,9.64,7.06,9.72,9.12,10.32,7.06,6.63,6.84,7.07,7.17,7.21,6.89,7.37,7.12,8.28,8.26,8.82,9.57,6.16,6.00,7.36,7.39,8.98,7.06,7.36,6.84
2094,7.63,9.18,9.55,9.51,6.78,9.51,8.89,10.11,6.59,6.24,6.41,6.75,6.71,6.77,6.60,7.11,6.78,8.10,8.04,8.59,9.32,5.70,5.50,7.14,7.13,8.85,6.71,6.96,6.41
2095,7.78,9.34,9.78,9.73,6.81,9.62,9.00,10.21,6.74,6.32,6.57,6.84,6.85,6.89,6.65,7.27,6.92,8.30,8.27,8.68,9.45,5.87,5.70,7.14,7.29,9.10,6.81,7.04,6.58
2096,7.57,9.07,9.45,9.38,6.65,9.35,8.77,9.89,6.69,6.14,6.42,6.58,6.81,6.72,6.41,7.14,6.77,8.04,8.04,8.47,9.03,5.71,5.54,6.99,7.15,8.73,6.64,6.94,6.41
2097,7.52,8.93,9.55,9.35,6.61,9.38,8.86,9.84,6.59,6.07,6.30,6.49,6.71,6.66,6.34,7.10,6.73,8.02,7.94,8.53,8.93,5.63,5.47,6.96,7.12,8.74,6.60,6.80,6.31
2098,8.10,9.45,10.04,9.92,7.26,10.00,9.40,10.55,7.23,6.69,6.97,7.18,7.34,7.20,7.06,7.62,7.25,8.55,8.48,9.09,9.64,6.30,6.14,7.63,7.64,9.27,7.15,7.51,6.95
2099,7.64,9.25,9.59,9.63,6.69,9.50,8.81,10.09,6.83,6.16,6.44,6.71,6.95,6.73,6.50,7.17,6.84,8.16,8.07,8.50,9.30,5.84,5.72,7.01,7.19,8.93,6.73,7.06,6.41
2100,7.61,9.23,9.67,9.62,6.73,9.65,8.85,10.26,6.61,6.16,6.48,6.71,6.73,6.72,6.54,7.05,6.67,8.13,8.02,8.54,9.40,5.70,5.52,7.13,7.07,8.96,6.59,6.94,6.47
