Variable:,tas
,Iran,Kermanshah,Bushehr,"Chaharmahal-o bakhtiyar","East Azarbayejan",Esfahan,Fars,Gilan,Hamedan,Khorasan,Hormozgan,Ilam,Kerman,Khuzestan,"Kohgiluyeh va boyerahma",Kordestan,"Administrative unit not available",Lorestan,Markazi,Mazandaran,Semnan,"Sistan-o baluchestan",Tehran,"West Azarbayejan",Yazd,Zanjan,Ardebil,Golestan,Ghazvin,Ghom
2049,19.61,19.76,27.27,19.47,12.52,17.72,22.46,13.10,13.54,19.81,27.27,25.61,20.95,26.89,24.79,14.77,17.32,20.06,14.23,14.91,21.09,25.32,18.55,13.22,18.77,12.27,12.28,17.89,13.35,15.84
2050,19.58,19.47,27.14,19.35,12.32,17.60,22.42,12.93,13.40,19.86,27.23,25.41,21.02,26.70,24.64,14.54,17.31,19.83,14.17,14.85,20.97,25.38,18.39,13.01,18.75,12.13,12.05,17.90,13.22,15.85
2051,19.44,19.62,27.16,19.25,12.31,17.43,22.33,13.03,13.43,19.56,27.28,25.36,20.71,26.73,24.64,14.72,17.34,19.89,14.05,14.86,20.89,25.26,18.32,13.03,18.46,12.18,12.15,17.94,13.26,15.68
2052,19.68,19.95,27.49,19.57,12.84,17.65,22.54,13.36,13.77,19.78,27.35,25.81,20.90,27.13,24.95,15.10,17.60,20.36,14.42,15.08,21.11,25.36,18.63,13.53,18.66,12.61,12.55,18.14,13.56,15.91
2053,19.47,19.58,27.08,19.32,12.29,17.46,22.30,13.00,13.52,19.61,27.22,25.43,20.89,26.73,24.62,14.68,17.16,19.95,14.11,14.79,20.91,25.36,18.35,12.93,18.52,12.22,12.13,17.68,13.25,15.64
2054,19.60,19.68,27.39,19.45,12.48,17.67,22.43,13.14,13.62,19.79,27.22,25.58,20.89,26.93,24.76,14.82,17.49,20.09,14.31,15.01,21.07,25.26,18.50,13.23,18.69,12.34,12.25,17.97,13.40,15.92
2055,19.64,19.63,27.37,19.42,12.52,17.71,22.45,13.15,13.57,19.86,27.25,25.59,20.92,26.93,24.77,14.78,17.48,20.03,14.26,14.97,21.12,25.34,18.58,13.21,18.78,12.41,12.28,18.03,13.43,15.96
2056,19.69,19.77,27.34,19.49,12.61,17.72,22.45,13.24,13.68,19.95,27.31,25.62,21.00,27.00,24.85,14.88,17.49,20.10,14.34,14.94,21.18,25.34,18.52,13.21,18.78,12.45,12.48,18.01,13.46,15.92
2057,19.83,19.91,27.41,19.65,12.82,17.87,22.54,13.49,13.84,20.07,27.39,25.80,21.06,27.06,24.92,15.04,17.65,20.29,14.56,15.17,21.30,25.53,18.76,13.44,18.84,12.66,12.56,18.22,13.73,16.21
2058,19.61,19.79,27.26,19.56,12.54,17.64,22.47,13.12,13.59,19.80,27.28,25.67,20.95,26.97,24.81,14.87,17.36,20.14,14.32,14.84,21.00,25.30,18.45,13.26,18.63,12.35,12.27,17.91,13.45,15.86
2059,19.70,19.59,27.39,19.53,12.48,17.72,22.64,13.12,13.59,19.94,27.43,25.53,21.11,26.92,24.87,14.75,17.38,20.03,14.21,14.94,21.08,25.50,18.52,13.03,18.87,12.40,12.22,17.94,13.43,15.86
2060,19.57,19.67,27.18,19.32,12.62,17.56,22.31,13.18,13.50,19.78,27.18,25.50,20.83,26.80,24.62,14.81,17.40,19.99,14.20,14.98,21.10,25.33,18.50,13.29,18.57,12.42,12.29,18.01,13.39,15.86
2061,19.56,19.72,27.37,19.60,12.37,17.69,22.55,13.06,13.69,19.65,27.29,25.65,20.89,27.01,24.88,14.72,17.35,20.21,14.33,14.87,20.93,25.25,18.47,13.10,18.70,12.28,12.20,17.84,13.40,15.90
2062,19.72,19.89,27.37,19.56,12.77,17.72,22.57,13.32,13.70,19.82,27.40,25.72,21.05,26.94,24.88,14.95,17.54,20.19,14.37,15.09,21.11,25.52,18.57,13.44,18.77,12.51,12.51,18.07,13.52,15.97
2063,19.77,20.06,27.43,19.75,12.98,17.89,22.60,13.47,13.84,19.91,27.34,25.91,21.01,27.09,25.01,15.18,17.50,20.37,14.52,15.28,21.25,25.38,18.78,13.61,18.87,12.70,12.69,18.09,13.65,16.10
2064,19.50,19.49,27.09,19.41,12.41,17.52,22.27,13.13,13.35,19.67,27.09,25.51,20.78,26.85,24.80,14.53,17.46,19.91,14.12,15.00,20.97,25.21,18.45,13.11,18.55,12.17,12.29,18.05,13.31,15.78
2065,19.68,19.71,27.35,19.51,12.44,17.74,22.62,13.10,13.56,19.83,27.45,25.63,21.15,26.94,24.87,14.67,17.34,20.09,14.25,15.01,21.11,25.51,18.54,13.07,18.86,12.30,12.18,18.02,13.41,15.89
2066,19.86,19.79,27.42,19.67,12.62,17.94,22.66,13.46,13.76,20.06,27.51,25.74,21.22,27.13,24.99,14.88,17.65,20.28,14.48,15.29,21.38,25.56,18.89,13.19,19.04,12.64,12.50,18.17,13.73,16.20
2067,19.50,19.62,27.25,19.23,12.51,17.48,22.33,13.23,13.50,19.65,27.16,25.45,20.77,26.79,24.64,14.73,17.46,19.90,14.10,14.99,20.96,25.19,18.43,13.19,18.54,12.32,12.34,18.04,13.43,15.64
2068,19.86,19.86,27.52,19.87,12.85,18.01,22.68,13.53,14.06,20.02,27.37,25.82,21.05,27.27,25.10,15.08,17.69,20.45,14.74,15.31,21.40,25.38,18.88,13.43,18.99,12.76,12.61,18.27,13.83,16.34
2069,19.70,19.89,27.29,19.42,12.75,17.65,22.38,13.28,13.63,19.99,27.28,25.67,21.02,26.93,24.74,15.02,17.47,20.09,14.22,14.93,21.13,25.42,18.46,13.45,18.84,12.59,12.36,17.97,13.49,15.75
2070,19.77,19.77,27.30,19.66,12.75,17.91,22.55,13.29,13.76,19.98,27.34,25.68,21.06,27.05,24.90,14.89,17.58,20.25,14.51,15.07,21.26,25.43,18.67,13.32,18.89,12.50,12.49,18.06,13.58,16.16
2071,19.63,19.61,27.29,19.56,12.58,17.76,22.56,13.09,13.56,19.72,27.35,25.44,21.07,26.88,24.83,14.74,17.35,20.02,14.29,14.86,21.05,25.43,18.44,13.18,18.84,12.36,12.27,17.80,13.35,15.95
2072,19.62,19.98,27.26,19.55,12.87,17.59,22.43,13.37,13.77,19.72,27.23,25.80,20.84,27.01,24.88,15.07,17.56,20.29,14.31,14.97,20.98,25.25,18.53,13.52,18.58,12.60,12.64,17.93,13.51,15.85
2073,19.60,19.73,27.33,19.55,12.52,17.64,22.50,13.21,13.61,19.77,27.31,25.54,20.81,26.91,24.79,14.82,17.63,20.17,14.23,15.04,21.08,25.19,18.43,13.25,18.60,12.32,12.40,18.17,13.36,15.79
2074,19.71,19.73,27.42,19.60,12.62,17.77,22.61,13.37,13.59,19.83,27.37,25.64,21.05,27.07,24.97,14.84,17.60,20.17,14.32,15.10,21.19,25.38,18.59,13.17,18.80,12.50,12.47,18.15,13.50,15.90
2075,19.50,19.66,27.25,19.25,12.46,17.48,22.36,13.09,13.58,19.63,27.25,25.67,20.82,26.85,24.58,14.74,17.30,19.95,14.18,14.85,20.92,25.28,18.43,13.17,18.54,12.36,12.21,17.79,13.37,15.76
2076,19.61,19.72,27.33,19.50,12.59,17.73,22.41,13.30,13.72,19.71,27.28,25.58,20.87,26.88,24.76,14.82,17.51,20.17,14.47,15.00,21.06,25.35,18.65,13.23,18.67,12.51,12.37,17.94,13.60,16.10
2077,19.68,19.83,27.29,19.57,12.74,17.74,22.38,13.32,13.72,19.93,27.10,25.73,20.81,27.02,24.82,14.92,17.56,20.25,14.37,15.12,21.20,25.30,18.70,13.32,18.77,12.56,12.45,18.14,13.53,15.97
2078,19.70,19.94,27.37,19.63,12.59,17.74,22.49,13.15,13.65,19.87,27.30,25.82,20.97,27.08,24.93,14.93,17.47,20.29,14.32,14.96,21.17,25.49,18.55,13.28,18.74,12.38,12.37,18.10,13.42,15.94
2079,19.74,19.68,27.34,19.45,12.51,17.75,22.52,13.26,13.54,20.01,27.41,25.37,21.16,26.72,24.77,14.77,17.47,20.00,14.23,15.03,21.18,25.55,18.60,13.20,18.89,12.39,12.33,18.02,13.44,15.91
2080,19.74,19.82,27.34,19.49,12.67,17.80,22.53,13.38,13.69,19.92,27.41,25.74,21.09,26.99,24.82,14.90,17.57,20.17,14.40,15.13,21.17,25.44,18.74,13.34,18.93,12.51,12.50,18.11,13.63,16.03
2081,19.89,19.96,27.45,19.73,12.76,18.04,22.73,13.34,13.80,20.18,27.49,25.77,21.25,27.11,24.97,14.96,17.51,20.36,14.58,15.15,21.37,25.49,18.72,13.41,19.15,12.53,12.45,18.17,13.63,16.21
2082,19.69,19.75,27.31,19.62,12.62,17.79,22.43,13.32,13.62,19.88,27.36,25.73,20.85,27.02,24.84,14.88,17.65,20.15,14.35,15.22,21.33,25.42,18.73,13.31,18.69,12.43,12.39,18.22,13.52,16.01
2083,19.74,19.86,27.34,19.64,12.67,17.80,22.63,13.31,13.64,19.86,27.37,25.82,21.14,27.06,24.94,14.91,17.59,20.30,14.31,14.95,21.05,25.47,18.43,13.33,18.95,12.48,12.53,17.99,13.45,15.94
2084,19.69,19.76,27.26,19.53,12.60,17.74,22.44,13.23,13.54,19.85,27.31,25.54,20.99,26.88,24.78,14.77,17.54,20.06,14.28,15.10,21.20,25.48,18.65,13.24,18.80,12.35,12.36,18.18,13.43,15.97
2085,19.66,19.70,27.31,19.30,12.83,17.57,22.40,13.37,13.63,19.87,27.23,25.63,20.99,26.89,24.64,14.83,17.61,20.04,14.25,15.02,21.03,25.36,18.58,13.41,18.72,12.55,12.57,18.04,13.57,15.84
2086,19.72,19.75,27.35,19.46,12.64,17.74,22.51,13.34,13.70,19.89,27.48,25.61,21.06,26.89,24.77,14.80,17.56,20.11,14.33,15.09,21.14,25.52,18.58,13.16,18.78,12.49,12.53,18.09,13.53,15.92
2087,19.74,19.84,27.35,19.65,12.61,17.76,22.56,13.25,13.65,19.95,27.26,25.70,21.08,27.09,24.92,14.96,17.53,20.20,14.34,15.07,21.19,25.38,18.62,13.36,19.01,12.45,12.41,18.13,13.50,15.83
2088,19.61,19.66,27.23,19.45,12.60,17.64,22.40,13.31,13.60,19.74,27.33,25.50,20.88,26.85,24.72,14.73,17.58,20.12,14.32,15.07,21.07,25.33,18.55,13.18,18.73,12.39,12.50,18.02,13.44,15.85
2089,19.51,19.68,27.32,19.54,12.35,17.59,22.46,13.01,13.55,19.59,27.23,25.51,20.89,26.89,24.82,14.73,17.35,20.12,14.24,14.77,20.84,25.26,18.29,13.00,18.65,12.27,12.10,17.73,13.27,15.74
2090,19.70,19.71,27.31,19.52,12.55,17.73,22.51,13.20,13.57,19.93,27.33,25.61,21.09,26.90,24.72,14.71,17.44,20.08,14.27,15.01,21.11,25.48,18.47,13.20,18.89,12.36,12.33,17.82,13.41,15.79
2091,19.58,19.69,27.28,19.31,12.62,17.53,22.38,13.10,13.48,19.81,27.22,25.60,20.89,26.80,24.67,14.73,17.47,19.92,14.15,14.98,20.98,25.31,18.47,13.28,18.64,12.33,12.34,18.06,13.39,15.73
2092,19.36,19.48,27.15,19.06,12.50,17.34,22.24,13.02,13.27,19.52,27.17,25.38,20.70,26.57,24.48,14.54,17.20,19.71,13.94,14.72,20.82,25.07,18.24,13.06,18.47,12.19,12.20,17.66,13.19,15.55
2093,19.68,19.84,27.26,19.50,12.74,17.65,22.53,13.42,13.75,19.80,27.33,25.67,21.02,26.93,24.78,14.99,17.48,20.18,14.36,14.98,20.98,25.45,18.54,13.34,18.78,12.63,12.58,17.86,13.60,15.91
2094,19.69,19.61,27.25,19.47,12.31,17.68,22.53,13.23,13.55,19.98,27.29,25.53,21.07,26.85,24.76,14.69,17.53,20.00,14.21,15.07,21.15,25.46,18.61,13.00,18.80,12.23,12.24,18.04,13.45,15.84
2095,19.54,19.71,27.20,19.35,12.50,17.57,22.33,13.16,13.59,19.70,27.18,25.60,20.86,26.84,24.71,14.82,17.45,20.07,14.15,14.77,20.95,25.21,18.31,13.20,18.73,12.29,12.38,17.83,13.32,15.71
2096,19.55,19.65,27.28,19.32,12.49,17.54,22.40,13.14,13.49,19.69,27.26,25.57,20.94,26.87,24.69,14.73,17.29,20.01,14.13,14.91,20.94,25.27,18.52,13.20,18.72,12.32,12.30,17.85,13.38,15.77
2097,19.49,19.41,27.25,19.32,12.27,17.56,22.34,13.03,13.39,19.64,27.22,25.38,20.88,26.77,24.67,14.52,17.36,19.87,14.11,14.85,20.91,25.33,18.39,12.94,18.59,12.15,12.12,17.79,13.26,15.78
2098,19.64,19.77,27.15,19.36,12.48,17.62,22.38,13.27,13.63,19.86,27.25,25.60,20.97,26.85,24.64,14.76,17.48,20.03,14.29,14.89,21.03,25.47,18.54,13.13,18.73,12.37,12.39,17.90,13.51,15.92
2099,19.51,19.78,27.19,19.37,12.39,17.53,22.28,12.97,13.66,19.67,27.13,25.58,20.76,26.83,24.65,14.82,17.32,20.13,14.22,14.77,20.91,25.32,18.33,13.19,18.51,12.26,12.19,17.79,13.23,15.76
2100,19.45,19.74,27.32,19.30,12.54,17.45,22.29,13.05,13.45,19.61,27.12,25.56,20.72,26.83,24.71,14.77,17.23,19.98,14.09,14.74,20.88,25.17,18.33,13.22,18.45,12.29,12.21,17.76,13.25,15.70
