Variable:,tasmin
,Macedonia,Berovo,Bitola,Brod,Debar,Delcevo,"Demir Hisar",Gevgelija,Gostivar,Kavadarci,Kicevo,Kocani,Kratovo,"Kriva Palanka",Krusevo,Kumanovo,Negotino,Ohrid,Prilep,Probistip,Radovic,Resen,Skopje,Stip,Struga,Strumica,"Sveti Nikole",Tetovo,Valandovo,Veles,Vinica
2080,7.60,8.39,7.47,7.22,10.18,8.31,7.59,8.34,9.97,7.75,9.29,8.28,8.05,8.21,7.22,6.48,8.33,10.24,7.22,8.29,8.34,8.84,6.90,8.31,10.18,8.34,7.56,7.64,8.34,7.24,8.34
2081,7.64,8.39,7.55,7.29,10.24,8.32,7.66,8.34,10.03,7.78,9.35,8.31,8.10,8.27,7.29,6.47,8.33,10.29,7.29,8.31,8.34,8.91,6.94,8.31,10.24,8.34,7.60,7.68,8.34,7.31,8.34
2082,7.92,8.70,7.85,7.60,10.60,8.62,7.98,8.65,10.39,8.09,9.70,8.60,8.37,8.54,7.60,6.74,8.64,10.66,7.60,8.61,8.65,9.24,7.23,8.62,10.60,8.65,7.91,7.98,8.65,7.62,8.65
2083,7.67,8.43,7.53,7.28,10.21,8.36,7.65,8.38,10.00,7.80,9.33,8.34,8.12,8.28,7.28,6.51,8.37,10.26,7.28,8.34,8.38,8.89,6.95,8.35,10.21,8.38,7.61,7.68,8.38,7.30,8.38
2084,8.03,8.68,7.77,7.54,10.49,8.66,7.91,8.63,10.28,8.05,9.60,8.68,8.58,8.74,7.54,6.96,8.62,10.54,7.54,8.67,8.63,9.12,7.28,8.60,10.49,8.63,7.87,8.03,8.63,7.56,8.63
2085,7.79,8.58,7.64,7.39,10.42,8.50,7.77,8.53,10.20,7.93,9.51,8.48,8.25,8.41,7.39,6.65,8.52,10.48,7.39,8.48,8.53,9.04,7.07,8.50,10.42,8.53,7.73,7.83,8.53,7.41,8.53
2086,7.97,8.77,7.92,7.64,10.57,8.68,8.01,8.72,10.36,8.15,9.69,8.65,8.40,8.56,7.64,6.79,8.71,10.63,7.64,8.66,8.72,9.29,7.28,8.69,10.57,8.72,7.96,8.01,8.72,7.66,8.72
2087,7.78,8.57,7.66,7.37,10.56,8.48,7.77,8.51,10.33,7.91,9.60,8.46,8.23,8.39,7.37,6.61,8.50,10.61,7.37,8.46,8.51,9.12,7.04,8.48,10.56,8.51,7.71,7.87,8.51,7.39,8.51
2088,7.88,8.56,7.74,7.40,10.43,8.52,7.78,8.50,10.21,7.92,9.52,8.54,8.42,8.60,7.40,6.67,8.49,10.49,7.40,8.54,8.50,9.17,7.08,8.47,10.43,8.50,7.73,7.84,8.50,7.42,8.50
2089,7.94,8.69,7.79,7.54,10.39,8.62,7.90,8.64,10.19,8.06,9.53,8.60,8.39,8.55,7.54,6.85,8.63,10.45,7.54,8.60,8.64,9.13,7.24,8.61,10.39,8.64,7.87,7.95,8.64,7.56,8.64
2090,7.82,8.60,7.69,7.41,10.45,8.52,7.79,8.55,10.23,7.95,9.53,8.49,8.26,8.42,7.41,6.72,8.54,10.50,7.41,8.50,8.55,9.09,7.11,8.52,10.45,8.55,7.76,7.87,8.55,7.43,8.55
2091,7.86,8.63,7.77,7.50,10.41,8.55,7.87,8.58,10.20,8.01,9.53,8.53,8.29,8.46,7.50,6.66,8.57,10.47,7.50,8.53,8.58,9.12,7.14,8.55,10.41,8.58,7.82,7.86,8.58,7.52,8.58
2092,7.94,8.68,7.86,7.59,10.47,8.61,7.95,8.63,10.27,8.08,9.60,8.59,8.38,8.53,7.59,6.88,8.62,10.53,7.59,8.59,8.63,9.21,7.29,8.60,10.47,8.63,7.90,7.99,8.63,7.61,8.63
2093,7.89,8.66,7.79,7.52,10.43,8.58,7.89,8.61,10.22,8.03,9.55,8.56,8.34,8.50,7.52,6.74,8.60,10.48,7.52,8.57,8.61,9.14,7.19,8.58,10.43,8.61,7.85,7.94,8.61,7.54,8.61
2094,8.09,8.75,7.90,7.65,10.58,8.69,8.02,8.69,10.37,8.14,9.70,8.69,8.55,8.70,7.65,7.03,8.68,10.63,7.65,8.69,8.69,9.25,7.38,8.66,10.58,8.69,7.97,8.12,8.69,7.67,8.69
2095,7.83,8.61,7.72,7.47,10.40,8.53,7.84,8.56,10.19,7.98,9.52,8.51,8.28,8.44,7.47,6.67,8.55,10.45,7.47,8.51,8.56,9.06,7.13,8.53,10.40,8.56,7.80,7.85,8.56,7.49,8.56
2096,7.94,8.72,7.77,7.50,10.52,8.65,7.88,8.67,10.31,8.05,9.61,8.64,8.43,8.60,7.50,6.80,8.66,10.57,7.50,8.64,8.67,9.17,7.20,8.64,10.52,8.67,7.86,7.94,8.67,7.52,8.67
2097,8.23,9.01,8.13,7.86,10.80,8.93,8.23,8.96,10.59,8.38,9.91,8.91,8.68,8.84,7.86,7.10,8.95,10.84,7.86,8.91,8.96,9.48,7.53,8.93,10.80,8.96,8.19,8.26,8.96,7.88,8.96
2098,8.05,8.73,7.95,7.68,10.67,8.68,8.06,8.68,10.46,8.15,9.77,8.67,8.51,8.66,7.68,7.04,8.67,10.73,7.68,8.67,8.68,9.34,7.40,8.65,10.67,8.68,7.98,8.15,8.68,7.70,8.68
2099,8.23,8.99,8.07,7.84,10.60,8.93,8.19,8.94,10.40,8.36,9.77,8.92,8.72,8.89,7.84,7.05,8.93,10.67,7.84,8.92,8.94,9.36,7.50,8.91,10.60,8.94,8.17,8.16,8.94,7.86,8.94
2100,7.92,8.63,7.69,7.45,10.43,8.59,7.82,8.58,10.22,7.98,9.53,8.59,8.45,8.61,7.45,6.84,8.57,10.48,7.45,8.59,8.58,9.05,7.18,8.55,10.43,8.58,7.80,7.95,8.58,7.47,8.58
