Variable:,tas
,Peru,Amazonas,Ancash,Apurímac,Arequipa,Ayacucho,Cajamarca,Callao,Cusco,Huancavelica,Huánuco,Ica,Junín,"La Libertad",Lambayeque,Lima,Loreto,"Madre de Dios",Moquegua,Pasco,Piura,Puno,"San Martín",Tacna,Tumbes,Ucayali
2025,20.38,18.86,17.63,8.25,16.09,13.00,19.47,10.85,11.63,12.25,13.88,18.88,12.83,18.00,21.94,17.55,26.70,21.68,16.63,14.80,22.88,8.29,18.82,17.87,23.67,25.09
2026,20.40,18.87,17.69,8.28,16.22,13.08,19.47,10.87,11.62,12.33,13.94,19.03,12.85,18.06,21.87,17.70,26.74,21.67,16.82,14.85,22.75,8.26,18.86,18.02,23.52,25.10
2027,20.30,18.82,17.53,8.13,16.02,12.89,19.37,10.76,11.50,12.16,13.80,18.91,12.72,17.91,21.92,17.50,26.67,21.58,16.53,14.72,22.86,8.14,18.77,17.72,23.64,25.02
2028,20.42,18.92,17.65,8.28,16.16,13.03,19.50,10.94,11.68,12.25,13.92,18.98,12.82,18.02,21.99,17.60,26.76,21.66,16.71,14.83,22.90,8.36,18.85,17.92,23.67,25.08
2029,20.49,18.96,17.81,8.28,16.28,13.09,19.58,10.99,11.69,12.36,13.99,19.07,12.89,18.14,22.08,17.76,26.83,21.79,16.84,14.89,22.95,8.37,18.92,18.01,23.73,25.17
2030,20.45,18.96,17.78,8.23,16.19,13.05,19.60,10.92,11.63,12.29,13.97,19.03,12.80,18.13,22.09,17.68,26.80,21.71,16.74,14.81,22.96,8.34,18.93,17.95,23.70,25.13
2031,20.59,18.97,17.84,8.47,16.30,13.20,19.60,11.01,11.80,12.44,14.10,19.06,12.98,18.19,22.04,17.79,26.96,21.91,16.85,14.99,23.00,8.42,19.07,18.05,23.80,25.28
2032,20.50,19.01,17.73,8.37,16.24,13.14,19.55,10.98,11.75,12.38,14.01,19.04,12.97,18.07,21.94,17.72,26.81,21.81,16.80,14.95,22.87,8.40,18.96,17.95,23.61,25.27
2033,20.58,19.08,17.94,8.42,16.42,13.29,19.70,10.96,11.75,12.50,14.12,19.25,13.03,18.24,22.15,17.89,26.91,21.81,16.91,15.01,23.09,8.38,19.05,18.11,23.89,25.23
2034,20.59,19.10,17.85,8.43,16.37,13.22,19.68,11.04,11.81,12.45,14.07,19.12,12.97,18.19,22.14,17.82,26.96,21.84,16.86,14.96,23.00,8.47,19.04,18.07,23.76,25.29
2035,20.48,18.95,17.76,8.34,16.24,13.13,19.60,10.95,11.70,12.37,13.99,19.02,12.89,18.17,22.09,17.71,26.81,21.74,16.80,14.91,22.97,8.36,18.95,18.00,23.80,25.19
2036,20.72,19.22,18.05,8.57,16.46,13.34,19.84,11.23,11.95,12.60,14.25,19.22,13.14,18.38,22.25,18.00,27.08,21.94,17.00,15.16,23.21,8.63,19.20,18.13,24.02,25.37
2037,20.70,19.17,17.94,8.65,16.46,13.35,19.74,11.20,11.99,12.61,14.23,19.15,13.18,18.30,22.17,17.88,27.05,21.90,16.99,15.16,23.04,8.64,19.16,18.12,23.79,25.36
2038,20.69,19.21,17.97,8.53,16.49,13.31,19.80,11.11,11.92,12.58,14.21,19.32,13.06,18.35,22.23,17.95,27.05,21.94,17.03,15.11,23.18,8.55,19.13,18.17,23.92,25.34
2039,20.65,19.13,17.91,8.56,16.45,13.32,19.76,11.25,11.96,12.59,14.16,19.16,13.06,18.27,22.22,17.85,26.92,21.93,17.04,15.04,23.14,8.67,19.13,18.22,23.89,25.35
2040,20.57,19.13,17.86,8.39,16.23,13.13,19.71,11.01,11.77,12.42,14.08,19.09,12.99,18.18,22.06,17.74,26.94,21.83,16.77,14.97,22.97,8.44,19.05,17.94,23.83,25.24
2041,20.65,19.14,17.94,8.54,16.41,13.30,19.75,11.16,11.89,12.54,14.14,19.24,13.08,18.27,22.20,17.92,26.96,21.92,16.96,15.06,23.23,8.56,19.09,18.17,24.06,25.32
2042,20.79,19.24,18.14,8.66,16.57,13.44,19.90,11.30,12.01,12.68,14.27,19.38,13.16,18.50,22.40,18.06,27.13,22.06,17.11,15.15,23.29,8.72,19.19,18.29,24.09,25.44
2043,20.82,19.27,18.01,8.84,16.57,13.49,19.83,11.37,12.13,12.72,14.34,19.30,13.30,18.36,22.16,17.97,27.12,22.07,17.11,15.27,23.08,8.82,19.23,18.29,23.86,25.51
2044,20.65,19.13,17.99,8.44,16.33,13.20,19.79,11.19,11.87,12.50,14.17,19.21,13.07,18.32,22.24,17.91,27.01,21.92,16.94,15.07,23.11,8.57,19.04,18.14,23.86,25.35
2045,20.75,19.26,18.00,8.63,16.48,13.36,19.83,11.30,11.98,12.60,14.25,19.26,13.12,18.37,22.26,17.95,27.08,22.00,17.06,15.14,23.22,8.69,19.21,18.22,24.03,25.45
2046,21.03,19.44,18.19,8.90,16.80,13.68,20.00,11.46,12.26,12.93,14.47,19.53,13.41,18.56,22.39,18.16,27.38,22.31,17.35,15.38,23.29,8.90,19.41,18.46,24.09,25.76
2047,20.75,19.23,17.95,8.58,16.55,13.35,19.78,11.28,11.93,12.56,14.18,19.33,13.09,18.31,22.23,17.91,27.14,22.03,17.10,15.11,23.17,8.65,19.16,18.24,23.97,25.42
2048,20.88,19.37,18.14,8.68,16.59,13.48,19.91,11.32,12.00,12.73,14.36,19.46,13.20,18.51,22.35,18.10,27.28,22.18,17.15,15.21,23.24,8.68,19.37,18.36,23.96,25.58
2049,21.03,19.54,18.24,8.88,16.68,13.61,20.09,11.49,12.24,12.87,14.48,19.48,13.41,18.60,22.51,18.19,27.40,22.27,17.28,15.38,23.43,8.91,19.48,18.45,24.23,25.76
2050,21.04,19.48,18.26,8.89,16.79,13.66,20.10,11.55,12.29,12.92,14.59,19.69,13.51,18.67,22.47,18.24,27.36,22.32,17.30,15.51,23.36,8.94,19.49,18.51,24.16,25.79
2051,20.93,19.40,18.14,8.88,16.68,13.61,19.97,11.48,12.24,12.83,14.41,19.44,13.35,18.49,22.40,18.13,27.22,22.22,17.28,15.34,23.30,8.88,19.37,18.49,24.02,25.70
2052,20.80,19.35,18.06,8.75,16.65,13.49,19.90,11.40,12.11,12.68,14.28,19.44,13.22,18.41,22.30,18.06,27.14,22.02,17.17,15.16,23.20,8.78,19.24,18.39,23.95,25.43
2053,20.85,19.28,18.09,8.74,16.62,13.48,19.85,11.36,12.10,12.70,14.36,19.41,13.24,18.43,22.31,18.01,27.15,22.18,17.22,15.26,23.22,8.78,19.28,18.38,24.04,25.60
2054,20.70,19.21,18.02,8.61,16.48,13.38,19.89,11.31,11.98,12.63,14.16,19.32,13.11,18.42,22.36,17.98,27.00,21.96,17.08,15.09,23.27,8.76,19.04,18.24,24.09,25.37
2055,20.75,19.21,17.96,8.61,16.47,13.35,19.78,11.29,11.95,12.57,14.28,19.27,13.11,18.30,22.23,17.90,27.13,21.99,17.00,15.16,23.17,8.67,19.23,18.15,23.94,25.43
2056,20.92,19.38,18.18,8.82,16.70,13.55,19.95,11.44,12.17,12.78,14.36,19.47,13.32,18.56,22.49,18.11,27.27,22.20,17.24,15.27,23.40,8.86,19.34,18.37,24.17,25.54
2057,20.85,19.33,18.12,8.74,16.62,13.49,19.94,11.43,12.07,12.68,14.39,19.40,13.21,18.51,22.46,18.04,27.17,22.11,17.24,15.24,23.38,8.78,19.34,18.42,24.10,25.53
2058,20.92,19.38,18.11,8.81,16.65,13.50,19.90,11.49,12.20,12.72,14.41,19.33,13.34,18.48,22.32,18.09,27.26,22.23,17.22,15.34,23.22,8.89,19.35,18.35,23.90,25.65
2059,20.95,19.33,18.22,8.84,16.64,13.51,20.02,11.49,12.20,12.79,14.48,19.44,13.32,18.59,22.49,18.13,27.26,22.28,17.25,15.38,23.45,8.89,19.35,18.40,24.12,25.74
2060,21.03,19.49,18.24,9.03,16.78,13.70,20.11,11.54,12.25,12.92,14.50,19.50,13.48,18.61,22.42,18.20,27.34,22.26,17.28,15.43,23.38,8.94,19.51,18.40,24.16,25.75
2061,20.93,19.38,18.27,8.90,16.71,13.60,20.02,11.46,12.24,12.85,14.50,19.50,13.41,18.60,22.52,18.16,27.24,22.18,17.28,15.41,23.32,8.92,19.36,18.46,24.07,25.59
2062,20.96,19.45,18.32,8.87,16.90,13.69,20.06,11.41,12.10,12.83,14.42,19.72,13.28,18.66,22.65,18.28,27.32,22.20,17.41,15.28,23.49,8.76,19.39,18.61,24.23,25.68
2063,20.81,19.18,18.05,8.61,16.48,13.38,19.82,11.20,11.97,12.61,14.26,19.36,13.14,18.46,22.45,18.02,27.24,22.06,17.03,15.15,23.34,8.59,19.23,18.24,24.12,25.51
2064,20.96,19.28,18.15,8.70,16.69,13.47,19.86,11.43,12.20,12.71,14.43,19.45,13.28,18.47,22.28,18.07,27.39,22.28,17.25,15.31,23.21,8.82,19.35,18.47,23.98,25.71
2065,20.82,19.30,18.01,8.71,16.55,13.43,19.91,11.36,12.08,12.68,14.27,19.33,13.26,18.42,22.42,17.97,27.18,22.04,17.08,15.20,23.28,8.70,19.31,18.31,23.95,25.49
2066,21.05,19.49,18.43,9.04,16.90,13.78,20.18,11.63,12.34,13.02,14.57,19.74,13.47,18.78,22.77,18.41,27.35,22.30,17.41,15.44,23.61,9.03,19.49,18.56,24.31,25.67
2067,21.06,19.38,18.25,8.97,16.81,13.67,19.94,11.54,12.33,12.91,14.53,19.53,13.43,18.55,22.42,18.18,27.45,22.33,17.34,15.45,23.29,9.01,19.44,18.54,24.01,25.78
2068,20.91,19.36,18.17,8.82,16.66,13.56,19.97,11.35,12.15,12.81,14.37,19.38,13.31,18.52,22.46,18.10,27.25,22.17,17.21,15.28,23.38,8.80,19.32,18.40,24.18,25.63
2069,20.98,19.44,18.30,8.87,16.65,13.58,20.09,11.48,12.18,12.86,14.46,19.46,13.38,18.68,22.52,18.27,27.32,22.19,17.24,15.36,23.50,8.86,19.41,18.42,24.27,25.72
2070,21.03,19.59,18.39,8.88,16.82,13.66,20.17,11.50,12.23,12.91,14.54,19.67,13.41,18.73,22.65,18.29,27.39,22.31,17.37,15.41,23.51,8.90,19.47,18.55,24.35,25.67
2071,20.96,19.41,18.22,8.90,16.73,13.61,19.99,11.42,12.25,12.85,14.45,19.51,13.37,18.58,22.43,18.18,27.27,22.26,17.30,15.36,23.34,8.90,19.36,18.46,24.11,25.68
2072,20.92,19.34,18.19,8.72,16.61,13.46,19.98,11.44,12.14,12.72,14.42,19.46,13.28,18.55,22.44,18.12,27.29,22.25,17.19,15.31,23.32,8.83,19.30,18.39,24.09,25.63
2073,21.02,19.44,18.26,8.92,16.84,13.69,20.02,11.59,12.27,12.93,14.47,19.66,13.49,18.61,22.50,18.27,27.34,22.34,17.40,15.42,23.40,8.94,19.50,18.64,24.14,25.74
2074,20.93,19.35,18.08,8.85,16.70,13.55,19.91,11.54,12.24,12.79,14.40,19.54,13.26,18.44,22.38,18.09,27.23,22.31,17.23,15.26,23.35,8.94,19.37,18.45,24.18,25.68
2075,20.87,19.35,18.13,8.79,16.63,13.53,19.94,11.36,12.19,12.78,14.47,19.38,13.35,18.45,22.34,18.10,27.12,22.24,17.25,15.33,23.23,8.88,19.34,18.47,23.95,25.59
2076,20.92,19.40,18.06,8.76,16.59,13.50,19.90,11.38,12.14,12.76,14.39,19.35,13.32,18.43,22.34,18.05,27.28,22.24,17.17,15.33,23.24,8.81,19.37,18.38,23.99,25.62
2077,21.07,19.37,18.22,8.92,16.84,13.68,19.96,11.53,12.25,12.90,14.47,19.57,13.40,18.58,22.46,18.21,27.48,22.38,17.40,15.36,23.41,8.94,19.41,18.56,24.26,25.79
2078,21.04,19.47,18.30,8.87,16.82,13.68,20.09,11.54,12.28,12.91,14.46,19.58,13.46,18.72,22.64,18.24,27.38,22.32,17.38,15.45,23.55,8.93,19.48,18.58,24.34,25.74
2079,21.06,19.53,18.35,8.99,16.87,13.68,20.14,11.60,12.35,12.93,14.56,19.66,13.54,18.70,22.57,18.31,27.38,22.29,17.44,15.55,23.45,9.05,19.51,18.63,24.18,25.72
2080,20.83,19.30,18.22,8.81,16.65,13.57,20.00,11.40,12.09,12.77,14.34,19.44,13.24,18.54,22.53,18.20,27.13,22.10,17.17,15.25,23.41,8.76,19.26,18.37,24.16,25.51
2081,21.02,19.58,18.37,8.84,16.78,13.65,20.23,11.50,12.19,12.91,14.49,19.66,13.41,18.73,22.72,18.34,27.34,22.33,17.35,15.39,23.58,8.87,19.47,18.53,24.36,25.77
2082,21.18,19.70,18.37,9.02,16.94,13.76,20.20,11.68,12.37,12.99,14.62,19.66,13.56,18.68,22.57,18.31,27.55,22.47,17.49,15.52,23.53,9.05,19.62,18.68,24.28,25.95
2083,20.92,19.42,18.19,8.83,16.65,13.57,20.02,11.43,12.18,12.82,14.46,19.48,13.37,18.55,22.48,18.16,27.21,22.19,17.28,15.36,23.33,8.84,19.38,18.44,24.07,25.64
2084,20.93,19.42,18.16,8.77,16.57,13.50,20.00,11.37,12.11,12.83,14.45,19.46,13.35,18.55,22.38,18.12,27.29,22.21,17.18,15.37,23.30,8.84,19.38,18.39,24.02,25.67
2085,20.91,19.36,18.19,8.81,16.62,13.54,20.00,11.47,12.14,12.80,14.40,19.50,13.30,18.55,22.57,18.15,27.26,22.17,17.23,15.31,23.50,8.87,19.33,18.41,24.21,25.58
2086,21.02,19.44,18.34,8.83,16.77,13.67,20.01,11.49,12.23,12.94,14.52,19.54,13.41,18.64,22.53,18.29,27.38,22.27,17.33,15.42,23.41,8.91,19.42,18.53,24.22,25.80
2087,20.78,19.34,18.01,8.64,16.54,13.41,19.84,11.29,11.98,12.58,14.27,19.28,13.18,18.34,22.25,17.96,27.14,22.05,17.04,15.21,23.16,8.69,19.18,18.21,23.90,25.48
2088,20.76,19.28,18.05,8.76,16.61,13.47,19.90,11.40,12.07,12.71,14.36,19.34,13.28,18.45,22.30,17.98,26.98,22.09,17.14,15.23,23.20,8.77,19.21,18.32,23.99,25.43
2089,20.70,19.24,18.02,8.59,16.43,13.34,19.80,11.25,11.95,12.60,14.20,19.26,13.12,18.35,22.28,17.93,27.02,21.99,16.94,15.10,23.15,8.65,19.18,18.12,23.86,25.38
2090,20.80,19.24,18.13,8.66,16.53,13.39,19.84,11.32,12.03,12.67,14.32,19.45,13.18,18.45,22.42,18.05,27.16,22.08,17.08,15.20,23.19,8.71,19.23,18.24,23.83,25.49
2091,21.00,19.46,18.22,8.81,16.73,13.60,20.02,11.51,12.25,12.85,14.45,19.57,13.41,18.55,22.55,18.18,27.36,22.28,17.30,15.37,23.39,8.93,19.37,18.50,24.20,25.72
2092,20.79,19.32,18.07,8.74,16.52,13.45,19.96,11.32,12.08,12.66,14.31,19.31,13.20,18.47,22.39,18.00,27.12,22.09,17.07,15.19,23.28,8.71,19.24,18.26,24.04,25.42
2093,20.84,19.34,18.04,8.64,16.60,13.42,19.89,11.31,11.99,12.71,14.32,19.43,13.22,18.42,22.35,17.98,27.24,22.08,17.18,15.17,23.29,8.74,19.29,18.34,24.01,25.48
2094,20.84,19.36,18.18,8.64,16.63,13.46,20.00,11.37,12.07,12.69,14.39,19.48,13.27,18.56,22.41,18.13,27.15,22.16,17.22,15.29,23.33,8.77,19.35,18.42,24.12,25.56
2095,20.90,19.33,18.15,8.81,16.70,13.56,19.96,11.46,12.22,12.81,14.43,19.50,13.37,18.55,22.34,18.14,27.21,22.19,17.22,15.38,23.28,8.91,19.33,18.39,24.10,25.57
2096,20.77,19.24,18.12,8.64,16.65,13.45,19.84,11.25,11.98,12.68,14.23,19.35,13.19,18.43,22.32,18.06,27.14,22.01,17.24,15.17,23.23,8.65,19.13,18.40,23.94,25.42
2097,20.85,19.17,18.12,8.82,16.69,13.56,19.85,11.42,12.16,12.79,14.33,19.51,13.27,18.48,22.36,18.09,27.12,22.22,17.26,15.27,23.35,8.84,19.19,18.52,24.07,25.60
2098,20.98,19.45,18.36,8.85,16.83,13.66,20.09,11.45,12.20,12.88,14.46,19.59,13.36,18.70,22.60,18.31,27.28,22.27,17.42,15.33,23.53,8.91,19.37,18.58,24.30,25.73
2099,20.98,19.47,18.18,8.89,16.72,13.62,19.92,11.43,12.19,12.84,14.49,19.55,13.36,18.50,22.31,18.17,27.35,22.23,17.24,15.40,23.27,8.86,19.50,18.41,24.03,25.67
2100,20.79,19.31,18.05,8.65,16.62,13.44,19.91,11.31,11.99,12.64,14.27,19.39,13.18,18.44,22.41,18.00,27.17,21.99,17.15,15.20,23.31,8.66,19.24,18.32,24.09,25.42
