Variable:,tas
,Yemen,Abyan,"Al Dhale'e","Al Bayda","Al Hudaydah","Al Jawf","Al Maharah","Al Mahwit",Amran,Dhamar,Hajjah,Ibb,Lahj,Marib,Sa'ada,Shabwah,Taizz,"Amanat Al Asimah",Hadramaut,Raymah,Sana'a,Aden
2049,24.63,28.06,25.87,20.78,30.09,22.04,25.70,29.76,24.90,24.39,28.70,25.46,28.60,20.36,22.51,24.06,30.01,19.53,25.52,30.68,21.84,29.13
2050,24.59,27.80,25.54,20.52,29.84,22.06,25.66,29.52,24.67,24.11,28.46,25.16,28.26,20.15,22.40,23.96,29.73,19.24,25.55,30.43,21.56,28.80
2051,24.58,28.07,25.79,20.60,29.90,21.88,25.76,29.48,24.76,24.26,28.48,25.36,28.59,20.10,22.46,23.97,29.99,19.43,25.54,30.49,21.70,29.24
2052,24.79,28.22,25.91,20.71,29.99,22.18,25.88,29.61,24.75,24.24,28.55,25.41,28.77,20.28,22.51,24.21,30.21,19.23,25.81,30.58,21.59,29.39
2053,24.81,28.10,25.90,20.95,30.19,22.32,25.84,29.92,25.07,24.54,28.82,25.56,28.57,20.63,22.77,24.24,30.08,19.77,25.65,30.79,22.06,29.01
2054,24.60,27.93,25.64,20.64,30.04,22.12,25.66,29.72,24.82,24.20,28.65,25.28,28.46,20.24,22.54,23.93,30.00,19.35,25.49,30.57,21.68,29.08
2055,24.75,27.95,25.83,20.67,30.02,22.12,25.93,29.60,24.81,24.37,28.57,25.46,28.58,20.22,22.51,23.99,30.08,19.48,25.72,30.63,21.77,29.12
2056,24.56,27.84,25.65,20.72,29.90,21.88,25.62,29.47,24.66,24.21,28.46,25.27,28.39,20.19,22.36,24.00,29.86,19.23,25.57,30.47,21.55,28.98
2057,24.71,27.93,25.67,20.78,29.95,22.20,25.81,29.63,24.84,24.36,28.57,25.36,28.37,20.43,22.52,24.13,29.84,19.53,25.64,30.58,21.81,28.95
2058,24.76,28.05,25.92,20.82,30.10,22.29,25.82,29.84,24.94,24.39,28.71,25.47,28.63,20.44,22.61,24.16,30.01,19.60,25.66,30.69,21.90,29.06
2059,24.74,28.06,25.84,20.83,30.10,22.08,25.92,29.75,24.91,24.42,28.69,25.46,28.56,20.29,22.56,24.11,29.99,19.57,25.66,30.74,21.87,29.10
2060,24.71,27.95,25.67,20.77,29.90,22.18,25.80,29.62,24.86,24.27,28.56,25.29,28.36,20.34,22.62,24.09,29.72,19.54,25.64,30.52,21.81,28.87
2061,24.67,28.02,25.76,20.76,30.02,22.20,25.76,29.64,24.88,24.36,28.59,25.39,28.50,20.40,22.59,24.10,29.92,19.57,25.57,30.67,21.84,29.10
2062,24.77,28.09,25.91,20.89,30.25,22.32,25.77,29.94,25.10,24.56,28.86,25.58,28.63,20.58,22.80,24.24,30.15,19.65,25.64,30.87,21.98,29.19
2063,24.82,28.18,25.95,21.03,30.22,22.37,25.84,29.88,25.04,24.56,28.79,25.59,28.66,20.53,22.76,24.20,30.11,19.68,25.71,30.85,21.99,29.19
2064,24.54,27.87,25.53,20.60,29.78,22.03,25.72,29.44,24.57,24.03,28.38,25.11,28.34,20.17,22.30,23.91,29.73,19.18,25.46,30.33,21.50,28.86
2065,24.32,27.61,25.52,20.57,29.75,21.92,25.28,29.43,24.61,24.08,28.37,25.13,28.20,20.16,22.29,23.75,29.67,19.30,25.19,30.33,21.58,28.70
2066,24.54,27.73,25.60,20.74,29.92,21.96,25.59,29.68,24.86,24.30,28.62,25.29,28.23,20.20,22.50,23.98,29.73,19.46,25.45,30.49,21.76,28.78
2067,24.78,28.03,25.68,20.84,29.92,22.24,25.88,29.63,24.83,24.23,28.53,25.29,28.45,20.52,22.48,24.13,29.91,19.55,25.76,30.51,21.82,29.06
2068,24.67,27.99,25.69,20.71,30.08,21.92,25.87,29.55,24.73,24.30,28.55,25.34,28.41,20.23,22.37,24.16,29.93,19.35,25.66,30.75,21.66,28.97
2069,24.66,27.96,25.76,20.79,30.06,22.11,25.74,29.76,24.89,24.29,28.70,25.37,28.50,20.35,22.55,24.10,30.00,19.49,25.57,30.60,21.80,29.06
2070,24.78,28.04,25.78,20.72,30.07,22.17,25.85,29.69,24.90,24.35,28.64,25.40,28.53,20.33,22.61,24.12,29.96,19.51,25.76,30.71,21.81,29.09
2071,24.76,28.10,25.85,20.83,30.11,22.20,25.88,29.83,24.95,24.40,28.72,25.46,28.58,20.40,22.65,24.16,30.02,19.58,25.69,30.69,21.89,29.11
2072,24.39,27.71,25.50,20.74,29.82,21.87,25.53,29.51,24.70,24.22,28.43,25.18,28.23,20.27,22.35,23.75,29.59,19.42,25.23,30.46,21.70,28.80
2073,24.68,27.86,25.58,20.63,29.81,22.16,25.85,29.60,24.70,24.03,28.47,25.12,28.32,20.19,22.35,24.09,29.69,19.24,25.65,30.34,21.56,28.76
2074,24.68,28.10,25.88,20.70,30.09,22.02,25.76,29.77,24.84,24.38,28.66,25.46,28.63,20.24,22.39,24.13,30.01,19.43,25.64,30.73,21.76,29.17
2075,24.29,27.79,25.58,20.56,29.78,21.63,25.41,29.41,24.43,24.12,28.29,25.17,28.30,20.04,22.05,23.81,29.65,19.14,25.19,30.38,21.47,28.94
2076,24.62,27.93,25.74,20.66,29.98,22.07,25.70,29.63,24.76,24.26,28.52,25.33,28.48,20.28,22.47,24.01,29.90,19.41,25.55,30.62,21.72,29.06
2077,24.55,27.96,25.77,20.82,29.91,21.99,25.68,29.74,24.88,24.30,28.64,25.36,28.47,20.39,22.49,24.01,29.84,19.54,25.40,30.43,21.83,29.02
2078,24.32,27.64,25.45,20.49,29.57,21.78,25.33,29.30,24.49,24.04,28.21,25.07,28.14,20.11,22.19,23.76,29.52,19.25,25.25,30.19,21.52,28.65
2079,24.56,27.91,25.72,20.74,30.01,22.06,25.59,29.62,24.72,24.31,28.48,25.36,28.45,20.26,22.35,24.02,29.95,19.39,25.51,30.65,21.71,29.01
2080,24.33,27.70,25.43,20.46,29.76,21.72,25.49,29.37,24.55,24.00,28.38,25.06,28.20,19.99,22.25,23.78,29.65,19.10,25.21,30.33,21.42,28.82
2081,24.44,27.79,25.58,20.66,29.83,21.82,25.55,29.46,24.60,24.18,28.38,25.21,28.26,20.25,22.26,23.93,29.72,19.36,25.33,30.45,21.64,28.73
2082,24.52,27.97,25.77,20.75,29.97,21.93,25.58,29.69,24.76,24.28,28.57,25.35,28.52,20.27,22.39,24.04,29.91,19.38,25.43,30.57,21.71,29.05
2083,24.56,27.93,25.70,20.66,30.05,21.98,25.61,29.72,24.84,24.28,28.70,25.33,28.45,20.15,22.51,23.99,29.93,19.27,25.50,30.63,21.63,29.04
2084,24.50,27.83,25.59,20.75,29.74,21.90,25.59,29.47,24.74,24.08,28.49,25.16,28.33,20.29,22.40,23.95,29.72,19.38,25.44,30.25,21.65,28.92
2085,24.34,27.68,25.53,20.55,29.80,21.89,25.33,29.45,24.61,24.09,28.36,25.15,28.25,20.23,22.31,23.77,29.74,19.24,25.22,30.40,21.55,28.81
2086,24.50,27.76,25.58,20.47,29.91,22.00,25.53,29.58,24.69,24.20,28.50,25.24,28.30,20.09,22.32,23.83,29.81,19.29,25.45,30.53,21.61,28.81
2087,24.64,28.04,25.75,20.70,30.15,22.11,25.73,29.75,24.84,24.22,28.67,25.32,28.54,20.26,22.51,24.09,30.07,19.41,25.56,30.80,21.73,29.06
2088,24.54,27.93,25.71,20.85,29.97,22.12,25.56,29.60,24.85,24.34,28.56,25.36,28.43,20.49,22.58,24.02,29.84,19.57,25.37,30.59,21.84,28.98
2089,24.32,27.58,25.32,20.33,29.56,21.85,25.35,29.22,24.41,23.87,28.16,24.93,28.08,20.02,22.11,23.74,29.49,19.08,25.25,30.17,21.37,28.73
2090,24.57,27.94,25.80,20.80,29.89,22.13,25.60,29.53,24.76,24.34,28.46,25.40,28.48,20.37,22.50,24.08,29.91,19.53,25.43,30.50,21.79,28.96
2091,24.55,27.77,25.55,20.43,29.82,22.00,25.70,29.54,24.71,24.05,28.47,25.11,28.27,20.19,22.40,23.89,29.62,19.39,25.48,30.44,21.66,28.77
2092,24.16,27.59,25.29,20.15,29.50,21.43,25.41,29.11,24.29,23.84,28.09,24.91,28.08,19.73,22.05,23.64,29.50,19.07,25.08,30.15,21.33,28.70
2093,24.50,27.72,25.63,20.72,29.78,22.01,25.56,29.43,24.59,24.21,28.33,25.24,28.31,20.31,22.32,23.86,29.72,19.27,25.39,30.43,21.58,28.83
2094,24.48,27.76,25.70,20.62,29.87,21.96,25.54,29.54,24.70,24.26,28.45,25.30,28.35,20.20,22.36,23.88,29.76,19.44,25.38,30.52,21.72,28.75
2095,24.38,27.79,25.57,20.57,29.72,21.90,25.47,29.43,24.58,24.11,28.32,25.17,28.31,20.12,22.23,23.82,29.70,19.25,25.24,30.31,21.55,28.84
2096,24.30,27.82,25.48,20.52,29.70,21.82,25.38,29.46,24.63,24.05,28.41,25.08,28.19,20.15,22.26,23.82,29.52,19.30,25.17,30.27,21.58,28.75
2097,24.21,27.76,25.53,20.45,29.64,21.60,25.34,29.32,24.42,23.99,28.24,25.08,28.29,19.86,22.13,23.65,29.64,19.02,25.09,30.25,21.35,28.84
2098,24.33,27.71,25.52,20.54,29.83,21.78,25.38,29.48,24.58,24.06,28.39,25.13,28.20,20.18,22.25,23.80,29.73,19.30,25.20,30.42,21.59,28.58
2099,24.43,27.79,25.56,20.65,29.58,21.92,25.53,29.22,24.53,24.05,28.21,25.12,28.28,20.09,22.26,23.84,29.62,19.32,25.35,30.18,21.55,28.81
2100,24.64,27.92,25.64,20.62,29.94,22.14,25.62,29.59,24.75,24.22,28.52,25.26,28.39,20.23,22.52,24.02,29.82,19.41,25.62,30.55,21.70,28.95
