Variable:,tas
,Uzbekistan,Andijan,Bukhara,Fergana,Karakalpakstan,Kashkadarya,Khorezm,Namangan,Samarkand,Surkhandarya,Sirdarya,Tashkent,Jizzakh,Navoiy,"Tashkent city"
2076,15.59,9.16,18.68,10.31,14.90,18.50,17.16,11.31,17.40,18.39,14.83,13.92,14.61,16.92,17.68
2077,15.97,9.64,19.24,10.76,15.10,19.03,17.60,11.83,17.97,18.77,15.24,14.43,15.05,17.43,18.28
2078,15.78,9.48,18.80,10.60,15.11,18.56,17.32,11.55,17.52,18.40,15.03,14.12,14.73,17.12,17.88
2079,15.69,9.14,18.66,10.39,15.03,18.65,17.21,11.43,17.54,18.49,15.02,14.09,14.70,16.99,17.87
2080,15.78,9.55,18.84,10.68,15.06,18.63,17.48,11.67,17.60,18.48,15.15,14.25,14.83,17.16,18.06
2081,15.66,9.37,18.76,10.57,14.95,18.63,17.25,11.58,17.60,18.52,14.98,14.14,14.76,16.98,17.92
2082,15.95,9.58,18.84,10.76,15.32,18.85,17.52,11.77,17.81,18.83,15.26,14.33,15.01,17.21,18.06
2083,16.10,9.82,19.24,10.97,15.41,18.95,17.68,11.99,18.00,18.75,15.42,14.56,15.18,17.43,18.37
2084,16.16,9.71,19.21,10.92,15.56,18.89,17.72,11.98,17.89,18.73,15.38,14.51,15.06,17.47,18.24
2085,16.16,9.59,19.18,10.78,15.57,18.91,17.80,11.87,17.90,18.75,15.42,14.56,15.12,17.46,18.35
2086,15.98,9.58,19.01,10.74,15.37,18.82,17.49,11.70,17.85,18.62,15.27,14.35,15.07,17.26,18.11
2087,16.14,9.68,19.01,10.94,15.50,18.93,17.72,11.93,17.92,18.87,15.46,14.50,15.11,17.43,18.24
2088,15.89,9.40,18.89,10.55,15.27,18.65,17.44,11.54,17.63,18.46,15.00,14.18,14.79,17.25,18.04
2089,16.02,9.64,19.13,10.81,15.32,18.97,17.71,11.80,17.86,18.88,15.35,14.36,15.06,17.37,18.03
2090,15.96,9.58,18.97,10.82,15.27,18.83,17.47,11.91,17.78,18.69,15.43,14.58,15.11,17.22,18.33
2091,16.19,9.69,19.23,10.88,15.64,19.06,17.79,11.92,17.98,18.87,15.51,14.52,15.15,17.42,18.21
2092,16.30,9.85,19.31,10.99,15.73,19.08,17.85,12.04,18.01,18.86,15.41,14.61,15.11,17.64,18.38
2093,16.26,9.69,19.24,10.92,15.69,19.01,18.03,11.93,17.99,18.91,15.44,14.55,15.17,17.58,18.30
2094,16.08,9.84,19.06,10.93,15.40,19.02,17.57,11.97,17.99,18.99,15.59,14.60,15.24,17.32,18.41
2095,16.10,9.87,19.11,10.85,15.44,19.03,17.73,11.96,17.87,19.03,15.35,14.52,15.04,17.43,18.34
2096,16.11,9.84,19.20,11.05,15.43,19.25,17.70,12.10,18.12,19.06,15.54,14.63,15.27,17.39,18.32
2097,16.02,9.68,18.99,10.85,15.39,18.81,17.51,11.85,17.83,18.64,15.35,14.49,15.10,17.30,18.29
2098,16.31,9.94,19.23,11.16,15.69,19.16,17.77,12.17,18.09,19.00,15.74,14.77,15.42,17.55,18.47
2099,16.22,9.88,19.19,11.00,15.48,19.13,17.80,12.04,18.11,19.03,15.42,14.54,15.32,17.60,18.27
2100,16.28,9.77,19.30,11.01,15.66,19.06,17.90,12.06,18.06,18.78,15.51,14.66,15.20,17.63,18.42
