Variable:,tasmin
,Ecuador,Azuay,Bolivar,Canar,Carchi,Chimborazo,Cotopaxi,"El Oro",Esmeraldas,Galapagos,Imbabura,Loja,"Los Rios",Manabi,"Morona Santiago",Napo,Orellana,Pastaza,Sucumbios,Tungurahua,"Zamora Chinchipe","Zona No Delimitada",Guayas,Pichincha,"Santa Elena","Santo Domingo de los Tsachilas"
2029,15.98,14.19,17.93,12.73,12.89,8.69,12.94,15.93,19.30,20.81,14.75,15.75,20.00,20.22,11.66,10.79,18.74,17.06,17.02,9.80,12.19,19.53,19.69,12.77,20.45,18.29
2030,16.24,14.55,18.30,13.17,13.13,9.14,13.30,16.26,19.59,21.24,15.07,16.07,20.36,20.63,11.94,11.04,18.87,17.19,17.16,10.23,12.46,19.88,20.09,13.10,20.90,18.64
2031,16.22,14.45,18.20,13.05,13.10,9.10,13.25,16.20,19.52,20.95,15.03,16.00,20.24,20.53,11.90,11.04,18.97,17.29,17.20,10.23,12.35,19.77,19.97,13.05,20.82,18.55
2032,15.76,13.83,17.55,12.46,12.78,8.59,12.76,15.52,19.01,20.69,14.70,15.31,19.55,19.94,11.41,10.65,18.57,16.83,16.84,9.74,11.78,19.14,19.33,12.66,20.20,17.94
2033,16.13,14.35,18.14,12.95,13.09,8.97,13.22,16.13,19.62,21.03,15.07,15.95,20.22,20.64,11.78,10.93,18.74,17.08,17.02,10.10,12.26,19.81,19.97,13.07,20.90,18.60
2034,16.12,14.39,18.17,13.01,13.03,9.04,13.20,16.10,19.48,20.88,14.97,15.91,20.22,20.47,11.81,10.96,18.78,17.11,17.05,10.16,12.26,19.75,19.93,13.00,20.73,18.53
2035,16.31,14.52,18.35,13.16,13.20,9.22,13.40,16.19,19.65,20.99,15.20,15.99,20.40,20.62,11.91,11.11,19.06,17.31,17.28,10.36,12.41,19.91,20.05,13.22,20.81,18.70
2036,16.18,14.44,18.24,13.06,13.14,9.08,13.29,16.18,19.62,21.08,15.11,16.02,20.30,20.57,11.84,10.99,18.76,17.11,17.05,10.21,12.35,19.85,20.01,13.12,20.84,18.62
2037,16.22,14.54,18.32,13.14,13.08,9.07,13.25,16.30,19.61,21.42,15.00,16.07,20.39,20.69,11.86,11.05,18.87,17.21,17.10,10.17,12.39,19.90,20.17,13.05,21.04,18.63
2038,16.38,14.67,18.35,13.29,13.30,9.29,13.42,16.34,19.64,21.11,15.22,16.13,20.39,20.61,12.15,11.24,19.07,17.43,17.32,10.33,12.62,19.91,20.09,13.24,20.85,18.69
2039,16.15,14.39,18.14,13.00,13.05,9.00,13.17,16.15,19.54,21.23,15.01,15.96,20.18,20.55,11.78,10.92,18.86,17.13,17.09,10.11,12.29,19.73,19.99,13.01,20.91,18.49
2040,16.22,14.52,18.27,13.15,13.09,9.12,13.26,16.24,19.51,21.13,15.03,16.05,20.33,20.57,11.92,10.99,18.91,17.24,17.14,10.20,12.37,19.84,20.06,13.05,20.85,18.60
2041,16.34,14.58,18.35,13.19,13.30,9.21,13.38,16.32,19.79,21.27,15.27,16.09,20.41,20.77,11.99,11.11,19.03,17.32,17.23,10.33,12.47,19.97,20.17,13.23,21.06,18.73
2042,16.09,14.35,18.08,12.94,13.01,8.96,13.14,16.06,19.48,20.75,14.95,15.93,20.13,20.46,11.80,10.92,18.79,17.08,17.04,10.08,12.33,19.70,19.87,12.97,20.69,18.46
2043,15.98,14.11,17.90,12.75,12.96,8.83,13.03,15.82,19.25,20.56,14.89,15.62,19.93,20.16,11.67,10.92,18.77,17.08,17.01,9.98,12.03,19.49,19.62,12.88,20.42,18.30
2044,16.18,14.44,18.17,13.04,13.04,9.03,13.17,16.17,19.48,21.39,14.97,15.94,20.22,20.54,11.90,10.93,18.89,17.26,17.09,10.12,12.31,19.75,19.98,12.97,20.82,18.51
2045,16.36,14.64,18.48,13.26,13.25,9.25,13.40,16.38,19.82,21.68,15.16,16.21,20.56,20.89,11.98,11.10,18.95,17.24,17.24,10.37,12.49,20.11,20.27,13.17,21.13,18.87
2046,16.17,14.47,18.23,13.04,13.07,9.06,13.26,16.22,19.55,21.20,14.99,16.07,20.29,20.63,11.82,10.96,18.76,17.08,17.04,10.17,12.44,19.81,20.01,13.06,20.85,18.60
2047,16.36,14.58,18.32,13.16,13.30,9.13,13.37,16.36,19.77,21.46,15.26,16.19,20.39,20.78,11.92,11.11,19.10,17.33,17.37,10.24,12.50,19.98,20.16,13.23,21.02,18.74
2048,16.44,14.62,18.40,13.28,13.36,9.37,13.50,16.31,19.74,21.12,15.30,16.10,20.43,20.68,12.22,11.29,19.14,17.51,17.38,10.48,12.56,19.99,20.15,13.32,21.03,18.79
2049,16.04,14.24,18.06,12.86,12.95,8.98,13.13,15.95,19.34,20.86,14.83,15.79,20.10,20.29,11.74,10.90,18.72,17.04,17.01,10.14,12.18,19.61,19.74,12.91,20.53,18.42
2050,16.16,14.43,18.16,13.05,13.03,9.04,13.19,16.12,19.46,21.13,14.96,15.92,20.20,20.49,11.85,11.01,18.88,17.14,17.10,10.14,12.33,19.75,19.95,12.99,20.75,18.51
2051,16.47,14.73,18.53,13.38,13.36,9.36,13.56,16.38,19.81,21.10,15.32,16.16,20.59,20.83,12.07,11.27,19.22,17.44,17.45,10.48,12.61,20.13,20.29,13.36,21.04,18.90
2052,16.21,14.47,18.23,13.10,13.08,9.09,13.27,16.23,19.58,21.12,15.04,16.03,20.28,20.57,11.89,11.04,18.89,17.26,17.12,10.19,12.33,19.83,20.03,13.09,20.88,18.60
2053,16.13,14.42,18.15,13.02,13.02,9.03,13.19,16.20,19.49,21.13,14.95,16.02,20.19,20.56,11.83,10.97,18.78,17.12,17.04,10.14,12.33,19.74,19.99,13.00,20.91,18.51
2054,16.16,14.42,18.20,13.04,13.10,9.02,13.25,16.17,19.59,21.12,15.06,15.98,20.28,20.64,11.82,10.96,18.77,17.07,17.06,10.11,12.32,19.84,20.03,13.08,20.92,18.62
2055,16.04,14.36,18.03,12.96,13.00,8.92,13.05,16.03,19.38,20.72,14.96,15.85,20.08,20.41,11.77,10.80,18.69,17.04,16.95,9.98,12.31,19.64,19.87,12.89,20.70,18.39
2056,16.23,14.32,18.20,12.99,13.17,9.06,13.17,15.99,19.53,20.92,15.04,15.79,20.23,20.49,11.89,11.10,19.03,17.36,17.28,10.22,12.20,19.73,19.91,12.99,20.70,18.49
2057,16.13,14.29,18.09,12.90,13.00,8.93,13.14,16.03,19.42,21.32,14.92,15.82,20.15,20.45,11.84,11.04,18.85,17.27,17.08,10.06,12.16,19.68,19.87,12.96,20.72,18.47
2058,16.27,14.55,18.27,13.14,13.17,9.16,13.36,16.32,19.56,21.41,15.11,16.18,20.31,20.60,11.93,11.14,18.94,17.27,17.18,10.30,12.46,19.88,20.06,13.16,20.88,18.67
2059,16.35,14.65,18.37,13.27,13.23,9.31,13.41,16.37,19.61,21.28,15.15,16.16,20.39,20.63,12.08,11.24,19.02,17.35,17.28,10.43,12.55,19.93,20.13,13.20,20.91,18.70
2060,15.99,14.21,18.00,12.79,12.89,8.72,12.99,16.05,19.36,21.06,14.82,15.87,20.09,20.60,11.57,10.78,18.70,16.94,16.94,9.85,12.07,19.64,19.97,12.82,21.01,18.40
2061,16.19,14.51,18.17,13.08,13.13,9.10,13.13,16.32,19.51,21.11,15.08,16.13,20.18,20.54,11.88,10.93,18.86,17.17,17.13,10.21,12.39,19.69,20.02,12.97,20.91,18.41
2062,16.28,14.53,18.28,13.14,13.17,9.18,13.33,16.32,19.73,21.38,15.12,16.18,20.34,20.78,11.93,11.07,18.93,17.22,17.16,10.31,12.48,19.93,20.13,13.15,21.08,18.70
2063,16.40,14.67,18.48,13.34,13.32,9.39,13.55,16.34,19.76,21.32,15.31,16.18,20.51,20.72,12.13,11.24,19.02,17.38,17.27,10.53,12.54,20.04,20.19,13.36,20.92,18.82
2064,16.03,14.25,18.16,12.91,13.02,8.86,13.06,15.97,19.48,21.01,14.90,15.76,20.23,20.48,11.62,10.89,18.69,16.99,16.99,9.98,12.01,19.70,19.94,12.87,20.75,18.43
2065,15.80,14.04,17.77,12.67,12.77,8.78,12.96,15.79,19.18,20.63,14.68,15.57,19.81,20.09,11.51,10.82,18.49,16.73,16.72,9.94,11.86,19.43,19.50,12.77,20.29,18.25
2066,16.14,14.41,18.18,12.97,13.01,8.95,13.12,16.18,19.49,21.22,14.92,16.00,20.25,20.57,11.77,10.97,18.82,17.15,17.08,10.06,12.33,19.74,20.00,12.93,20.85,18.49
2067,16.37,14.64,18.41,13.27,13.25,9.27,13.41,16.40,19.64,21.62,15.20,16.23,20.45,20.75,12.12,11.23,18.99,17.46,17.23,10.36,12.55,19.94,20.24,13.22,21.16,18.71
2068,16.37,14.60,18.29,13.26,13.34,9.33,13.46,16.30,19.74,21.31,15.30,16.02,20.32,20.68,12.12,11.23,19.02,17.39,17.28,10.44,12.39,19.98,20.09,13.30,20.92,18.76
2069,16.08,14.45,18.08,13.00,12.84,8.89,13.01,16.21,19.32,21.04,14.67,16.00,20.12,20.51,11.85,10.89,18.75,17.18,16.99,9.97,12.36,19.65,20.01,12.76,20.90,18.37
2070,16.26,14.58,18.28,13.17,13.20,9.17,13.34,16.32,19.64,21.24,15.16,16.12,20.33,20.61,11.98,11.07,18.84,17.19,17.13,10.28,12.50,19.90,20.08,13.16,20.89,18.67
2071,16.48,14.75,18.44,13.32,13.36,9.33,13.41,16.49,19.74,21.16,15.26,16.30,20.47,20.75,12.17,11.28,19.24,17.56,17.48,10.42,12.68,19.98,20.22,13.22,21.04,18.72
2072,15.99,14.22,18.09,12.88,12.82,8.90,13.12,15.91,19.30,20.79,14.71,15.73,20.16,20.47,11.67,10.84,18.67,17.00,16.91,10.03,12.10,19.67,19.85,12.86,20.69,18.48
2073,16.20,14.46,18.18,13.07,13.06,9.10,13.22,16.24,19.49,21.34,15.00,16.04,20.22,20.55,11.95,11.01,18.87,17.23,17.10,10.19,12.39,19.76,20.02,13.03,20.96,18.53
2074,16.29,14.59,18.33,13.19,13.20,9.13,13.28,16.35,19.64,21.29,15.14,16.15,20.37,20.69,11.99,11.06,18.96,17.29,17.21,10.22,12.46,19.88,20.17,13.11,21.03,18.61
2075,16.08,14.39,18.17,13.03,13.04,9.05,13.11,16.09,19.47,20.97,15.02,15.90,20.20,20.44,11.78,10.84,18.72,17.05,16.98,10.17,12.22,19.71,19.92,12.92,20.71,18.45
2076,16.08,14.34,18.15,12.94,12.97,8.96,13.14,16.10,19.46,21.13,14.93,15.91,20.22,20.47,11.74,10.88,18.73,17.09,16.96,10.09,12.22,19.74,19.92,12.94,20.79,18.52
2077,16.09,14.38,18.04,12.99,12.94,9.01,13.08,16.07,19.26,20.82,14.86,15.87,20.05,20.35,11.88,10.91,18.80,17.18,17.05,10.10,12.32,19.58,19.82,12.88,20.58,18.35
2078,15.99,14.32,18.24,12.95,12.82,8.84,13.12,16.11,19.55,21.22,14.82,15.90,20.37,20.69,11.57,10.66,18.58,16.87,16.79,9.95,12.08,19.89,20.09,12.88,20.98,18.65
2079,16.28,14.63,18.26,13.23,13.12,9.19,13.28,16.40,19.60,21.54,15.06,16.20,20.32,20.62,12.04,11.10,18.91,17.31,17.17,10.23,12.48,19.90,20.11,13.09,20.98,18.65
2080,16.42,14.50,18.25,13.15,13.39,9.31,13.48,16.21,19.81,21.19,15.34,16.04,20.26,20.64,12.06,11.35,19.20,17.47,17.45,10.49,12.44,19.91,19.98,13.36,20.81,18.72
2081,16.08,14.33,18.04,12.91,12.94,8.86,13.06,16.11,19.48,21.26,14.89,15.93,20.12,20.52,11.76,10.83,18.76,17.06,17.03,9.95,12.30,19.71,19.91,12.89,20.80,18.46
2082,16.13,14.51,18.15,13.13,13.02,9.05,13.12,16.20,19.44,20.92,14.89,16.02,20.19,20.50,11.86,10.98,18.79,17.13,17.06,10.09,12.37,19.73,19.99,12.91,20.78,18.45
2083,16.27,14.65,18.29,13.21,13.17,9.21,13.25,16.40,19.58,21.67,15.05,16.25,20.30,20.67,12.01,11.05,18.84,17.21,17.16,10.32,12.58,19.82,20.11,13.05,20.92,18.54
2084,16.03,14.20,17.97,12.78,12.87,8.78,12.99,16.03,19.37,21.17,14.80,15.87,20.06,20.51,11.77,10.83,18.71,17.18,16.96,9.89,12.17,19.62,19.86,12.80,20.86,18.40
2085,15.80,14.06,17.85,12.68,12.71,8.65,12.78,15.77,19.21,20.69,14.67,15.58,19.91,20.26,11.47,10.51,18.47,16.80,16.73,9.73,11.95,19.44,19.68,12.61,20.58,18.18
2086,16.17,14.41,18.13,12.97,12.99,9.00,13.02,16.23,19.38,21.32,14.89,16.03,20.15,20.40,11.93,10.91,18.90,17.35,17.18,10.12,12.34,19.61,19.91,12.82,20.78,18.34
2087,16.33,14.65,18.35,13.22,13.20,9.21,13.36,16.41,19.68,21.70,15.16,16.23,20.40,20.72,12.04,11.09,18.95,17.32,17.20,10.32,12.58,19.94,20.17,13.17,21.02,18.70
2088,15.90,14.10,17.70,12.68,12.87,8.73,12.72,15.83,19.19,20.63,14.79,15.64,19.70,20.13,11.66,10.70,18.64,16.96,16.96,9.81,12.07,19.29,19.55,12.62,20.45,17.99
2089,15.81,14.11,17.78,12.70,12.72,8.76,12.83,15.85,19.14,20.69,14.68,15.66,19.81,20.14,11.57,10.59,18.48,16.81,16.72,9.86,12.04,19.38,19.59,12.65,20.47,18.15
2090,16.03,14.31,18.05,12.88,12.97,8.87,13.01,16.12,19.40,20.96,14.90,15.91,20.09,20.51,11.64,10.79,18.73,16.99,16.98,10.02,12.17,19.64,19.94,12.84,20.89,18.37
2091,16.20,14.41,18.18,13.01,13.07,9.02,13.20,16.16,19.50,21.30,14.99,15.95,20.23,20.50,11.90,10.97,18.91,17.30,17.18,10.15,12.32,19.76,19.98,13.01,20.83,18.53
2092,15.91,14.04,17.81,12.67,12.90,8.62,12.87,15.76,19.39,20.80,14.86,15.52,19.91,20.34,11.47,10.70,18.65,16.90,16.92,9.70,11.89,19.52,19.67,12.78,20.54,18.28
2093,15.96,14.19,17.92,12.86,12.87,8.82,12.93,15.90,19.25,20.86,14.75,15.71,19.98,20.38,11.67,10.70,18.65,17.05,16.94,9.89,12.07,19.58,19.79,12.73,20.65,18.34
2094,16.18,14.50,18.20,13.03,13.04,8.99,13.12,16.28,19.52,21.12,14.90,16.10,20.27,20.64,11.91,10.94,18.82,17.22,17.11,10.12,12.51,19.81,20.08,12.90,21.01,18.55
2095,15.98,14.18,17.84,12.79,12.90,8.77,12.92,15.90,19.31,20.73,14.77,15.63,19.89,20.34,11.69,10.77,18.73,17.06,17.01,9.87,12.12,19.53,19.71,12.77,20.56,18.28
2096,15.95,14.26,18.02,12.80,12.76,8.69,12.83,16.03,19.17,20.92,14.61,15.78,20.05,20.37,11.65,10.61,18.66,17.06,16.96,9.81,12.17,19.44,19.89,12.61,20.76,18.13
2097,15.87,14.11,17.97,12.80,12.82,8.81,12.96,15.77,19.23,20.50,14.73,15.54,20.01,20.20,11.56,10.74,18.53,16.86,16.82,9.93,11.88,19.50,19.69,12.75,20.43,18.26
2098,16.01,14.24,17.96,12.78,12.94,8.88,13.01,16.01,19.30,20.94,14.83,15.85,19.99,20.45,11.71,10.88,18.69,17.02,16.97,10.02,12.26,19.52,19.77,12.83,20.71,18.32
2099,15.99,14.28,18.04,12.84,12.86,8.80,12.99,16.06,19.28,21.00,14.78,15.86,20.08,20.39,11.68,10.72,18.67,17.05,16.94,9.91,12.22,19.56,19.86,12.79,20.71,18.30
2100,16.18,14.53,18.32,13.15,13.10,9.10,13.14,16.27,19.59,21.35,14.99,16.07,20.34,20.59,11.81,10.94,18.80,17.11,17.08,10.18,12.36,19.77,20.10,12.95,20.90,18.45
