Variable:,tas
,Malta,Attard,Balzan,Birgu,Birkirkara,Birzebbugia,Bormla,Dingli,Fgura,Floriana,Fontana,Ghajnsielem,Gharb,Gharghur,Ghasri,Ghaxaq,Gudja,Gzira,Hamrun,Iklin,Isla,Kalkara,Kercem,Kirkop,Lija,Luqa,Marsa,Marsascala,Marsaxlokk,Mdina,Mellieha,Mgarr,Mosta,Mqabba,Msida,Munxar,Nadur,Naxxar,Paola,Pembroke,Pieta,Qala,Qormi,Qrendi,"Rabat (malta)","Rabat (victoria)",Safi,"San Giljan","San Gwann","San Lawrenz","San Pawl Ii-bahar",Sannat,"Santa Lucija","Santa Venera",Siggiewi,Sliema,Swieqi,"Ta' Xbiex",Tarxien,Valletta,Xaghra,Xewkija,Xghajra,Zabbar,"Zebbug (gozo)","Zebbug (malta)",Zejtun,Zurrieq
2028,20.18,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.19,20.19,20.58,20.19,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.19,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.19,20.19,20.58,20.58,20.58,20.58,20.19,20.58,20.58,20.58,20.19,20.58,20.58,20.58,20.19,20.58,20.19,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.19,20.19,20.58,20.58,20.19,20.58,20.58,20.58
2029,20.17,20.46,20.46,20.46,20.46,20.46,20.46,20.46,20.46,20.46,20.46,20.18,20.18,20.46,20.18,20.46,20.46,20.46,20.46,20.46,20.46,20.46,20.18,20.46,20.46,20.46,20.46,20.46,20.46,20.46,20.46,20.46,20.46,20.46,20.46,20.18,20.18,20.46,20.46,20.46,20.46,20.18,20.46,20.46,20.46,20.18,20.46,20.46,20.46,20.18,20.46,20.18,20.46,20.46,20.46,20.46,20.46,20.46,20.46,20.46,20.18,20.18,20.46,20.46,20.18,20.46,20.46,20.46
2030,20.03,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.04,20.04,20.39,20.04,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.04,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.04,20.04,20.39,20.39,20.39,20.39,20.04,20.39,20.39,20.39,20.04,20.39,20.39,20.39,20.04,20.39,20.04,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.04,20.04,20.39,20.39,20.04,20.39,20.39,20.39
2031,20.38,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.38,20.38,20.75,20.38,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.38,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.38,20.38,20.75,20.75,20.75,20.75,20.38,20.75,20.75,20.75,20.38,20.75,20.75,20.75,20.38,20.75,20.38,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.38,20.38,20.75,20.75,20.38,20.75,20.75,20.75
2032,20.25,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.27,20.27,20.66,20.27,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.27,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.27,20.27,20.66,20.66,20.66,20.66,20.27,20.66,20.66,20.66,20.27,20.66,20.66,20.66,20.27,20.66,20.27,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.27,20.27,20.66,20.66,20.27,20.66,20.66,20.66
2033,20.14,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.15,20.15,20.44,20.15,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.15,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.15,20.15,20.44,20.44,20.44,20.44,20.15,20.44,20.44,20.44,20.15,20.44,20.44,20.44,20.15,20.44,20.15,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.15,20.15,20.44,20.44,20.15,20.44,20.44,20.44
2034,20.56,20.90,20.90,20.90,20.90,20.90,20.90,20.90,20.90,20.90,20.90,20.57,20.57,20.90,20.57,20.90,20.90,20.90,20.90,20.90,20.90,20.90,20.57,20.90,20.90,20.90,20.90,20.90,20.90,20.90,20.90,20.90,20.90,20.90,20.90,20.57,20.57,20.90,20.90,20.90,20.90,20.57,20.90,20.90,20.90,20.57,20.90,20.90,20.90,20.57,20.90,20.57,20.90,20.90,20.90,20.90,20.90,20.90,20.90,20.90,20.57,20.57,20.90,20.90,20.57,20.90,20.90,20.90
2035,20.21,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.22,20.22,20.52,20.22,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.22,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.22,20.22,20.52,20.52,20.52,20.52,20.22,20.52,20.52,20.52,20.22,20.52,20.52,20.52,20.22,20.52,20.22,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.22,20.22,20.52,20.52,20.22,20.52,20.52,20.52
2036,20.35,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.36,20.36,20.67,20.36,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.36,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.36,20.36,20.67,20.67,20.67,20.67,20.36,20.67,20.67,20.67,20.36,20.67,20.67,20.67,20.36,20.67,20.36,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.67,20.36,20.36,20.67,20.67,20.36,20.67,20.67,20.67
2037,20.56,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.58,20.58,20.85,20.58,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.58,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.58,20.58,20.85,20.85,20.85,20.85,20.58,20.85,20.85,20.85,20.58,20.85,20.85,20.85,20.58,20.85,20.58,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.85,20.58,20.58,20.85,20.85,20.58,20.85,20.85,20.85
2038,20.42,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.43,20.43,20.76,20.43,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.43,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.43,20.43,20.76,20.76,20.76,20.76,20.43,20.76,20.76,20.76,20.43,20.76,20.76,20.76,20.43,20.76,20.43,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.76,20.43,20.43,20.76,20.76,20.43,20.76,20.76,20.76
2039,20.38,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.39,20.39,20.66,20.39,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.39,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.39,20.39,20.66,20.66,20.66,20.66,20.39,20.66,20.66,20.66,20.39,20.66,20.66,20.66,20.39,20.66,20.39,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.39,20.39,20.66,20.66,20.39,20.66,20.66,20.66
2040,20.36,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.37,20.37,20.63,20.37,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.37,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.37,20.37,20.63,20.63,20.63,20.63,20.37,20.63,20.63,20.63,20.37,20.63,20.63,20.63,20.37,20.63,20.37,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.63,20.37,20.37,20.63,20.63,20.37,20.63,20.63,20.63
2041,20.23,20.62,20.62,20.62,20.62,20.62,20.62,20.62,20.62,20.62,20.62,20.24,20.24,20.62,20.24,20.62,20.62,20.62,20.62,20.62,20.62,20.62,20.24,20.62,20.62,20.62,20.62,20.62,20.62,20.62,20.62,20.62,20.62,20.62,20.62,20.24,20.24,20.62,20.62,20.62,20.62,20.24,20.62,20.62,20.62,20.24,20.62,20.62,20.62,20.24,20.62,20.24,20.62,20.62,20.62,20.62,20.62,20.62,20.62,20.62,20.24,20.24,20.62,20.62,20.24,20.62,20.62,20.62
2042,20.33,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.35,20.35,20.71,20.35,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.35,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.35,20.35,20.71,20.71,20.71,20.71,20.35,20.71,20.71,20.71,20.35,20.71,20.71,20.71,20.35,20.71,20.35,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.35,20.35,20.71,20.71,20.35,20.71,20.71,20.71
2043,20.34,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.36,20.36,20.60,20.36,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.36,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.36,20.36,20.60,20.60,20.60,20.60,20.36,20.60,20.60,20.60,20.36,20.60,20.60,20.60,20.36,20.60,20.36,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.60,20.36,20.36,20.60,20.60,20.36,20.60,20.60,20.60
2044,20.41,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.43,20.43,20.66,20.43,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.43,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.43,20.43,20.66,20.66,20.66,20.66,20.43,20.66,20.66,20.66,20.43,20.66,20.66,20.66,20.43,20.66,20.43,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.43,20.43,20.66,20.66,20.43,20.66,20.66,20.66
2045,20.39,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.41,20.41,20.74,20.41,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.41,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.41,20.41,20.74,20.74,20.74,20.74,20.41,20.74,20.74,20.74,20.41,20.74,20.74,20.74,20.41,20.74,20.41,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.41,20.41,20.74,20.74,20.41,20.74,20.74,20.74
2046,20.48,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.50,20.50,20.88,20.50,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.50,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.50,20.50,20.88,20.88,20.88,20.88,20.50,20.88,20.88,20.88,20.50,20.88,20.88,20.88,20.50,20.88,20.50,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.50,20.50,20.88,20.88,20.50,20.88,20.88,20.88
2047,20.44,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.46,20.46,20.79,20.46,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.46,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.46,20.46,20.79,20.79,20.79,20.79,20.46,20.79,20.79,20.79,20.46,20.79,20.79,20.79,20.46,20.79,20.46,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.79,20.46,20.46,20.79,20.79,20.46,20.79,20.79,20.79
2048,20.28,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.30,20.30,20.56,20.30,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.30,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.30,20.30,20.56,20.56,20.56,20.56,20.30,20.56,20.56,20.56,20.30,20.56,20.56,20.56,20.30,20.56,20.30,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.56,20.30,20.30,20.56,20.56,20.30,20.56,20.56,20.56
2049,20.18,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.20,20.20,20.54,20.20,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.20,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.20,20.20,20.54,20.54,20.54,20.54,20.20,20.54,20.54,20.54,20.20,20.54,20.54,20.54,20.20,20.54,20.20,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.20,20.20,20.54,20.54,20.20,20.54,20.54,20.54
2050,20.44,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.45,20.45,20.75,20.45,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.45,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.45,20.45,20.75,20.75,20.75,20.75,20.45,20.75,20.75,20.75,20.45,20.75,20.75,20.75,20.45,20.75,20.45,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.75,20.45,20.45,20.75,20.75,20.45,20.75,20.75,20.75
2051,20.36,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.38,20.38,20.68,20.38,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.38,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.38,20.38,20.68,20.68,20.68,20.68,20.38,20.68,20.68,20.68,20.38,20.68,20.68,20.68,20.38,20.68,20.38,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.38,20.38,20.68,20.68,20.38,20.68,20.68,20.68
2052,20.49,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.50,20.50,20.88,20.50,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.50,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.50,20.50,20.88,20.88,20.88,20.88,20.50,20.88,20.88,20.88,20.50,20.88,20.88,20.88,20.50,20.88,20.50,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.50,20.50,20.88,20.88,20.50,20.88,20.88,20.88
2053,20.41,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.42,20.42,20.73,20.42,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.42,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.42,20.42,20.73,20.73,20.73,20.73,20.42,20.73,20.73,20.73,20.42,20.73,20.73,20.73,20.42,20.73,20.42,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.42,20.42,20.73,20.73,20.42,20.73,20.73,20.73
2054,20.27,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.29,20.29,20.49,20.29,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.29,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.29,20.29,20.49,20.49,20.49,20.49,20.29,20.49,20.49,20.49,20.29,20.49,20.49,20.49,20.29,20.49,20.29,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.29,20.29,20.49,20.49,20.29,20.49,20.49,20.49
2055,20.38,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.40,20.40,20.73,20.40,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.40,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.40,20.40,20.73,20.73,20.73,20.73,20.40,20.73,20.73,20.73,20.40,20.73,20.73,20.73,20.40,20.73,20.40,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.73,20.40,20.40,20.73,20.73,20.40,20.73,20.73,20.73
2056,20.47,20.80,20.80,20.80,20.80,20.80,20.80,20.80,20.80,20.80,20.80,20.48,20.48,20.80,20.48,20.80,20.80,20.80,20.80,20.80,20.80,20.80,20.48,20.80,20.80,20.80,20.80,20.80,20.80,20.80,20.80,20.80,20.80,20.80,20.80,20.48,20.48,20.80,20.80,20.80,20.80,20.48,20.80,20.80,20.80,20.48,20.80,20.80,20.80,20.48,20.80,20.48,20.80,20.80,20.80,20.80,20.80,20.80,20.80,20.80,20.48,20.48,20.80,20.80,20.48,20.80,20.80,20.80
2057,20.39,20.65,20.65,20.65,20.65,20.65,20.65,20.65,20.65,20.65,20.65,20.41,20.41,20.65,20.41,20.65,20.65,20.65,20.65,20.65,20.65,20.65,20.41,20.65,20.65,20.65,20.65,20.65,20.65,20.65,20.65,20.65,20.65,20.65,20.65,20.41,20.41,20.65,20.65,20.65,20.65,20.41,20.65,20.65,20.65,20.41,20.65,20.65,20.65,20.41,20.65,20.41,20.65,20.65,20.65,20.65,20.65,20.65,20.65,20.65,20.41,20.41,20.65,20.65,20.41,20.65,20.65,20.65
2058,20.35,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.37,20.37,20.72,20.37,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.37,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.37,20.37,20.72,20.72,20.72,20.72,20.37,20.72,20.72,20.72,20.37,20.72,20.72,20.72,20.37,20.72,20.37,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.72,20.37,20.37,20.72,20.72,20.37,20.72,20.72,20.72
2059,20.67,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.70,20.70,20.92,20.70,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.70,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.70,20.70,20.92,20.92,20.92,20.92,20.70,20.92,20.92,20.92,20.70,20.92,20.92,20.92,20.70,20.92,20.70,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.92,20.70,20.70,20.92,20.92,20.70,20.92,20.92,20.92
2060,20.27,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.29,20.29,20.58,20.29,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.29,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.29,20.29,20.58,20.58,20.58,20.58,20.29,20.58,20.58,20.58,20.29,20.58,20.58,20.58,20.29,20.58,20.29,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.29,20.29,20.58,20.58,20.29,20.58,20.58,20.58
2061,20.36,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.38,20.38,20.64,20.38,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.38,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.38,20.38,20.64,20.64,20.64,20.64,20.38,20.64,20.64,20.64,20.38,20.64,20.64,20.64,20.38,20.64,20.38,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.38,20.38,20.64,20.64,20.38,20.64,20.64,20.64
