Variable:,tas
,Namibia,Caprivi,Erongo,Hardap,Karas,Kavango,Khomas,Kunene,Ohangwena,Omaheke,Omusati,Oshana,Oshikoto,Otjozondjupa
2036,21.50,24.37,20.35,20.80,19.56,24.00,21.63,18.60,23.85,21.95,19.71,21.26,23.38,22.40
2037,21.69,24.55,20.40,20.93,19.71,24.23,21.68,18.76,24.00,22.13,19.84,21.44,23.65,22.61
2038,21.70,24.54,20.50,21.06,19.69,24.11,21.86,18.80,23.86,22.16,19.86,21.38,23.52,22.62
2039,21.59,24.45,20.37,20.94,19.60,23.95,21.70,18.74,23.94,22.02,19.77,21.35,23.54,22.45
2040,21.68,24.44,20.54,21.07,19.82,24.00,21.80,18.80,23.92,22.08,19.80,21.37,23.49,22.55
2041,21.66,24.43,20.47,20.98,19.80,24.21,21.78,18.76,23.95,22.03,19.81,21.29,23.48,22.55
2042,22.04,25.03,20.49,21.31,19.84,24.61,22.23,18.85,24.47,22.67,20.22,21.81,24.03,23.07
2043,21.75,24.78,20.42,21.09,19.87,24.21,21.84,18.77,23.89,22.23,19.80,21.36,23.56,22.61
2044,22.00,25.04,20.60,21.27,19.86,24.58,22.12,18.93,24.39,22.51,20.10,21.71,23.99,23.00
2045,21.84,24.73,20.54,21.16,19.88,24.38,21.89,18.84,24.17,22.37,20.00,21.52,23.68,22.75
2046,22.03,24.83,20.73,21.31,19.96,24.58,22.12,18.99,24.38,22.53,20.14,21.74,24.02,23.01
2047,22.16,25.08,20.80,21.43,20.01,24.76,22.25,19.14,24.50,22.69,20.42,21.94,24.06,23.14
2048,22.36,25.31,21.00,21.68,20.22,24.79,22.57,19.27,24.57,22.95,20.51,22.14,24.23,23.36
2049,22.12,25.03,20.77,21.44,20.14,24.62,22.24,19.06,24.35,22.61,20.34,21.92,23.89,23.04
2050,22.19,25.32,20.66,21.37,19.92,24.81,22.28,19.08,24.61,22.73,20.41,22.03,24.30,23.23
2051,22.06,25.18,20.78,21.40,20.04,24.62,22.19,19.06,24.26,22.56,20.13,21.66,23.81,22.95
2052,22.37,25.59,20.76,21.59,20.15,25.10,22.44,19.12,24.85,23.01,20.48,22.11,24.46,23.45
2053,22.23,25.06,20.81,21.52,20.19,24.66,22.33,19.15,24.61,22.73,20.39,22.01,24.31,23.22
2054,22.31,25.25,20.76,21.55,20.12,24.92,22.48,19.12,24.70,22.95,20.41,22.08,24.33,23.37
2055,22.23,25.24,20.85,21.48,20.21,24.72,22.28,19.18,24.71,22.74,20.51,22.12,24.27,23.17
2056,22.35,25.15,21.07,21.64,20.29,24.89,22.44,19.34,24.61,22.83,20.40,21.92,24.23,23.42
2057,22.50,25.20,21.04,21.84,20.37,24.86,22.73,19.43,24.74,23.09,20.64,22.25,24.40,23.45
2058,22.34,25.30,21.00,21.70,20.32,24.87,22.48,19.27,24.57,22.81,20.47,22.02,24.13,23.23
2059,22.44,25.45,20.99,21.67,20.32,24.99,22.45,19.33,24.71,23.06,20.55,22.16,24.42,23.44
2060,22.50,25.40,20.98,21.81,20.35,25.00,22.60,19.35,24.98,23.08,20.66,22.34,24.52,23.47
2061,22.54,25.47,21.00,21.79,20.40,25.11,22.70,19.37,24.76,23.25,20.60,22.23,24.50,23.62
2062,22.51,25.46,21.04,21.79,20.47,25.17,22.54,19.40,24.89,23.13,20.58,22.18,24.43,23.50
2063,22.49,25.38,21.14,21.82,20.49,24.97,22.58,19.46,24.76,22.95,20.65,22.24,24.34,23.38
2064,22.59,25.35,21.05,21.92,20.46,25.18,22.75,19.37,24.93,23.16,20.70,22.36,24.56,23.60
2065,22.49,25.28,21.04,21.83,20.42,24.99,22.58,19.43,24.98,22.97,20.66,22.30,24.51,23.44
2066,22.56,25.40,21.12,21.85,20.50,25.07,22.67,19.43,24.95,23.12,20.68,22.29,24.61,23.52
2067,22.54,25.55,21.10,21.80,20.40,25.15,22.67,19.42,24.84,23.15,20.65,22.19,24.45,23.54
2068,22.71,25.41,21.21,22.04,20.56,25.04,22.81,19.65,25.17,23.30,20.98,22.61,24.69,23.67
2069,22.70,25.46,21.32,22.07,20.63,25.05,22.93,19.64,25.02,23.18,20.93,22.45,24.57,23.60
2070,22.40,25.51,20.99,21.70,20.37,25.06,22.47,19.31,24.77,22.83,20.47,22.09,24.39,23.37
2071,22.61,25.54,21.09,21.86,20.37,25.24,22.70,19.41,24.94,23.36,20.73,22.33,24.50,23.67
2072,22.71,25.69,21.27,21.89,20.39,25.32,22.85,19.60,25.07,23.39,20.92,22.49,24.65,23.81
2073,23.12,25.97,21.40,22.43,20.84,25.61,23.33,19.79,25.38,23.86,21.18,22.79,25.10,24.20
2074,23.01,25.90,21.32,22.18,20.64,25.78,23.08,19.69,25.41,23.82,21.14,22.74,25.02,24.19
2075,22.64,25.45,21.25,21.97,20.56,25.19,22.79,19.54,25.01,23.22,20.66,22.25,24.54,23.62
2076,22.88,25.61,21.34,22.10,20.60,25.57,23.00,19.66,25.32,23.61,20.93,22.58,24.90,24.01
2077,23.04,25.76,21.55,22.40,20.77,25.45,23.26,19.92,25.39,23.63,21.27,22.83,25.00,24.03
2078,22.94,25.95,21.36,22.17,20.73,25.46,23.05,19.66,25.45,23.61,21.10,22.79,25.07,24.03
2079,22.95,25.74,21.42,22.21,20.81,25.52,23.12,19.80,25.21,23.54,21.08,22.69,24.86,23.99
2080,22.99,25.95,21.50,22.26,20.79,25.50,23.12,19.75,25.41,23.58,21.15,22.75,24.90,23.98
2081,23.01,25.90,21.53,22.25,20.77,25.63,23.20,19.86,25.34,23.54,21.18,22.72,25.01,24.06
2082,23.01,26.07,21.32,22.17,20.76,25.72,23.10,19.74,25.53,23.72,21.10,22.81,25.10,24.11
2083,22.93,25.99,21.33,22.09,20.72,25.60,22.91,19.70,25.42,23.56,21.12,22.80,24.97,24.01
2084,23.01,25.73,21.38,22.25,20.79,25.59,23.11,19.78,25.56,23.69,21.13,22.76,25.07,24.10
2085,23.19,26.32,21.49,22.35,20.83,25.94,23.33,19.85,25.62,23.93,21.27,22.88,25.21,24.32
2086,23.08,26.01,21.44,22.31,20.84,25.70,23.27,19.78,25.39,23.80,21.16,22.80,25.08,24.18
2087,23.10,26.11,21.57,22.42,20.93,25.62,23.29,19.89,25.47,23.76,21.13,22.71,25.05,24.09
2088,22.90,25.90,21.44,22.26,20.77,25.45,23.08,19.74,25.15,23.53,20.87,22.48,24.80,23.87
2089,23.18,26.11,21.53,22.37,20.78,25.90,23.27,19.92,25.49,24.06,21.30,22.95,25.20,24.35
2090,23.07,26.36,21.37,22.28,20.72,25.77,23.16,19.77,25.38,23.73,21.26,22.85,25.05,24.15
2091,23.11,26.19,21.62,22.43,20.91,25.81,23.37,19.87,25.26,23.77,21.02,22.60,24.94,24.10
2092,23.22,26.27,21.55,22.40,20.83,25.91,23.43,19.89,25.77,23.93,21.38,23.09,25.38,24.32
2093,22.95,26.29,21.32,22.08,20.72,25.75,22.92,19.69,25.48,23.56,21.09,22.74,25.02,23.97
2094,23.18,26.43,21.49,22.41,20.90,25.83,23.29,19.83,25.49,23.99,21.17,22.70,25.15,24.29
2095,23.16,26.27,21.55,22.30,20.84,25.89,23.27,19.93,25.70,23.86,21.34,23.00,25.29,24.28
2096,23.32,26.31,21.58,22.54,20.96,25.92,23.52,19.98,25.56,24.13,21.39,22.99,25.36,24.46
2097,23.14,25.92,21.46,22.43,20.88,25.85,23.26,19.88,25.61,23.84,21.23,22.84,25.06,24.16
2098,23.26,26.18,21.53,22.57,20.97,25.84,23.47,19.82,25.55,24.10,21.16,22.83,25.20,24.37
2099,23.20,25.83,21.74,22.52,21.03,25.67,23.37,20.10,25.35,23.85,21.28,22.87,25.05,24.21
2100,23.29,26.21,21.66,22.52,21.00,25.85,23.52,20.00,25.73,23.97,21.50,23.16,25.33,24.34
