Variable:,tasmin
,Ireland,Carlow,Cavan,Clare,Cork,Donegal,Dublin,Galway,Kerry,Kildare,Kilkenny,Laois,Leitrim,Limerick,Longford,Louth,Mayo,Meath,Monaghan,Munster,Offaly,Roscommon,Sligo,Tipperary,Waterford,Westmeath,Wexford,Wicklow
2026,6.76,8.59,6.06,7.51,9.13,6.20,6.32,7.40,8.77,6.60,7.41,6.96,6.18,7.35,6.32,6.25,7.65,6.32,5.97,5.97,6.41,6.80,6.34,7.27,7.48,6.31,8.69,7.63
2027,6.98,8.69,6.29,7.71,9.33,6.50,6.50,7.59,9.02,6.76,7.52,7.09,6.44,7.53,6.48,6.45,7.89,6.50,6.24,6.24,6.57,6.96,6.64,7.40,7.60,6.47,8.79,7.76
2028,6.93,8.68,6.29,7.60,9.22,6.37,6.55,7.49,8.87,6.81,7.49,7.09,6.35,7.45,6.52,6.50,7.73,6.54,6.25,6.25,6.60,6.89,6.48,7.36,7.56,6.51,8.79,7.78
2029,6.79,8.53,6.11,7.51,9.14,6.25,6.42,7.39,8.78,6.67,7.32,6.91,6.21,7.35,6.33,6.36,7.65,6.41,6.09,6.09,6.41,6.77,6.37,7.21,7.40,6.32,8.64,7.64
2030,6.59,8.51,5.89,7.36,9.04,6.02,6.13,7.17,8.67,6.42,7.24,6.78,5.97,7.18,6.12,6.08,7.48,6.13,5.85,5.85,6.21,6.51,6.11,7.07,7.32,6.11,8.62,7.50
2031,6.91,8.60,6.29,7.56,9.19,6.42,6.54,7.46,8.85,6.78,7.42,7.03,6.37,7.39,6.49,6.50,7.72,6.53,6.27,6.27,6.56,6.87,6.51,7.29,7.50,6.48,8.70,7.73
2032,6.87,8.65,6.17,7.59,9.25,6.40,6.38,7.47,8.88,6.65,7.52,7.04,6.31,7.44,6.35,6.35,7.75,6.37,6.15,6.15,6.45,6.86,6.49,7.37,7.60,6.34,8.75,7.69
2033,6.93,8.74,6.23,7.66,9.32,6.40,6.57,7.52,9.00,6.82,7.48,7.05,6.35,7.47,6.45,6.50,7.83,6.55,6.20,6.20,6.53,6.88,6.53,7.34,7.56,6.44,8.85,7.83
2034,6.82,8.59,6.23,7.37,9.02,6.30,6.53,7.30,8.66,6.77,7.33,6.96,6.25,7.22,6.42,6.48,7.54,6.51,6.23,6.23,6.50,6.73,6.34,7.17,7.40,6.42,8.70,7.73
2035,6.94,8.64,6.33,7.57,9.20,6.47,6.58,7.51,8.86,6.83,7.43,7.06,6.43,7.39,6.55,6.52,7.77,6.57,6.28,6.28,6.62,6.92,6.57,7.29,7.51,6.54,8.75,7.78
2036,7.02,8.87,6.40,7.56,9.23,6.42,6.73,7.56,8.76,6.98,7.62,7.21,6.44,7.46,6.62,6.66,7.69,6.71,6.37,6.37,6.70,7.06,6.55,7.46,7.69,6.61,8.98,7.97
2037,6.82,8.69,6.08,7.58,9.25,6.31,6.41,7.41,8.91,6.67,7.39,6.93,6.24,7.41,6.28,6.34,7.74,6.39,6.05,6.05,6.37,6.77,6.45,7.26,7.47,6.27,8.81,7.73
2038,6.82,8.65,6.22,7.43,9.13,6.21,6.53,7.29,8.65,6.78,7.46,7.04,6.21,7.33,6.44,6.47,7.48,6.52,6.19,6.19,6.53,6.74,6.27,7.30,7.53,6.44,8.76,7.76
2039,6.65,8.62,5.97,7.30,9.00,6.04,6.36,7.08,8.61,6.62,7.38,6.89,5.98,7.17,6.20,6.29,7.36,6.34,5.96,5.96,6.30,6.48,6.07,7.16,7.45,6.20,8.73,7.67
2040,6.88,8.80,6.05,7.71,9.36,6.25,6.53,7.54,9.05,6.78,7.62,7.08,6.21,7.54,6.33,6.43,7.79,6.50,6.01,6.01,6.44,6.90,6.43,7.45,7.69,6.32,8.90,7.84
2041,6.99,8.90,6.15,7.77,9.41,6.47,6.53,7.62,9.01,6.79,7.69,7.08,6.35,7.63,6.23,6.51,7.84,6.49,6.28,6.28,6.36,7.02,6.60,7.54,7.77,6.22,9.01,7.90
2042,7.13,8.99,6.47,7.83,9.47,6.55,6.76,7.71,9.08,7.03,7.80,7.36,6.54,7.70,6.74,6.68,7.97,6.76,6.38,6.38,6.82,7.11,6.68,7.64,7.87,6.73,9.09,8.04
2043,6.54,8.32,5.88,7.28,8.99,5.98,6.17,7.12,8.69,6.43,7.07,6.68,5.94,7.07,6.12,6.10,7.47,6.16,5.81,5.81,6.20,6.47,6.07,6.93,7.15,6.12,8.43,7.42
2044,6.86,8.59,6.13,7.66,9.31,6.33,6.42,7.50,8.98,6.68,7.45,7.00,6.27,7.48,6.36,6.36,7.77,6.41,6.09,6.09,6.45,6.85,6.46,7.34,7.54,6.35,8.69,7.67
2045,6.63,8.24,6.00,7.32,8.90,6.17,6.24,7.28,8.60,6.48,7.10,6.75,6.14,7.14,6.25,6.17,7.55,6.24,5.90,5.90,6.32,6.68,6.33,7.01,7.18,6.24,8.34,7.40
2046,6.71,8.60,6.05,7.36,9.04,6.12,6.40,7.27,8.61,6.66,7.36,6.93,6.14,7.24,6.33,6.29,7.46,6.39,5.93,5.93,6.41,6.72,6.28,7.20,7.43,6.32,8.71,7.67
2047,7.12,9.00,6.43,7.91,9.52,6.41,6.77,7.72,9.18,7.03,7.83,7.35,6.45,7.76,6.69,6.70,7.91,6.76,6.39,6.39,6.78,7.09,6.54,7.67,7.90,6.68,9.10,8.05
2048,6.81,8.72,6.15,7.43,9.06,6.20,6.55,7.31,8.71,6.80,7.46,7.03,6.19,7.27,6.42,6.46,7.63,6.53,6.09,6.09,6.51,6.69,6.31,7.25,7.53,6.42,8.83,7.81
2049,6.67,8.33,6.07,7.38,9.06,6.11,6.27,7.27,8.71,6.52,7.19,6.79,6.12,7.21,6.23,6.24,7.43,6.26,6.06,6.06,6.31,6.70,6.23,7.08,7.28,6.22,8.43,7.46
2050,6.23,8.07,5.52,6.99,8.67,5.69,5.86,6.78,8.32,6.12,6.81,6.37,5.62,6.82,5.74,5.79,7.09,5.84,5.48,5.48,5.83,6.14,5.78,6.68,6.89,5.73,8.18,7.14
2051,6.67,8.52,6.00,7.39,9.00,6.12,6.26,7.30,8.64,6.53,7.28,6.85,6.12,7.22,6.25,6.19,7.51,6.26,5.92,5.92,6.33,6.71,6.29,7.13,7.36,6.24,8.63,7.57
2052,6.75,8.46,6.07,7.45,9.10,6.23,6.37,7.35,8.73,6.62,7.28,6.89,6.17,7.29,6.34,6.30,7.61,6.36,5.99,5.99,6.42,6.74,6.33,7.17,7.36,6.33,8.56,7.58
2053,6.67,8.45,6.01,7.35,9.00,6.11,6.31,7.23,8.62,6.56,7.26,6.84,6.09,7.22,6.24,6.25,7.42,6.30,5.96,5.96,6.32,6.65,6.23,7.13,7.34,6.23,8.56,7.55
2054,6.60,8.43,5.95,7.24,8.93,6.08,6.20,7.10,8.50,6.47,7.24,6.79,6.04,7.11,6.15,6.16,7.39,6.19,5.92,5.92,6.25,6.51,6.18,7.07,7.31,6.15,8.53,7.48
2055,6.51,8.36,5.90,7.15,8.84,5.89,6.23,6.98,8.42,6.48,7.11,6.71,5.90,7.02,6.13,6.17,7.16,6.22,5.87,5.87,6.22,6.43,5.97,6.95,7.19,6.13,8.47,7.46
2056,6.87,8.57,6.25,7.57,9.26,6.28,6.53,7.45,8.93,6.78,7.39,7.03,6.30,7.40,6.52,6.47,7.66,6.53,6.18,6.18,6.59,6.88,6.41,7.27,7.47,6.51,8.67,7.71
2057,6.43,8.33,5.75,7.10,8.79,5.81,6.14,6.94,8.41,6.39,7.08,6.63,5.77,6.97,5.99,6.06,7.23,6.12,5.71,5.71,6.09,6.34,5.89,6.91,7.16,5.99,8.44,7.41
2058,6.51,8.29,5.87,7.17,8.87,5.93,6.18,7.07,8.46,6.43,7.09,6.68,5.92,7.02,6.11,6.11,7.29,6.17,5.81,5.81,6.19,6.49,6.04,6.94,7.17,6.10,8.40,7.40
2059,6.85,8.67,6.13,7.64,9.31,6.29,6.42,7.45,8.99,6.69,7.44,6.98,6.24,7.47,6.34,6.36,7.74,6.41,6.09,6.09,6.43,6.79,6.41,7.32,7.52,6.33,8.78,7.72
2060,6.66,8.44,6.02,7.38,9.09,6.15,6.17,7.26,8.76,6.45,7.13,6.76,6.11,7.19,6.22,6.15,7.48,6.18,5.99,5.99,6.29,6.66,6.24,7.03,7.22,6.21,8.55,7.48
2061,6.65,8.48,5.99,7.42,9.10,6.10,6.24,7.19,8.76,6.51,7.30,6.85,6.07,7.28,6.22,6.15,7.49,6.24,5.87,5.87,6.31,6.57,6.20,7.16,7.38,6.21,8.58,7.53
2062,6.55,8.09,6.00,7.12,8.72,6.15,6.21,7.10,8.45,6.44,6.88,6.59,6.08,6.92,6.16,6.18,7.38,6.20,5.99,5.99,6.22,6.51,6.22,6.78,6.96,6.16,8.20,7.31
2063,6.78,8.47,6.18,7.35,8.96,6.31,6.43,7.34,8.61,6.67,7.27,6.89,6.26,7.17,6.35,6.37,7.57,6.42,6.14,6.14,6.42,6.77,6.39,7.11,7.34,6.34,8.58,7.61
2064,6.97,8.66,6.31,7.70,9.26,6.43,6.54,7.65,8.97,6.80,7.46,7.07,6.41,7.51,6.53,6.49,7.91,6.54,6.26,6.26,6.61,7.01,6.57,7.36,7.54,6.52,8.77,7.77
2065,6.66,8.59,5.95,7.29,9.08,6.20,6.22,7.20,8.67,6.49,7.22,6.75,6.08,7.12,6.09,6.18,7.48,6.20,5.97,5.97,6.18,6.58,6.26,7.05,7.30,6.08,8.71,7.59
2066,6.43,8.30,5.68,7.14,8.84,5.99,5.98,6.95,8.52,6.25,6.96,6.49,5.82,6.94,5.83,5.95,7.34,5.96,5.72,5.72,5.92,6.27,6.02,6.80,7.04,5.82,8.42,7.32
2067,6.47,8.39,5.71,7.26,8.99,5.94,6.04,7.01,8.65,6.32,7.09,6.63,5.83,7.07,5.97,5.95,7.41,6.03,5.61,5.61,6.07,6.32,6.01,6.93,7.18,5.97,8.50,7.40
2068,7.01,8.76,6.36,7.66,9.27,6.45,6.70,7.58,8.93,6.94,7.56,7.16,6.44,7.50,6.60,6.63,7.79,6.68,6.32,6.32,6.68,7.00,6.58,7.42,7.63,6.59,8.87,7.90
2069,6.75,8.50,6.13,7.43,9.06,6.19,6.39,7.36,8.72,6.64,7.30,6.91,6.20,7.26,6.36,6.33,7.59,6.38,6.07,6.07,6.44,6.76,6.33,7.17,7.38,6.35,8.61,7.61
2070,6.95,8.95,6.30,7.62,9.29,6.29,6.68,7.45,8.86,6.94,7.65,7.20,6.32,7.50,6.55,6.59,7.66,6.66,6.23,6.23,6.65,6.88,6.41,7.46,7.72,6.55,9.06,7.99
2071,6.65,8.55,5.91,7.31,8.96,6.04,6.37,7.22,8.61,6.61,7.28,6.82,6.00,7.15,6.17,6.29,7.47,6.34,5.91,5.91,6.26,6.61,6.17,7.10,7.35,6.16,8.66,7.63
2072,6.65,8.61,5.94,7.31,9.01,6.07,6.36,7.12,8.64,6.61,7.31,6.83,5.97,7.14,6.15,6.28,7.45,6.33,5.93,5.93,6.25,6.47,6.10,7.09,7.37,6.15,8.73,7.67
2073,6.95,8.77,6.33,7.56,9.19,6.38,6.61,7.48,8.76,6.87,7.61,7.17,6.39,7.43,6.55,6.55,7.66,6.60,6.28,6.28,6.63,6.92,6.50,7.42,7.68,6.54,8.87,7.86
2074,6.26,8.12,5.58,7.00,8.69,5.70,5.87,6.84,8.37,6.14,6.91,6.46,5.67,6.84,5.83,5.79,7.10,5.86,5.50,5.50,5.92,6.23,5.82,6.75,6.99,5.82,8.23,7.17
2075,6.68,8.55,5.99,7.32,8.99,6.17,6.33,7.14,8.60,6.58,7.30,6.84,6.07,7.18,6.17,6.29,7.44,6.31,6.03,6.03,6.27,6.53,6.21,7.12,7.37,6.17,8.66,7.61
2076,6.75,8.71,6.08,7.34,8.95,6.16,6.47,7.21,8.56,6.72,7.48,6.98,6.15,7.23,6.28,6.38,7.42,6.44,6.04,6.04,6.38,6.64,6.28,7.25,7.54,6.27,8.82,7.77
2077,6.57,8.23,5.94,7.26,8.86,6.03,6.23,7.18,8.53,6.47,7.10,6.71,6.03,7.10,6.16,6.16,7.40,6.22,5.88,5.88,6.24,6.59,6.18,6.99,7.18,6.15,8.33,7.39
2078,7.24,9.00,6.58,7.98,9.65,6.71,6.77,7.83,9.28,7.05,7.80,7.38,6.68,7.83,6.80,6.70,8.06,6.77,6.48,6.48,6.88,7.22,6.83,7.70,7.89,6.79,9.11,8.06
2079,7.19,8.95,6.64,7.66,9.21,6.65,6.96,7.71,8.79,7.20,7.76,7.41,6.64,7.56,6.91,6.87,7.80,6.95,6.54,6.54,6.98,7.25,6.71,7.59,7.82,6.91,9.05,8.11
2080,6.92,8.71,6.21,7.76,9.43,6.34,6.48,7.58,9.12,6.75,7.55,7.10,6.33,7.59,6.47,6.40,7.86,6.48,6.11,6.11,6.56,6.93,6.50,7.43,7.63,6.46,8.81,7.76
2081,6.79,8.59,6.11,7.57,9.25,6.23,6.36,7.43,8.85,6.63,7.42,6.97,6.22,7.42,6.35,6.29,7.69,6.36,6.03,6.03,6.44,6.81,6.39,7.30,7.50,6.34,8.69,7.64
2082,7.35,9.14,6.71,8.03,9.65,6.76,7.04,7.92,9.29,7.29,7.92,7.52,6.77,7.89,6.96,6.96,8.16,7.03,6.65,6.65,7.04,7.33,6.90,7.79,7.99,6.95,9.25,8.26
2083,6.87,8.76,6.16,7.61,9.42,6.31,6.50,7.39,9.06,6.76,7.56,7.06,6.25,7.43,6.36,6.42,7.68,6.48,6.11,6.11,6.46,6.77,6.40,7.36,7.64,6.35,8.87,7.81
2084,6.23,7.99,5.53,7.00,8.71,5.71,5.82,6.83,8.41,6.08,6.78,6.36,5.65,6.80,5.77,5.76,7.18,5.81,5.48,5.48,5.85,6.17,5.83,6.65,6.87,5.76,8.10,7.08
2085,6.70,8.64,5.99,7.47,9.15,6.01,6.32,7.29,8.77,6.60,7.36,6.91,6.04,7.31,6.27,6.25,7.51,6.31,5.93,5.93,6.36,6.68,6.16,7.21,7.44,6.26,8.75,7.66
2086,6.52,8.33,5.81,7.26,8.94,5.97,6.06,7.14,8.59,6.34,7.09,6.66,5.95,7.08,6.05,6.01,7.42,6.06,5.76,5.76,6.14,6.50,6.14,6.96,7.17,6.04,8.44,7.37
2087,6.62,8.42,5.87,7.44,9.12,6.06,6.19,7.23,8.84,6.45,7.17,6.73,6.00,7.22,6.10,6.15,7.58,6.18,5.88,5.88,6.19,6.55,6.20,7.05,7.26,6.09,8.53,7.48
2088,6.49,8.17,5.83,7.19,8.84,5.99,6.11,7.04,8.54,6.35,6.98,6.58,5.93,7.02,6.02,6.07,7.33,6.10,5.83,5.83,6.10,6.42,6.09,6.87,7.06,6.01,8.27,7.30
2089,6.73,8.60,6.09,7.41,9.08,6.16,6.42,7.20,8.68,6.67,7.42,6.95,6.12,7.29,6.28,6.34,7.41,6.40,6.04,6.04,6.38,6.61,6.21,7.24,7.49,6.28,8.70,7.68
2090,6.81,8.58,6.11,7.63,9.27,6.23,6.40,7.45,8.95,6.66,7.42,6.98,6.22,7.45,6.36,6.33,7.73,6.39,6.03,6.03,6.45,6.81,6.39,7.31,7.50,6.35,8.68,7.66
2091,6.79,8.56,6.08,7.48,9.12,6.28,6.37,7.38,8.79,6.63,7.38,6.93,6.21,7.30,6.30,6.35,7.68,6.36,6.12,6.12,6.39,6.73,6.39,7.22,7.46,6.29,8.66,7.63
2092,6.72,8.47,6.08,7.33,9.02,6.21,6.40,7.24,8.67,6.64,7.24,6.85,6.12,7.15,6.30,6.33,7.53,6.39,6.04,6.04,6.38,6.64,6.23,7.08,7.32,6.30,8.58,7.60
2093,6.75,8.35,6.14,7.42,9.06,6.36,6.38,7.28,8.81,6.61,7.07,6.75,6.27,7.18,6.29,6.35,7.70,6.37,6.15,6.15,6.36,6.59,6.44,6.98,7.16,6.29,8.46,7.53
2094,6.81,8.56,6.16,7.54,9.10,6.34,6.41,7.42,8.75,6.67,7.33,6.92,6.29,7.39,6.35,6.34,7.65,6.40,6.09,6.09,6.43,6.82,6.46,7.25,7.41,6.34,8.67,7.66
2095,6.93,8.71,6.26,7.62,9.29,6.39,6.56,7.51,8.94,6.81,7.52,7.09,6.35,7.47,6.49,6.49,7.78,6.55,6.21,6.21,6.57,6.90,6.50,7.38,7.60,6.48,8.82,7.81
2096,6.74,8.56,6.06,7.38,9.02,6.20,6.39,7.27,8.54,6.64,7.37,6.92,6.18,7.27,6.30,6.33,7.41,6.38,6.03,6.03,6.39,6.73,6.33,7.22,7.44,6.29,8.66,7.64
2097,6.79,8.60,6.26,7.28,8.87,6.22,6.53,7.27,8.39,6.78,7.39,7.02,6.26,7.19,6.50,6.45,7.35,6.53,6.16,6.16,6.58,6.79,6.31,7.21,7.45,6.50,8.71,7.73
2098,6.86,8.71,6.16,7.68,9.36,6.22,6.49,7.47,9.04,6.75,7.52,7.06,6.24,7.52,6.42,6.41,7.73,6.48,6.09,6.09,6.51,6.84,6.38,7.39,7.60,6.41,8.81,7.77
2099,6.74,8.61,6.06,7.45,9.14,6.11,6.41,7.27,8.74,6.67,7.40,6.95,6.11,7.31,6.31,6.34,7.52,6.39,6.01,6.01,6.40,6.68,6.23,7.24,7.48,6.30,8.72,7.68
2100,6.45,8.33,5.69,7.24,8.99,5.89,6.04,7.02,8.62,6.30,7.09,6.59,5.82,7.07,5.89,5.98,7.30,6.02,5.70,5.70,5.99,6.38,6.01,6.95,7.17,5.88,8.44,7.36
